"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","condition","gsea_enrichment"
"T cells...318","T cells","T cells",105,-0.276776506503153,-1.52244606734039,0.0198611953848576,0.235471207972839,0.213924486823982,1477,"tags=34%, list=22%, signal=27%","PRDX2/CDK6/EFNB1/ITK/CRTAM/CD86/ITGB7/RPL22/CD81/LILRB1/CD1C/CTLA4/PLCG1/LFNG/THEMIS/SRC/RASGRP1/GZMM/GATA3/SPN/CD3G/BTNL9/S1PR1/IL7R/CD28/CD6/DPP4/DTX1/TESPA1/CD40LG/CCR7/IDO1/TCF7/GPR15/FCER1A/CCL2","I (D10, severe)","ImmuneGO"
"Activation, Monocyte...319","Activation, Monocyte","Activation, Monocyte",2,0.920528817587641,1.50449551681067,0.0194430909352953,0.235471207972839,0.213924486823982,537,"tags=100%, list=8%, signal=92%","MT1G/AZU1","I (D10, severe)","ImmuneGO"
"Cellular adaptive immune system...320","Cellular adaptive immune system","Cellular adaptive immune system",119,-0.265436270424665,-1.48883078279728,0.0206945838970437,0.235471207972839,0.213924486823982,1477,"tags=33%, list=22%, signal=26%","PRDX2/CDK6/EFNB1/MEN1/ITK/CRTAM/CD86/ITGB7/RPL22/CD81/LILRB1/CD1C/CTLA4/PLCG1/LFNG/THEMIS/SRC/RASGRP1/GZMM/GATA3/SPN/CD3G/ZFPM1/BTNL9/S1PR1/IL7R/CD28/DPP4/CCR2/DTX1/TESPA1/RORC/CD40LG/CCR7/IDO1/TCF7/GPR15/FCER1A/CCL2","I (D10, severe)","ImmuneGO"
"Chemotaxis, B cell...321","Chemotaxis, B cell","Chemotaxis, B cell",1,0.993465023020942,1.33152732510516,0.0119067875223637,0.235471207972839,0.213924486823982,45,"tags=100%, list=1%, signal=99%","CH25H","I (D10, severe)","ImmuneGO"
"Extravasation, Neutrophil...322","Extravasation, Neutrophil","Extravasation, Neutrophil",1,0.991088667755829,1.32834232926099,0.0167067815850915,0.235471207972839,0.213924486823982,61,"tags=100%, list=1%, signal=99%","CD177","I (D10, severe)","ImmuneGO"
"Migration, Neutrophil...323","Migration, Neutrophil","Migration, Neutrophil",1,0.991088667755829,1.32834232926099,0.0167067815850915,0.235471207972839,0.213924486823982,61,"tags=100%, list=1%, signal=99%","CD177","I (D10, severe)","ImmuneGO"
"Migration, Thymocyte...324","Migration, Thymocyte","Migration, Thymocyte",1,0.989157879102926,1.32575452013759,0.0194159212350462,0.235471207972839,0.213924486823982,74,"tags=100%, list=1%, signal=99%","CCL20","I (D10, severe)","ImmuneGO"
"Homeostasis, Leukocyte","Homeostasis, Leukocyte","Homeostasis, Leukocyte",1,0.988712312490717,1.32515733341681,0.0194159212350462,0.235471207972839,0.213924486823982,77,"tags=100%, list=1%, signal=99%","FLT3","I (D10, severe)","ImmuneGO"
"Immunity, Leukocyte...326","Immunity, Leukocyte","Immunity, Leukocyte",1,-0.990494578939552,-1.31793612834089,0.017034612767295,0.235471207972839,0.213924486823982,66,"tags=100%, list=1%, signal=99%","","I (D10, severe)","ImmuneGO"
"Differentiation, Langerhans","Differentiation, Langerhans","Differentiation, Langerhans",1,-0.990197534531412,-1.31754088583726,0.017627106355917,0.235471207972839,0.213924486823982,68,"tags=100%, list=1%, signal=99%","","I (D10, severe)","ImmuneGO"
"Neutrophil...328","Neutrophil","Neutrophil",20,0.73007526020718,2.46196383857745,1.01889191572115e-06,0.000104436421361418,8.84827189968369e-05,715,"tags=70%, list=17%, signal=58%","CTSG/ELANE/CD177/PRTN3/AZU1/CAMP/CXCL2/S100A12/IL18RAP/ANXA3/FCAR/MERTK/CXCL3/FCER1G","I (D26, moderate)","ImmuneGO"
"Antibacterial humoral response...329","Antibacterial humoral response","Antibacterial humoral response",6,0.936307251908397,2.13001710591514,5.14110441708881e-07,0.000104436421361418,8.84827189968369e-05,273,"tags=100%, list=7%, signal=94%","DEFA4/CTSG/RNASE3/BPI/CAMP/RNASE4","I (D26, moderate)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...330","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",11,0.803216177447411,2.24501213399416,4.17743386134237e-06,0.000285457980525062,0.000241851434077716,185,"tags=55%, list=4%, signal=52%","DEFA4/RNASE3/BPI/CAMP/CXCL2/S100A12","I (D26, moderate)","ImmuneGO"
"Innate immune response, mucosa...331","Innate immune response, mucosa","Innate immune response, mucosa",4,0.955412494039103,1.9116564929749,9.07202136137244e-06,0.000464941094770337,0.000393916717006961,191,"tags=100%, list=5%, signal=96%","DEFA4/RNASE3/CAMP/RNASE2","I (D26, moderate)","ImmuneGO"
"Extravasation, Neutrophil...332","Extravasation, Neutrophil","Extravasation, Neutrophil",2,0.991897044804576,1.57717185023564,5.31801572089604e-05,0.00218038644556738,0.00184731072410073,36,"tags=100%, list=1%, signal=99%","CD177/PRTN3","I (D26, moderate)","ImmuneGO"
"Antimicrobial humoral response...333","Antimicrobial humoral response","Antimicrobial humoral response",4,0.926051061815272,1.8529080749838,8.58479313430692e-05,0.00293313765422153,0.00248507169677306,37,"tags=75%, list=1%, signal=74%","DEFA4/PRTN3/AZU1","I (D26, moderate)","ImmuneGO"
"Signaling, T cell...334","Signaling, T cell","Signaling, T cell",14,-0.641458406480155,-2.22326528466478,0.000282297561439385,0.0077040439482034,0.00652717459026219,871,"tags=71%, list=21%, signal=57%","SKAP1/TXK/THEMIS/CD247/GATA3/PLCG1/ZAP70/CD28/CD8B/CD3G","I (D26, moderate)","ImmuneGO"
"T cells...335","T cells","T cells",74,-0.345150759238385,-2.00227808488606,0.000303628719625231,0.0077040439482034,0.00652717459026219,871,"tags=47%, list=21%, signal=38%","SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/THEMIS/RASGRP1/NLRC3/CD247/ITGB7/PRF1/LAG3/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/IL7R/CR2/CD28/KLRK1/CD8B/TESPA1/CD3G/GZMM/CD6/TNFRSF4/EOMES/CD40LG/S1PR1/TCF7/FCER1A/CCR7/GPR15","I (D26, moderate)","ImmuneGO"
"Cellular adaptive immune system...336","Cellular adaptive immune system","Cellular adaptive immune system",84,-0.324095530322301,-1.91952179054662,0.000338226319677222,0.0077040439482034,0.00652717459026219,871,"tags=44%, list=21%, signal=36%","SKAP1/PIK3R1/CD7/RAG1/TXK/TOX/THEMIS/RASGRP1/NLRC3/RORA/CD247/ITGB7/PRF1/LAG3/GATA3/PLCG1/CRTAM/ZAP70/GPR89B/RORC/IL7R/CR2/CD28/KLRK1/CD8B/TESPA1/CD3G/GZMM/TNFRSF4/EOMES/CD40LG/S1PR1/TCF7/ZFPM1/FCER1A/CCR7/GPR15","I (D26, moderate)","ImmuneGO"
"Monocytes...337","Monocytes","Monocytes",5,0.852229600919688,1.85224336447572,0.000505486131248668,0.0103624656905977,0.00877949596379266,353,"tags=80%, list=8%, signal=73%","CTSG/AZU1/S100A12/FLT1","I (D26, moderate)","ImmuneGO"
"Migration, T cell...338","Migration, T cell","Migration, T cell",4,-0.868860276585599,-1.83503951763324,0.00125575982082102,0.023365609555273,0.0197962802393841,555,"tags=100%, list=13%, signal=87%","ZAP70/S1PR1/GPR15","I (D26, moderate)","ImmuneGO"
"Activation, Neutrophil...339","Activation, Neutrophil","Activation, Neutrophil",4,0.867906533142585,1.73656841388286,0.00136774299835745,0.023365609555273,0.0197962802393841,558,"tags=100%, list=13%, signal=87%","CTSG/CAMP/IL18RAP/FCAR","I (D26, moderate)","ImmuneGO"
"Antifungal humoral response...340","Antifungal humoral response","Antifungal humoral response",3,0.927118895509971,1.67993357647261,0.00149733080740598,0.0236117550398635,0.0200048245523875,79,"tags=67%, list=2%, signal=65%","DEFA4/CAMP","I (D26, moderate)","ImmuneGO"
"Innate immune response...341","Innate immune response","Innate immune response",50,0.445264952504962,1.92052712050377,0.00171669077401503,0.0251372577623629,0.0212972915573293,1216,"tags=58%, list=29%, signal=42%","DEFA4/RNASE3/BPI/CD177/TARM1/LCN2/CRISP3/CAMP/PPARG/S100A12/VNN1/HMGB2/TREML1/CLEC6A/CLU/FCER1G/IFITM2/ANKHD1/CR1/TBKBP1/LILRA5/F12/ITGAM/C1R/LY86/RNF135/LGALS3/JAK3/CD55","I (D26, moderate)","ImmuneGO"
"Activation, T cell...342","Activation, T cell","Activation, T cell",12,-0.603913003204127,-1.91868820150146,0.00343338154803005,0.0423606143315658,0.0358896090614036,1208,"tags=83%, list=29%, signal=60%","PRKCQ/ADA/CD7/RASGRP1/NLRC3/LAG3/ZAP70/CD28/CD8B/CD3G","I (D26, moderate)","ImmuneGO"
"Development, Lymph node...343","Development, Lymph node","Development, Lymph node",5,-0.782360429630633,-1.84261692092129,0.00351283143237375,0.0423606143315658,0.0358896090614036,508,"tags=80%, list=12%, signal=70%","LTB/RORC/IL7R/CXCR5","I (D26, moderate)","ImmuneGO"
"Selection-, T cell, Thymic...344","Selection-, T cell, Thymic","Selection-, T cell, Thymic",3,-0.890345649582837,-1.72232312422496,0.00351079137588043,0.0423606143315658,0.0358896090614036,464,"tags=100%, list=11%, signal=89%","CD28/CCR7","I (D26, moderate)","ImmuneGO"
"Cytotoxicity, NK cell...345","Cytotoxicity, NK cell","Cytotoxicity, NK cell",3,-0.878903456495828,-1.70018885114255,0.00501690320953962,0.0541297451555591,0.0458608880650436,512,"tags=100%, list=12%, signal=88%","KLRK1/KIR3DL1","I (D26, moderate)","ImmuneGO"
"Chemotaxis, Monocyte...346","Chemotaxis, Monocyte","Chemotaxis, Monocyte",4,0.825606479617354,1.65193149267951,0.00485543330666811,0.0541297451555591,0.0458608880650436,353,"tags=75%, list=8%, signal=69%","CTSG/S100A12/FLT1","I (D26, moderate)","ImmuneGO"
"killing of Gram+ bacterium, Neutrophil","killing of Gram+ bacterium, Neutrophil","killing of Gram+ bacterium, Neutrophil",1,0.997140814867763,1.32950989657807,0.00559088970610317,0.0573066194875575,0.0485524632372117,13,"tags=100%, list=0%, signal=100%","CTSG","I (D26, moderate)","ImmuneGO"
"Induction of Bacterial agglutination","Induction of Bacterial agglutination","Induction of Bacterial agglutination",1,0.994996426018585,1.32665073551016,0.00994869708605495,0.0874238358249931,0.0740689751533959,22,"tags=100%, list=1%, signal=99%","RNASE3","I (D26, moderate)","ImmuneGO"
"Biosynthesis, Antibacterial peptides against Gram-...349","Biosynthesis, Antibacterial peptides against Gram-","Biosynthesis, Antibacterial peptides against Gram-",1,0.994281629735525,1.32569768182085,0.0102349856575602,0.0874238358249931,0.0740689751533959,25,"tags=100%, list=1%, signal=99%","ELANE","I (D26, moderate)","ImmuneGO"
"Killing of fungus, Neutrophil...350","Killing of fungus, Neutrophil","Killing of fungus, Neutrophil",1,0.994281629735525,1.32569768182085,0.0102349856575602,0.0874238358249931,0.0740689751533959,25,"tags=100%, list=1%, signal=99%","ELANE","I (D26, moderate)","ImmuneGO"
"killing of Gram- bacterium, Neutrophil...351","killing of Gram- bacterium, Neutrophil","killing of Gram- bacterium, Neutrophil",1,0.994281629735525,1.32569768182085,0.0102349856575602,0.0874238358249931,0.0740689751533959,25,"tags=100%, list=1%, signal=99%","ELANE","I (D26, moderate)","ImmuneGO"
"Activation, NK cell...352","Activation, NK cell","Activation, NK cell",3,-0.835518474374255,-1.61626306570508,0.0118868449258683,0.0974721283921203,0.0825822910639274,694,"tags=100%, list=17%, signal=84%","GATA3/KLRK1","I (D26, moderate)","ImmuneGO"
"Migration, Neutrophil...353","Migration, Neutrophil","Migration, Neutrophil",2,0.90970129831121,1.44647601012052,0.0125957749627789,0.0993128410526796,0.0841418165529763,27,"tags=50%, list=1%, signal=50%","CD177","I (D26, moderate)","ImmuneGO"
"NK cell...354","NK cell","NK cell",8,-0.628799588771341,-1.7599938970832,0.0132985557634237,0.10097051598155,0.0855462651448306,694,"tags=75%, list=17%, signal=63%","RASGRP1/LAG3/GATA3/KLRK1/KLRC2/KIR3DL1","I (D26, moderate)","ImmuneGO"
"Adaptive Immune response...355","Adaptive Immune response","Adaptive Immune response",31,-0.378264228365996,-1.69661357912179,0.015011360828424,0.107823150825247,0.091352091841673,1092,"tags=65%, list=26%, signal=48%","HLA-DPA1/CD81/CD160/OTUD7B/SKAP1/CD7/RAG1/TXK/LAX1/THEMIS/CD247/LAG3/CRTAM/ZAP70/KLRK1/CD8B/CD3G/CD6/KLRC2/EOMES","I (D26, moderate)","ImmuneGO"
"Activation, Microglial cell...356","Activation, Microglial cell","Activation, Microglial cell",6,0.721851145038168,1.64214821974502,0.0160199883737869,0.107823150825247,0.091352091841673,1172,"tags=100%, list=28%, signal=72%","AZU1/SNCA/CLU/IFNGR1/ITGAM/AIF1","I (D26, moderate)","ImmuneGO"
"Activation, Monocyte...357","Activation, Monocyte","Activation, Monocyte",1,0.991422444603288,1.32188546706364,0.0168309308605264,0.107823150825247,0.091352091841673,37,"tags=100%, list=1%, signal=99%","AZU1","I (D26, moderate)","ImmuneGO"
"Cellular extravasation...358","Cellular extravasation","Cellular extravasation",1,0.991422444603288,1.32188546706364,0.0168309308605264,0.107823150825247,0.091352091841673,37,"tags=100%, list=1%, signal=99%","AZU1","I (D26, moderate)","ImmuneGO"
"Killing of bacterium, Neutrophil...359","Killing of bacterium, Neutrophil","Killing of bacterium, Neutrophil",1,0.991422444603288,1.32188546706364,0.0168309308605264,0.107823150825247,0.091352091841673,37,"tags=100%, list=1%, signal=99%","AZU1","I (D26, moderate)","ImmuneGO"
"Chemotaxis, B cell...360","Chemotaxis, B cell","Chemotaxis, B cell",1,0.989992852037169,1.31997935968503,0.0197079481202458,0.118827334254423,0.10067527677525,43,"tags=100%, list=1%, signal=99%","CH25H","I (D26, moderate)","ImmuneGO"
"Response to Interferon I...361","Response to Interferon I","Response to Interferon I",1,0.989992852037169,1.31997935968503,0.0197079481202458,0.118827334254423,0.10067527677525,43,"tags=100%, list=1%, signal=99%","CH25H","I (D26, moderate)","ImmuneGO"
"Differentiation, T cell...362","Differentiation, T cell","Differentiation, T cell",8,-0.595546027605259,-1.66691803355894,0.0227820333877915,0.133437624128493,0.113053699518364,867,"tags=75%, list=21%, signal=60%","ITPKB/PIK3R1/GATA3/ZAP70/GPR89B/IL7R","I (D26, moderate)","ImmuneGO"
"Establishment of T cell polarity...363","Establishment of T cell polarity","Establishment of T cell polarity",2,-0.886558627264061,-1.48823814825429,0.0282660811403587,0.160959628715931,0.136371444098222,479,"tags=100%, list=11%, signal=89%","CCR7","I (D26, moderate)","ImmuneGO"
"T cell-mediated cytotoxicity...364","T cell-mediated cytotoxicity","T cell-mediated cytotoxicity",4,-0.735910072975511,-1.55424767563463,0.0324870670192184,0.179995911863237,0.152499745609418,551,"tags=75%, list=13%, signal=65%","PRF1/IL7R/GZMM","I (D26, moderate)","ImmuneGO"
"Chemotaxis, Dendritic cell, Myeloid...365","Chemotaxis, Dendritic cell, Myeloid","Chemotaxis, Dendritic cell, Myeloid",1,-0.977603049797474,-1.29470131986462,0.0477240333466049,0.247782823983555,0.209931532514951,96,"tags=100%, list=2%, signal=98%","","I (D26, moderate)","ImmuneGO"
"Regulation+, glyProtein, Immunological synapse...366","Regulation+, glyProtein, Immunological synapse","Regulation+, glyProtein, Immunological synapse",1,-0.977603049797474,-1.29470131986462,0.0477240333466049,0.247782823983555,0.209931532514951,96,"tags=100%, list=2%, signal=98%","","I (D26, moderate)","ImmuneGO"
"Immunity, Leukocyte...367","Immunity, Leukocyte","Immunity, Leukocyte",1,-0.976173457231356,-1.29280802034739,0.0483478680943523,0.247782823983555,0.209931532514951,102,"tags=100%, list=2%, signal=98%","","I (D26, moderate)","ImmuneGO"
"Chemotaxis, Neutrophil...368","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil",6,0.655133749499577,1.49037198019368,0.0513274336283186,0.24867056271007,0.210683660319186,715,"tags=67%, list=17%, signal=55%","CXCL2/S100A12/CXCL3/FCER1G","I (D26, moderate)","ImmuneGO"
"Activation, abT cell","Activation, abT cell","Activation, abT cell",2,-0.855100095328885,-1.43542969783236,0.0521920668058455,0.24867056271007,0.210683660319186,611,"tags=100%, list=15%, signal=85%","CD3G","I (D26, moderate)","ImmuneGO"
"Activation, gdT cell...370","Activation, gdT cell","Activation, gdT cell",2,-0.855100095328885,-1.43542969783236,0.0521920668058455,0.24867056271007,0.210683660319186,611,"tags=100%, list=15%, signal=85%","CD3G","I (D26, moderate)","ImmuneGO"
"Degranulation, Eosinophil...371","Degranulation, Eosinophil","Degranulation, Eosinophil",1,-0.974743864665237,-1.29091472083016,0.0545862210826983,0.24867056271007,0.210683660319186,108,"tags=100%, list=3%, signal=97%","","I (D26, moderate)","ImmuneGO"
"Hypersensitivity, Type I...372","Hypersensitivity, Type I","Hypersensitivity, Type I",1,-0.974743864665237,-1.29091472083016,0.0545862210826983,0.24867056271007,0.210683660319186,108,"tags=100%, list=3%, signal=97%","","I (D26, moderate)","ImmuneGO"
"Lineage commitment, Th cell","Lineage commitment, Th cell","Lineage commitment, Th cell",1,-0.96854896354539,-1.28271042292218,0.0560165975103734,0.249639184557099,0.2115043155426,134,"tags=100%, list=3%, signal=97%","","I (D26, moderate)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...374","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",12,0.794073104619088,2.40680185567813,8.77130413122425e-05,0.0194722951713178,0.0182812443998148,616,"tags=75%, list=10%, signal=68%","BPI/DEFA4/S100A12/RNASE3/CXCL2/S100A7/CCL20/CAMP/CXCL3","I (D26, severe)","ImmuneGO"
"Antibacterial humoral response...375","Antibacterial humoral response","Antibacterial humoral response",7,0.811768895128291,2.01056244977922,0.000354325836123889,0.0196650839048758,0.0184622409348763,404,"tags=71%, list=7%, signal=67%","BPI/DEFA4/RNASE3/CAMP/CTSG","I (D26, severe)","ImmuneGO"
"Chemotaxis, Monocyte...376","Chemotaxis, Monocyte","Chemotaxis, Monocyte",4,0.935107073329007,1.93091207155482,0.000351076178900666,0.0196650839048758,0.0184622409348763,404,"tags=100%, list=7%, signal=94%","S100A12/FLT1/CCL20/CTSG","I (D26, severe)","ImmuneGO"
"Monocytes...377","Monocytes","Monocytes",4,0.935107073329007,1.93091207155482,0.000351076178900666,0.0196650839048758,0.0184622409348763,404,"tags=100%, list=7%, signal=94%","S100A12/FLT1/CCL20/CTSG","I (D26, severe)","ImmuneGO"
"Neutrophil...378","Neutrophil","Neutrophil",21,0.568590261770174,2.09349667217715,0.000471810986989497,0.0209484078223337,0.019667068510299,616,"tags=43%, list=10%, signal=39%","CD177/S100A12/CXCL2/ANXA3/IL18RAP/CCL20/CAMP/CTSG/CXCL3","I (D26, severe)","ImmuneGO"
"Chemotaxis, Neutrophil...379","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil",7,0.783476898407819,1.9404897645891,0.000795932445994748,0.0294495005018057,0.0276481797029755,897,"tags=71%, list=15%, signal=61%","S100A12/CXCL2/CCL20/CXCL3/FCER1G","I (D26, severe)","ImmuneGO"
"Innate immune response, mucosa...380","Innate immune response, mucosa","Innate immune response, mucosa",4,0.913205710577547,1.88568772567351,0.00138160986201279,0.0438167699095483,0.041136654538125,539,"tags=100%, list=9%, signal=91%","DEFA4/RNASE3/CAMP/RNASE2","I (D26, severe)","ImmuneGO"
"Formation, Immunological synapse","Formation, Immunological synapse","Formation, Immunological synapse",3,-0.880616382806164,-1.68587617461718,0.00546361174720525,0.151615225984946,0.142341463940347,740,"tags=100%, list=12%, signal=88%","PRF1/CD6","I (D26, severe)","ImmuneGO"
"Cellular adaptive immune system...382","Cellular adaptive immune system","Cellular adaptive immune system",104,-0.300113445352491,-1.61712572334912,0.00816813733744298,0.181332648891234,0.170241178190917,1705,"tags=44%, list=28%, signal=33%","ITGB7/PSMB10/NLRC3/ADA/ITPKB/GATA3/ITK/MDK/PRDX2/MYO1G/PLCG1/AKT1/CACNB3/CRTAM/TESPA1/CSK/SPNS2/CORO1A/MEN1/LILRB1/EOMES/CD1C/DTX1/CD81/EFNB1/CACNB4/CD247/CD3G/SPN/IL7R/SRC/S1PR1/CD40LG/RORC/TCF7/PRF1/CD7/LFNG/ZAP70/GPR15/CCR7/ZNF683/ZFPM1/FCER1A/GZMM/EPHB3","I (D26, severe)","ImmuneGO"
"Migration, Neutrophil...383","Migration, Neutrophil","Migration, Neutrophil",1,0.993189557321226,1.31294881413544,0.0075805032186104,0.181332648891234,0.170241178190917,43,"tags=100%, list=1%, signal=99%","CD177","I (D26, severe)","ImmuneGO"
"Selection-, T cell, Thymic...384","Selection-, T cell, Thymic","Selection-, T cell, Thymic",4,-0.819584327567396,-1.68394611939733,0.00988027453039858,0.182785078812374,0.171604768159554,626,"tags=75%, list=10%, signal=67%","SPN/ZAP70/CCR7","I (D26, severe)","ImmuneGO"
"Chemotaxis, B cell...385","Chemotaxis, B cell","Chemotaxis, B cell",1,0.991081563158748,1.31016214726463,0.00917191089313073,0.182785078812374,0.171604768159554,56,"tags=100%, list=1%, signal=99%","CH25H","I (D26, severe)","ImmuneGO"
"T cell-mediated cytotoxicity...386","T cell-mediated cytotoxicity","T cell-mediated cytotoxicity",5,-0.774700714229794,-1.7209911585014,0.0128915661556426,0.220148283580973,0.206682599094512,579,"tags=60%, list=9%, signal=54%","IL7R/PRF1/GZMM","I (D26, severe)","ImmuneGO"
"Immunity, Leukocyte...387","Immunity, Leukocyte","Immunity, Leukocyte",1,-0.985892654451111,-1.30271209298124,0.0153707583291151,0.243736310647396,0.22882783076427,89,"tags=100%, list=1%, signal=99%","","I (D26, severe)","ImmuneGO"
"Immune response...388","Immune response","Immune response",62,-0.324902989440166,-1.55676731264101,0.0164773390118418,0.243864617375258,0.228948289427696,913,"tags=37%, list=15%, signal=32%","CXCR3/CD1C/IL27RA/CTSW/SPN/HLA-DPA1/ACKR3/KIR2DL3/IL7R/KIR2DL1/S1PR4/CD40LG/TCF7/CD7/LTB/ZAP70/FASLG/CX3CR1/KIR3DL1/CCR7/CRIP1/ITGB8/MS4A2","I (D26, severe)","ImmuneGO"
"Activation, Neutrophil...389","Activation, Neutrophil","Activation, Neutrophil",5,0.760907831129995,1.67545893983423,0.0187391002218769,0.246147155303046,0.231091212660043,1162,"tags=80%, list=19%, signal=65%","IL18RAP/CAMP/CTSG/FCAR","I (D26, severe)","ImmuneGO"
"PRR, NOD1...390","PRR, NOD1","PRR, NOD1",1,0.982487433111724,1.29880112079129,0.0199578774570037,0.246147155303046,0.231091212660043,109,"tags=100%, list=2%, signal=98%","NFKBIA","I (D26, severe)","ImmuneGO"
"PRR, NOD2...391","PRR, NOD2","PRR, NOD2",1,0.982487433111724,1.29880112079129,0.0199578774570037,0.246147155303046,0.231091212660043,109,"tags=100%, list=2%, signal=98%","NFKBIA","I (D26, severe)","ImmuneGO"
"Neutrophil...392","Neutrophil","Neutrophil",16,0.747189472076267,2.33635144852493,0.000119069944674199,0.0246474785475592,0.0220592739606938,495,"tags=69%, list=13%, signal=60%","CCL20/CD177/CXCL2/ELANE/AZU1/CAMP/FCAR/S100A12/IL18RAP/ANXA3/CXCL8","I (D51, severe)","ImmuneGO"
"Innate immune response...393","Innate immune response","Innate immune response",65,0.480448536268209,2.03252879216208,0.000509018577934124,0.0351222818774546,0.0314341297250547,1129,"tags=66%, list=29%, signal=47%","PTX3/CD177/DEFA4/LCN2/FCGR1A/BPI/CAMP/TARM1/S100A12/GBP1/CRISP3/PPARG/GBP6/IRF1/SLC15A3/IL27/NFKB2/PI3/SLC15A4/CHGA/GBP2/TICAM1/TRIM22/IFITM2/APOBEC3A/CFD/RELB/TREML1/VNN1/PARP9/IFITM1/NCF1/EIF2AK2/HLA-C/CD55/NLRC5/HLA-E/BCL10/RELA/C1R/ZC3HAV1/HMGB2/ANKHD1","I (D51, severe)","ImmuneGO"
"Monocytes...394","Monocytes","Monocytes",6,0.840393377682929,1.92995932898472,0.000363651373553424,0.0351222818774546,0.0314341297250547,220,"tags=67%, list=6%, signal=63%","CCL20/AZU1/FLT1/S100A12","I (D51, severe)","ImmuneGO"
"Antimicrobial humoral response...395","Antimicrobial humoral response","Antimicrobial humoral response",3,0.912225705329154,1.66806940107059,0.00134185030550529,0.0694407533098985,0.0621488562549816,339,"tags=100%, list=9%, signal=91%","DEFA4/AZU1/BCL3","I (D51, severe)","ImmuneGO"
"Migration, Thymocyte...396","Migration, Thymocyte","Migration, Thymocyte",1,0.998694516971279,1.32956589573236,0.00178608901645405,0.0739440852811976,0.0661792982938763,6,"tags=100%, list=0%, signal=100%","CCL20","I (D51, severe)","ImmuneGO"
"Chemotaxis, Monocyte...397","Chemotaxis, Monocyte","Chemotaxis, Monocyte",5,0.818303954603927,1.77969003808125,0.0028359858884636,0.0978415131519943,0.087567283573613,220,"tags=60%, list=6%, signal=57%","CCL20/FLT1/S100A12","I (D51, severe)","ImmuneGO"
"Antimicrobial peptide-mediated immune response...398","Antimicrobial peptide-mediated immune response","Antimicrobial peptide-mediated immune response",13,0.716341211748921,2.10608075854982,0.00348726674141526,0.10312345935328,0.0922945784194114,495,"tags=62%, list=13%, signal=54%","CCL20/DEFA4/CXCL2/BPI/CAMP/S100A12/ADM/CXCL8","I (D51, severe)","ImmuneGO"
"Chemotaxis, B cell...399","Chemotaxis, B cell","Chemotaxis, B cell",1,0.997127937336815,1.32748030217042,0.00451390240314854,0.116797224681468,0.104532476704492,12,"tags=100%, list=0%, signal=100%","CH25H","I (D51, severe)","ImmuneGO"
"Antifungal humoral response...400","Antifungal humoral response","Antifungal humoral response",2,0.954296160877514,1.54428399031516,0.00576459930321213,0.132585783973879,0.118663096767876,177,"tags=100%, list=5%, signal=95%","DEFA4/CAMP","I (D51, severe)","ImmuneGO"
"Activation, Neutrophil...401","Activation, Neutrophil","Activation, Neutrophil",5,0.771760370036871,1.67846462749323,0.0078947648161558,0.163421631694425,0.146260906067729,495,"tags=80%, list=13%, signal=70%","CAMP/FCAR/IL18RAP/CXCL8","I (D51, severe)","ImmuneGO"
"Antibacterial humoral response...402","Antibacterial humoral response","Antibacterial humoral response",8,0.70135797920879,1.76122403912822,0.0101503667877614,0.191011447733328,0.170953545899139,428,"tags=62%, list=11%, signal=56%","DEFA4/BPI/CAMP/PI3/ADM","I (D51, severe)","ImmuneGO"
"Immune response...403","Immune response","Immune response",46,0.433634950916542,1.6978630723407,0.0120341094469652,0.20758838796015,0.185789759882972,605,"tags=41%, list=16%, signal=35%","CCL20/CXCL2/IL1R2/CEACAM8/FCGR1A/TNFSF9/FCAR/IL18RAP/IL10/THBS1/CYP11B1/GBP6/GTPBP1/GBP2/CXCL8/IL1R1/TRIM22/IL1RN/IFITM2","I (D51, severe)","ImmuneGO"
"Activation, T cell...404","Activation, T cell","Activation, T cell",4,-0.800104520512151,-1.78990493127341,0.0178914310923296,0.245576817601978,0.219789066351122,770,"tags=100%, list=20%, signal=80%","CD86/ITK/CD3G","I (D51, severe)","ImmuneGO"
"Chemotaxis, Neutrophil...405","Chemotaxis, Neutrophil","Chemotaxis, Neutrophil",7,0.723082724285649,1.73219973819031,0.01668527606534,0.245576817601978,0.219789066351122,495,"tags=57%, list=13%, signal=50%","CCL20/CXCL2/S100A12/CXCL8","I (D51, severe)","ImmuneGO"
"Cellular response to Interferon II...406","Cellular response to Interferon II","Cellular response to Interferon II",13,0.572619463324472,1.68353127517881,0.0239238832466777,0.245576817601978,0.219789066351122,616,"tags=46%, list=16%, signal=39%","CCL20/FCAR/GBP1/GBP6/GBP2/STAT1","I (D51, severe)","ImmuneGO"
