,condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,gsea_enrichment,rank,leading_edge,core_enrichment
48,"BNT (V3, D1)",CD8+ mucosal-associated invariant T cell(CD8+ MAIT),CD8+ mucosal-associated invariant T cell(CD8+ MAIT)...48,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),7,-0.7797439759,-2.062145593,0.001292644652,0.01430526748,0.01206468342,CellMarker,1178,"tags=100%, list=22%, signal=78%",ZBTB16/CD8B/CD3E/CD8A/NCR3/KLRB1
49,"BNT (V3, D1)",Memory CD8+ T cell,Memory CD8+ T cell...49,Memory CD8+ T cell,11,-0.6509518155,-2.037757581,0.00353611682,0.03460743258,0.02918699134,CellMarker,1154,"tags=91%, list=22%, signal=71%",CCL5/AQP3/CD3D/CD3E/KLRG1/TRGC2/CD8A/GZMK/FGFBP2/GNLY
50,"BNT (V3, D1)",Monocyte,Monocyte...50,Monocyte,45,0.5180099305,1.699322883,0.003544134662,0.03460743258,0.02918699134,CellMarker,1683,"tags=71%, list=32%, signal=49%",IFI44L/ISG15/IFI44/IFITM1/CCL3/FGL2/TNF/MPO/IL1B/CD38/CD40/OSM/MS4A7/FCN1/SELL/AIF1/CD36/CCR2/CD86/LYZ/FCGR3A/PSAP/S100A8/CST3/S100A9/MPEG1/CREG1/VCAN/CD33/FCGR2A/PLAC8/MNDA
51,"BNT (V3, D1)",CD8 T cell,CD8 T cell...51,CD8 T cell,4,-0.8519285042,-1.804510489,0.004876176458,0.04260238379,0.03592972127,CellMarker,792,"tags=100%, list=15%, signal=85%",CD8B/CD3E/CD8A
52,"BNT (V3, D1)",Exhausted CD8+ T cell,Exhausted CD8+ T cell...52,Exhausted CD8+ T cell,4,-0.8519285042,-1.804510489,0.004876176458,0.04260238379,0.03592972127,CellMarker,792,"tags=100%, list=15%, signal=85%",TIGIT/CD3E/CD8A
53,"BNT (V3, D1)",Dendritic cell,Dendritic cell...53,Dendritic cell,16,0.6484886035,1.734709564,0.005897434697,0.04894870798,0.04128204288,CellMarker,775,"tags=50%, list=15%, signal=43%",ISG15/IFITM3/IFI6/IRF7/LILRB4/CD83/HLA-DPA1/CD40
54,"BNT (V3, D1)",Effector CD4+ T cell,Effector CD4+ T cell...54,Effector CD4+ T cell,7,-0.7194130097,-1.902591637,0.006978466327,0.05516311477,0.04652310884,CellMarker,792,"tags=86%, list=15%, signal=73%",CD3D/GZMA/CD3E/GZMK/GNLY/KLRB1
55,"BNT (V3, D1)",Intermediate monocyte cell,Intermediate monocyte cell...55,Intermediate monocyte cell,4,0.8493478765,1.598379186,0.0132640103,0.1000829868,0.08440733827,CellMarker,483,"tags=75%, list=9%, signal=68%",GBP4/MARCO/APOBEC3A
56,"BNT (V3, D1)",Effector memory CD4+ T cell,Effector memory CD4+ T cell...56,Effector memory CD4+ T cell,3,-0.8598570354,-1.658758003,0.01457933958,0.1052247987,0.08874380613,CellMarker,749,"tags=100%, list=14%, signal=86%",GPR183/IL7R
57,"BNT (V3, D1)",Exhausted CD4+ T cell,Exhausted CD4+ T cell...57,Exhausted CD4+ T cell,3,-0.8517682468,-1.643153848,0.01675263115,0.1069591065,0.0902064754,CellMarker,792,"tags=100%, list=15%, signal=85%",TIGIT/CD3E
58,"BNT (V3, D1)",Regulatory CD4+ T cell,Regulatory CD4+ T cell...58,Regulatory CD4+ T cell,3,-0.8517682468,-1.643153848,0.01675263115,0.1069591065,0.0902064754,CellMarker,792,"tags=100%, list=15%, signal=85%",TIGIT/CD3E
59,"BNT (V3, D1)",Regulatory CD8+ T cell,Regulatory CD8+ T cell...59,Regulatory CD8+ T cell,3,-0.8517682468,-1.643153848,0.01675263115,0.1069591065,0.0902064754,CellMarker,792,"tags=100%, list=15%, signal=85%",CD3E/CD8A
60,"BNT (V3, D1)",CD16+ monocyte,CD16+ monocyte...60,CD16+ monocyte,9,0.697300813,1.626185757,0.01769435336,0.1083903395,0.09141353938,CellMarker,1323,"tags=89%, list=25%, signal=67%",HES4/TCF7L2/MS4A7/CD36/CCR2/LYZ/FCGR3A/LYN
61,"BNT (V3, D1)",Neutrophil progenitor cell,Neutrophil progenitor cell...61,Neutrophil progenitor cell,4,0.840639699,1.581991355,0.01828270788,0.1083903395,0.09141353938,CellMarker,851,"tags=100%, list=16%, signal=84%",LTF/LCN2/MPO/CAMP
62,"BNT (V3, D1)",CD8+Â intraepithelial cell,CD8+Â intraepithelial cell...62,CD8+Â intraepithelial cell,2,-0.9067143126,-1.510379951,0.02289560241,0.1310575862,0.1105304944,CellMarker,499,"tags=100%, list=9%, signal=91%",KLRC3
63,"BNT (V3, D1)",CD4+ cytotoxic T2 cell,CD4+ cytotoxic T2 cell...63,CD4+ cytotoxic T2 cell,5,-0.732404968,-1.701900542,0.02651020015,0.1466897742,0.1237142674,CellMarker,1428,"tags=100%, list=27%, signal=73%",CCL5/CD3E/NKG7/CD27
64,"BNT (V3, D1)",Effector CD8+ T cell,Effector CD8+ T cell...64,Effector CD8+ T cell,6,-0.6833295683,-1.695372421,0.02987855795,0.1599948587,0.134935423,CellMarker,792,"tags=83%, list=15%, signal=71%",CD3D/CD3E/GPR183/CD8A/GNLY
65,"BNT (V3, D1)",Effector CD8 T cell,Effector CD8 T cell...65,Effector CD8 T cell,6,-0.6784784365,-1.683336537,0.03202805865,0.1661455543,0.1401227566,CellMarker,1154,"tags=83%, list=22%, signal=65%",CCL5/GZMA/NKG7/GZMK/FGFBP2
66,"BNT (V3, D1)",T helper 2(Th2) cell,T helper 2(Th2) cell...66,T helper 2(Th2) cell,4,0.7990586988,1.503740491,0.04731331893,0.2380003316,0.2007231712,CellMarker,116,"tags=50%, list=2%, signal=49%",IFIT3/IFIT2
67,BNT-I (D1),Naive CD4+ T cell,Naive CD4+ T cell...67,Naive CD4+ T cell,5,-0.8702471483,-2.208145406,0.0002150067642,0.01681830896,0.01396608112,CellMarker,279,"tags=100%, list=13%, signal=87%",IL7R/S1PR1/TMEM204/GIMAP5
68,BNT-I (D1),Memory CD4+ T cell,Memory CD4+ T cell...68,Memory CD4+ T cell,4,-0.8698337292,-1.959068403,0.000787552978,0.01681830896,0.01396608112,CellMarker,279,"tags=100%, list=13%, signal=87%",IL7R/S1PR1/CCR6
69,BNT-I (D1),CD8+ recently activated effector memory or effector T cell (CTL),CD8+ recently activated effector memory or effector T cell (CTL)...69,CD8+ recently activated effector memory or effector T cell (CTL),3,-0.9164292498,-1.84487916,0.0008531037229,0.01681830896,0.01396608112,CellMarker,180,"tags=100%, list=9%, signal=92%",KLRG1/EOMES
70,BNT-I (D1),T helper 1(Th1) cell,T helper 1(Th1) cell...70,T helper 1(Th1) cell,3,-0.9135802469,-1.839143784,0.0009343504978,0.01681830896,0.01396608112,CellMarker,186,"tags=100%, list=9%, signal=91%",CCR6/CCR5
71,BNT-I (D1),T follicular helper(Tfh) cell,T follicular helper(Tfh) cell...71,T follicular helper(Tfh) cell,3,-0.9135802469,-1.839143784,0.0009343504978,0.01681830896,0.01396608112,CellMarker,186,"tags=100%, list=9%, signal=91%",CCR6/TIGIT
72,BNT-I (D1),CD8+ T cell,CD8+ T cell...72,CD8+ T cell,4,-0.816152019,-1.838164673,0.003843119646,0.05764679469,0.0478704377,CellMarker,392,"tags=100%, list=19%, signal=82%",CD3D/IKZF3/CD3G
73,BNT-I (D1),Naive CD8+ T cell,Naive CD8+ T cell...73,Naive CD8+ T cell,9,-0.6142514781,-2.025349327,0.004718118907,0.0606615288,0.05037390111,CellMarker,395,"tags=78%, list=19%, signal=63%",ZNF101/PASK/CD3D/IL7R/S1PR1/TMEM204/GCSAM
74,BNT-I (D1),Natural killer cell,Natural killer cell...74,Natural killer cell,11,-0.5138908893,-1.885050502,0.008169596113,0.09190795627,0.07632122685,CellMarker,279,"tags=64%, list=13%, signal=56%",CD3D/IL7R/CD2/KLRC1/XCL2/CD3G/CXCR6
75,BNT-I (D1),CD1C+_B dendritic cell,CD1C+_B dendritic cell...75,CD1C+_B dendritic cell,9,0.6547592894,1.68562344,0.01359168836,0.1019376627,0.0846499889,CellMarker,666,"tags=89%, list=32%, signal=61%",NR4A2/HBEGF/EREG/TREM1/LOC284454/PLBD1/VCAN/CD14
76,BNT-I (D1),Neutrophil,Neutrophil...76,Neutrophil,6,0.7225709695,1.652479513,0.01205119078,0.1019376627,0.0846499889,CellMarker,399,"tags=83%, list=19%, signal=68%",CD34/LTF/MMP8/MMP9/CAMP
77,BNT-I (D1),CD4+ recently activated effector memory or effector T cell (CTL),CD4+ recently activated effector memory or effector T cell (CTL)...77,CD4+ recently activated effector memory or effector T cell (CTL),2,-0.9159943047,-1.570169332,0.01324271621,0.1019376627,0.0846499889,CellMarker,180,"tags=100%, list=9%, signal=92%",KLRG1
78,BNT-I (D1),Pan-B cell,Pan-B cell...78,Pan-B cell,2,-0.913146654,-1.565287977,0.01358892615,0.1019376627,0.0846499889,CellMarker,186,"tags=100%, list=9%, signal=91%",CCR6
79,BNT-I (D1),CD1C+_A dendritic cell,CD1C+_A dendritic cell...79,CD1C+_A dendritic cell,8,0.6697463609,1.662503227,0.0185237599,0.1190813136,0.09888623706,CellMarker,67,"tags=38%, list=3%, signal=36%",AREG/PER1/NR4A2
80,BNT-I (D1),Dendritic cell,Dendritic cell...80,Dendritic cell,4,0.7808339169,1.558591257,0.01788277364,0.1190813136,0.09888623706,CellMarker,318,"tags=75%, list=15%, signal=64%",CD34/FLT3/CD83
81,BNT-I (D1),Exhausted CD4+ T cell,Exhausted CD4+ T cell...81,Exhausted CD4+ T cell,2,-0.8690080683,-1.489626968,0.03392254207,0.1606857256,0.13343493,CellMarker,279,"tags=100%, list=13%, signal=87%",TIGIT
82,BNT-I (D1),Exhausted CD8+ T cell,Exhausted CD8+ T cell...82,Exhausted CD8+ T cell,2,-0.8690080683,-1.489626968,0.03392254207,0.1606857256,0.13343493,CellMarker,279,"tags=100%, list=13%, signal=87%",TIGIT
83,BNT-I (D1),Memory CD8+ T cell,Memory CD8+ T cell...83,Memory CD8+ T cell,2,-0.8690080683,-1.489626968,0.03392254207,0.1606857256,0.13343493,CellMarker,279,"tags=100%, list=13%, signal=87%",KLRG1
84,BNT-I (D1),Natural killer T(NKT) cell,Natural killer T(NKT) cell...84,Natural killer T(NKT) cell,2,-0.8690080683,-1.489626968,0.03392254207,0.1606857256,0.13343493,CellMarker,279,"tags=100%, list=13%, signal=87%",CD2
85,BNT-I (D1),Regulatory CD4+ T cell,Regulatory CD4+ T cell...85,Regulatory CD4+ T cell,2,-0.8690080683,-1.489626968,0.03392254207,0.1606857256,0.13343493,CellMarker,279,"tags=100%, list=13%, signal=87%",TIGIT
86,"BNT-I (D10, mild)",INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...86,INNATE IMMUNE SYSTEM,168,0.3060260926,2.133850291,3.11E-07,3.73E-06,2.29E-06,ImmuneGO,1277,"tags=51%, list=23%, signal=40%",IFI27/DEFA4/ELANE/IFI6/CD177/IFIT1/BATF2/FCGR1A/ANXA3/LCN2/CTSG/TARM1/MX1/AZU1/OAS2/BPI/GBP6/DDX60/APOBEC3A/IFITM3/PPARG/RNASE3/IL18RAP/GBP1/NFKBIA/IL15/VNN1/IFITM1/CXCL3/CRISP3/PARP9/RNASE2/TRIM22/CAMP/RNF135/IL1RN/MAP2K6/HMGB2/MERTK/S100A12/IFI35/EIF2AK2/CASP1/MILR1/STAT2/FCER1G/HLA-C/LILRA5/GBP2/TRIM21/C1R/RELB/PIK3AP1/LGALS3/IFI30/IFITM2/MX2/ALOX5/GCH1/SP100/JMJD6/IFNGR2/LGALS9/ANKHD1/PML/TBKBP1/TAP1/CEBPB/TFEB/CASP4/PSME1/CFB/PSMB8/CR1/HCK/CD58/SLC15A4/PRKCD/IL10RB/VIM/JAK3/ITGAM/SPI1/NCF2/F12
87,"BNT-I (D10, mild)",ANTIVIRAL AND INTERFERON,ANTIVIRAL AND INTERFERON...87,ANTIVIRAL AND INTERFERON,35,0.435565873,2.095684215,0.0008774912124,0.005264947274,0.003232862361,ImmuneGO,1219,"tags=63%, list=22%, signal=49%",IFI27/IFIT1/MX1/OAS2/GBP6/IFITM3/GBP1/IFITM1/RNF135/EIF2AK2/CASP1/STAT2/GBP2/IFITM2/SP100/IFNGR2/LGALS9/TBKBP1/HCK/CD58/IL10RB/VIM
88,"BNT-I (D10, mild)",ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...88,ADAPTIVE IMMUNE SYSTEM,159,-0.3457965472,-1.652101175,0.003968045928,0.01587218371,0.009746077718,ImmuneGO,1159,"tags=36%, list=21%, signal=29%",CCL5/CD27/DPP4/TPD52/CX3CR1/SPN/MCOLN2/DTX1/TXK/TOX/BCL2/IL2RB/BANK1/CACNB4/NLRC3/GATA3/CD19/PLCG1/PRF1/SKAP1/CD247/LAX1/CCL4/RASGRP1/CRTAM/CR2/ITK/S1PR1/CD79B/ZAP70/CD28/CD40LG/RORA/RORC/TESPA1/CD22/GZMM/CD3G/MS4A1/CD6/KLRC2/THEMIS/TCF7/CD8B/EOMES/CD79A/ZNF683/KLRK1/CD1E/PAX5/IL7R/GPR15/CCR7/FCER1A/CXCR5/GLI3/CCL3L1
89,"BNT-I (D10, mild)",T CELLS,T CELLS...89,T CELLS,92,-0.3927279182,-1.735928777,0.008825719769,0.02118172745,0.01300632387,ImmuneGO,960,"tags=36%, list=17%, signal=30%",DTX1/TXK/TOX/BCL2/NLRC3/GATA3/PLCG1/PRF1/SKAP1/CD247/RASGRP1/CRTAM/CR2/ITK/S1PR1/ZAP70/CD28/CD40LG/TESPA1/GZMM/CD3G/CD6/THEMIS/TCF7/CD8B/EOMES/ZNF683/KLRK1/IL7R/GPR15/CCR7/FCER1A/GLI3
90,"BNT-I (D10, mild)",CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...90,CELLULAR ADAPTIVE IMMUNE SYSTEM,103,-0.3709241312,-1.686449718,0.008618404204,0.02118172745,0.01300632387,ImmuneGO,960,"tags=34%, list=17%, signal=29%",DTX1/TXK/TOX/BCL2/CACNB4/NLRC3/GATA3/PLCG1/PRF1/SKAP1/CD247/RASGRP1/CRTAM/CR2/ITK/S1PR1/ZAP70/CD28/CD40LG/RORA/RORC/TESPA1/GZMM/CD3G/THEMIS/TCF7/CD8B/EOMES/ZNF683/KLRK1/IL7R/GPR15/CCR7/FCER1A/GLI3
91,"BNT-I (D10, mild)",B CELLS,B CELLS...91,B CELLS,58,-0.3277516967,-1.356862486,0.1127272727,0.2254545455,0.1384370016,ImmuneGO,1139,"tags=34%, list=20%, signal=28%",CD27/TPD52/BCL2/IL2RB/BANK1/GATA3/CD19/LAX1/RASGRP1/CR2/ITK/CD79B/ZAP70/CD40LG/CD22/MS4A1/CD79A/PAX5/IL7R/CXCR5
92,"BNT-I (D10, mild)",ARPP,ARPP...92,ARPP,28,0.2868554208,1.280151946,0.1450381679,0.2486368593,0.1526717557,ImmuneGO,1468,"tags=61%, list=26%, signal=45%",FCGR1A/NFKBIA/RNF135/MAP2K6/CASP1/FCER1G/HLA-C/RELB/PIK3AP1/IFI30/TAP1/PSME1/PSMB8/HLA-E/CTSH/B2M/BCL10
93,"BNT-I (D10, mild)",Neutrophil,Neutrophil...93,Neutrophil,24,0.7479072612,3.272821219,1.00E-10,8.60E-09,6.00E-09,CellMarker,362,"tags=67%, list=7%, signal=63%",RSAD2/DEFA4/MMP8/ELANE/IFI6/LTF/CD177/CEACAM8/LCN2/CTSG/MPO/AZU1/S100A8/IFITM1/S100A9/CAMP
94,"BNT-I (D10, mild)",CD1C-CD141- dendritic cell,CD1C-CD141- dendritic cell...94,CD1C-CD141- dendritic cell,141,0.4506885125,2.897947344,1.00E-10,8.60E-09,6.00E-09,CellMarker,1771,"tags=79%, list=32%, signal=56%",LY6E/OAS1/IFI6/ISG15/IFIT3/C3AR1/MT2A/DDX60/PSTPIP2/APOBEC3A/IFITM3/GBP1/IFITM1/CNIH4/UPP1/VAMP5/IRAK3/LILRA6/ARL4A/S100A4/MAFB/DDX58/FAM26F/S100A11/RALB/CASP1/TBC1D8/RAB24/BCL2A1/DDX60L/APOL6/TYMP/CDC42EP3/WARS/MS4A4A/LILRA5/MARCKS/GBP2/TLR2/AGTRAP/PIK3AP1/RNF144B/LGALS3/IFI30/IFITM2/HSPA7/DOK3/STX11/ALOX5/VASP/FGD4/DNASE2/ABHD3/IFNGR2/PYGL/FAM45B/SERPINA1/FTH1/ZCCHC6/MCTP1/CASP4/TSC22D3/CSGALNACT2/ALDH3B1/SAT1/LRRC25/DMXL2/HK3/HCK/MXD3/FTL/RASGRP4/NDUFB3/LST1/NPL/NAMPT/ITM2B/WSB1/FAM46A/PELI1/NCF2/BLVRA/PTGER2/ACOT9/CORO2A/HLA-E/PILRA/CCPG1/MPP1/SCPEP1/ARRB2/MBD2/BID/TCF7L2/ATP1B3/CLEC7A/DENND3/LYN/RNF149/LCP2/HMOX1/DENND5A/FGR/CMTM7/HSBP1/ASAH1/LTA4H/WDFY1/TMEM11/FYB/BACH1/ZFAND5
95,"BNT-I (D10, mild)",Classical monocyte,Classical monocyte...95,Classical monocyte,17,0.7984066904,3.112219023,2.06E-09,1.18E-07,8.23E-08,CellMarker,843,"tags=88%, list=15%, signal=75%",IFI44L/EPSTI1/IFI6/ISG15/IFIT3/MX1/IFITM3/S100A8/XAF1/S100A9/CDKN1A/S100A12/PLBD1/BASP1/ALOX5AP
96,"BNT-I (D10, mild)",Natural killer cell,Natural killer cell...96,Natural killer cell,41,-0.6721236362,-2.627844889,2.30E-07,9.87E-06,6.89E-06,CellMarker,1319,"tags=85%, list=24%, signal=66%",NCAM1/SPON2/KLRF1/GZMB/GZMK/GZMA/CD3D/CCL5/NCR3/CD27/CX3CR1/NKG7/IL2RB/CD19/KLRD1/CD247/CD3E/CCL4/CD79B/KLRB1/CD2/GNLY/CXCR6/CD96/CD3G/PRSS23/TBX21/CD8A/FGFBP2/KLRC2/KIR2DL1/ZNF683/KLRK1/IL7R/XCL2
97,"BNT-I (D10, mild)",CD1C+_B dendritic cell,CD1C+_B dendritic cell...97,CD1C+_B dendritic cell,19,0.6558325169,2.690921401,2.39E-06,8.21E-05,5.73E-05,CellMarker,1222,"tags=95%, list=22%, signal=74%",EREG/S100A8/RNASE2/S100A9/CD163/IL1RN/S100A12/PLBD1/NOD2/ANXA1/BST1/NAIP/CSTA/MGST1/CREB5/NLRP3/IL13RA1/LAT2
98,"BNT-I (D10, mild)",Naive CD8+ T cell,Naive CD8+ T cell...98,Naive CD8+ T cell,78,-0.5415195426,-2.378168921,5.02E-06,0.0001232808264,8.60E-05,CellMarker,1174,"tags=53%, list=21%, signal=42%",CD3D/CD27/LDLRAP1/EPHX2/PRKCQ-AS1/TXK/ABLIM1/PLEKHB1/STMN3/THEM4/RCAN3/CD3E/TSHZ2/OXNAD1/S1PR1/CA6/CD28/SNED1/PASK/LMO7/TRABD2A/NT5E/LEF1/CD8A/TMEM204/CD248/LINC01550/FAM102A/BACH2/TCF7/CD8B/APBA2/CAMK4/SNURF/GCSAM/IL7R/LEF1-AS1/CCR7/NELL2/LRRN3/NOG
99,"BNT-I (D10, mild)",Neutrophil progenitor cell,Neutrophil progenitor cell...99,Neutrophil progenitor cell,5,0.9357335734,2.24271352,4.38E-06,0.0001232808264,8.60E-05,CellMarker,362,"tags=100%, list=7%, signal=94%",LTF/LCN2/MPO/AZU1/CAMP
100,"BNT-I (D10, mild)",CD8+ recently activated effector memory or effector T cell (CTL),CD8+ recently activated effector memory or effector T cell (CTL)...100,CD8+ recently activated effector memory or effector T cell (CTL),13,-0.7713678834,-2.238287459,0.0001574272221,0.003384685276,0.002361408332,CellMarker,1106,"tags=92%, list=20%, signal=74%",CX3CR1/PRF1/CD3E/S1PR1/TBX21/CD8A/FGFBP2/S1PR5/GZMH/CD8B/EOMES/KLRG1
101,"BNT-I (D10, mild)",Macrophage,Macrophage...101,Macrophage,12,0.6849039525,2.332025323,0.0002042166873,0.003902807802,0.002722889164,CellMarker,788,"tags=75%, list=14%, signal=65%",VSIG4/IFI6/CD274/GBP1/CD163/S100A12/IL18/TREM2/LGALS3
102,"BNT-I (D10, mild)",B cell,B cell...102,B cell,33,-0.6167773446,-2.301962467,0.0002815036518,0.00484186281,0.003378043821,CellMarker,913,"tags=67%, list=16%, signal=56%",BANK1/CD19/CD72/CR2/CD79B/ZAP70/CD28/CD5/CD22/FCRL1/MS4A1/FCER2/TNFRSF13C/BACH2/SPIB/CD79A/PAX5/FCRLA/CCR7/TCL1A/VPREB3/LILRA4
103,"BNT-I (D10, mild)",Naive CD4+ T cell,Naive CD4+ T cell...103,Naive CD4+ T cell,31,-0.5908577617,-2.171996324,0.0005489039561,0.008582861859,0.005988043158,CellMarker,1174,"tags=61%, list=21%, signal=49%",CD3D/CD27/LDLRAP1/FHIT/TXK/ABLIM1/CD3E/TSHZ2/S1PR1/CD28/TESPA1/TRABD2A/LEF1/TMEM204/TCF7/IL7R/CCR7/NELL2/LRRN3
104,"BNT-I (D10, mild)",Memory CD8+ T cell,Memory CD8+ T cell...104,Memory CD8+ T cell,10,-0.7785585586,-2.100006499,0.0007391437733,0.01059439408,0.007391437733,CellMarker,1240,"tags=100%, list=22%, signal=78%",GZMK/CD3D/CCL5/CD3E/GNLY/CD8A/FGFBP2/GZMH/KLRG1
105,"BNT-I (D10, mild)",Effector CD8+ memory T (Tem) cell,Effector CD8+ memory T (Tem) cell...105,Effector CD8+ memory T (Tem) cell,33,-0.57891891,-2.160665617,0.001196082748,0.01582509481,0.01104076382,CellMarker,1308,"tags=64%, list=24%, signal=49%",SPON2/KLRF1/GZMB/CEP78/CX3CR1/ZNF600/LLGL2/KLRD1/SAMD3/ARL4C/GNLY/TTC16/ADGRG1/C1orf21/PRSS23/TBX21/FGFBP2/FCRL6/TGFBR3/S1PR5/GZMH
106,"BNT-I (D10, mild)",CD4+ recently activated effector memory or effector T cell (CTL),CD4+ recently activated effector memory or effector T cell (CTL)...106,CD4+ recently activated effector memory or effector T cell (CTL),12,-0.7654633909,-2.176439306,0.001300958119,0.01598319975,0.01115106959,CellMarker,1106,"tags=92%, list=20%, signal=74%",CX3CR1/NKG7/CTSW/PRF1/CD3E/S1PR1/GNLY/TBX21/S1PR5/GZMH/KLRG1
107,"BNT-I (D10, mild)",CD8+ T cell,CD8+ T cell...107,CD8+ T cell,30,-0.587349264,-2.130462276,0.002051397018,0.02352268581,0.01641117614,CellMarker,1240,"tags=70%, list=22%, signal=55%",AQP3/GZMK/GZMA/CD3D/CD27/ICOS/NKG7/PRF1/CD3E/CCL4/IKZF3/CD28/ANK3/CD3G/CD8A/FGFBP2/THEMIS/TCF7/CD8B/PDCD1/CCR7
108,"BNT-I (D10, mild)",Granulocyte-monocyte progenitor,Granulocyte-monocyte progenitor...108,Granulocyte-monocyte progenitor,43,0.3774369326,1.939542582,0.002485040521,0.0267141856,0.01863780391,CellMarker,1047,"tags=58%, list=19%, signal=48%",METTL7B/ELANE/CTSG/MPO/CST7/RNASE3/RNASE2/RMI2/SDC4/UBE2J1/KIAA0101/TNFSF13B/AP3S1/CDKN3/SERPINB1/SELL/MUC1/M1AP/SHCBP1/ANXA1/PYGL/CSTA/MGST1/IGFBP7/CLSPN
109,"BNT-I (D10, mild)",Cytotoxic CD8+ T cell,Cytotoxic CD8+ T cell...109,Cytotoxic CD8+ T cell,8,-0.7833213256,-1.982752717,0.002934353082,0.02803937389,0.01956235388,CellMarker,1212,"tags=100%, list=22%, signal=78%",GZMA/CCL5/NKG7/GNLY/FGFBP2/GZMH/KLRG1
110,"BNT-I (D10, mild)",Effector CD8 T cell,Effector CD8 T cell...110,Effector CD8 T cell,8,-0.7833213256,-1.982752717,0.002934353082,0.02803937389,0.01956235388,CellMarker,1212,"tags=100%, list=22%, signal=78%",GZMK/GZMA/CCL5/CX3CR1/NKG7/FGFBP2/GZMH
111,"BNT-I (D10, mild)",Natural killer T (NKT) cell,Natural killer T (NKT) cell...111,Natural killer T (NKT) cell,3,-0.9314378262,-1.732578502,0.003148843333,0.02850531859,0.01988743158,CellMarker,385,"tags=100%, list=7%, signal=93%",CD8B/ZNF683
112,"BNT-I (D10, mild)",Natural killer T(NKT) cell,Natural killer T(NKT) cell...112,Natural killer T(NKT) cell,9,-0.764186633,-2.007226741,0.0035632472,0.03064392592,0.0213794832,CellMarker,1319,"tags=100%, list=24%, signal=76%",CD3D/NCR3/NKG7/KLRD1/CD3E/KLRB1/CD2/CD8A
113,"BNT-I (D10, mild)",Activated CD8+ T cell,Activated CD8+ T cell...113,Activated CD8+ T cell,7,-0.7831802629,-1.896159635,0.004738409343,0.0388098289,0.02707662482,CellMarker,1212,"tags=100%, list=22%, signal=78%",CD3D/CCL5/NKG7/CD3E/CD8A/GZMH
114,"BNT-I (D10, mild)",CD8+ mucosal-associated invariant T cell(CD8+ MAIT),CD8+ mucosal-associated invariant T cell(CD8+ MAIT)...114,CD8+ mucosal-associated invariant T cell(CD8+ MAIT),9,-0.7443351811,-1.95508455,0.005246641867,0.04033010052,0.02813727943,CellMarker,1142,"tags=89%, list=21%, signal=71%",NCR3/SLC4A10/CD3E/KLRB1/RORA/RORC/CD8A/CD8B
115,"BNT-I (D10, mild)",CD14+ monocyte,CD14+ monocyte...115,CD14+ monocyte,6,0.7466488193,1.948928265,0.005627455886,0.04033010052,0.02813727943,CellMarker,859,"tags=83%, list=15%, signal=71%",THBS1/S100A9/IL1R2/ALOX5AP/F5
116,"BNT-I (D10, mild)",Plasmacytoid dendritic cell,Plasmacytoid dendritic cell...116,Plasmacytoid dendritic cell,136,-0.3426421422,-1.630962321,0.005598833858,0.04033010052,0.02813727943,CellMarker,1462,"tags=40%, list=26%, signal=30%",ADA/SPATA5/MDN1/ABHD15/SERPINF1/STRBP/ALDH5A1/MINA/FZD3/AHI1/SPON2/KANK1/CXCR3/BLNK/HNRNPA1L2/GZMB/SCAMP5/PLXNA4/SIT1/PHLPP2/TSPAN13/TP53I13/CCDC50/MCOLN2/ANKRD36/ANKRD36B/ZNF527/TMIGD2/SLC38A1/FMNL3/SMPD3/GPM6B/IGFBP3/CARD11/SIDT1/COBLL1/PTPRCAP/TBC1D4/TNFRSF21/FAM129C/PTPRS/PACSIN1/LY9/SPIB/TCL6/CUX2/TTC24/AHNAK2/SLC12A3/TCL1A/LILRA4/PLD4/LRRC36/KRT5
117,"BNT-I (D10, mild)",Activated CD4+ T cell,Activated CD4+ T cell...117,Activated CD4+ T cell,11,-0.6742474566,-1.872994327,0.006394329949,0.04399299005,0.03069278376,CellMarker,1285,"tags=82%, list=23%, signal=63%",CXCR3/CD3D/ICOS/CD19/CD3E/CCR6/TCF7/IL7R/CCR7
118,"BNT-I (D10, mild)",M2 macrophage,M2 macrophage...118,M2 macrophage,3,0.8815907864,1.659634114,0.006722420381,0.04447139637,0.03102655561,CellMarker,661,"tags=100%, list=12%, signal=88%",ARG1/CD163/MS4A4A
119,"BNT-I (D10, mild)",Effector CD4+ T cell,Effector CD4+ T cell...119,Effector CD4+ T cell,9,-0.7223943649,-1.897454397,0.008740610758,0.05369232322,0.03745976039,CellMarker,1212,"tags=89%, list=22%, signal=70%",GZMB/GZMK/GZMA/CD3D/PRF1/CD3E/KLRB1/GNLY
120,"BNT-I (D10, mild)",CD4+ cytotoxic T1 cell,CD4+ cytotoxic T1 cell...120,CD4+ cytotoxic T1 cell,8,-0.7155431216,-1.811191681,0.008646050546,0.05369232322,0.03745976039,CellMarker,1212,"tags=88%, list=22%, signal=69%",GZMB/CD27/NKG7/PRF1/CD3E/CCL4/CD28
