"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"271","CASP4","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"272","CASP4","Infection",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"273","CASP4","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"274","CASP6","Infection",3,"Activation, Innate immune response","ACTIVATION OF INNATE IMMUNE RESPONSE","Infection only"
"275","CASP6","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"276","CAV1","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"277","CAV1","Infection",3,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"278","CAV1","Infection",3,"Costimulation, T cell","T CELL COSTIMULATION","Infection only"
"279","CAV1","Infection",3,"T cells","T CELLS","Infection only"
"280","CCL2","Infection",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"281","CCL2","Infection",2,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"282","CCL2","Infection",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"283","CCL2","Infection",2,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"284","CCL2","Infection",2,"Eosinophil","EOSINOPHIL","Infection only"
"285","CCL2","Infection",2,"Chemotaxis, Eosinophil","EOSINOPHIL CHEMOTAXIS","Infection only"
"286","CCL2","Infection",2,"Extravasation, Th cell","HELPER T CELL EXTRAVASATION","Infection only"
"287","CCL2","Infection",2,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Infection only"
"288","CCL2","Infection",2,"Immune response","IMMUNE RESPONSE","Infection only"
"289","CCL2","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"290","CCL2","Infection",2,"Chemotaxis, Lymphocyte","LYMPHOCYTE CHEMOTAXIS","Infection only"
"291","CCL2","Infection",2,"Chemotaxis, Macrophage","MACROPHAGE CHEMOTAXIS","Infection only"
"292","CCL2","Infection",2,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Infection only"
"293","CCL2","Infection",2,"Monocytes","MONOCYTES","Infection only"
"294","CCL2","Infection",2,"Neutrophil","NEUTROPHIL","Infection only"
"295","CCL2","Infection",2,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Infection only"
"296","CCL2","Infection",2,"T cells","T CELLS","Infection only"
"297","CCL20","Infection",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"298","CCL20","Infection",4,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Infection only"
"299","CCL20","Infection",4,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"300","CCL20","Infection",4,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"301","CCL20","Infection",4,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"302","CCL20","Infection",4,"Immune response","IMMUNE RESPONSE","Infection only"
"303","CCL20","Infection",4,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"304","CCL20","Infection",4,"Chemotaxis, Lymphocyte","LYMPHOCYTE CHEMOTAXIS","Infection only"
"305","CCL20","Infection",4,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Infection only"
"306","CCL20","Infection",4,"Monocytes","MONOCYTES","Infection only"
"307","CCL20","Infection",4,"Neutrophil","NEUTROPHIL","Infection only"
"308","CCL20","Infection",4,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Infection only"
"309","CCL20","Infection",4,"Migration, T cell","T CELL MIGRATION","Infection only"
"310","CCL20","Infection",4,"T cells","T CELLS","Infection only"
"311","CCL20","Infection",4,"Migration, Thymocyte","THYMOCYTE MIGRATION","Infection only"
"312","CCL24","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"313","CCL24","Infection",1,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"314","CCL24","Infection",1,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"315","CCL24","Infection",1,"Eosinophil","EOSINOPHIL","Infection only"
"316","CCL24","Infection",1,"Chemotaxis, Eosinophil","EOSINOPHIL CHEMOTAXIS","Infection only"
"317","CCL24","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"318","CCL24","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"319","CCL24","Infection",1,"Chemotaxis, Lymphocyte","LYMPHOCYTE CHEMOTAXIS","Infection only"
"320","CCL24","Infection",1,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Infection only"
"321","CCL24","Infection",1,"Monocytes","MONOCYTES","Infection only"
"322","CCL24","Infection",1,"Neutrophil","NEUTROPHIL","Infection only"
"323","CCL24","Infection",1,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Infection only"
"324","CCL3L1","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"325","CCL3L1","Infection",1,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"326","CCL3L1","Infection",1,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"327","CCL3L1","Infection",1,"Eosinophil","EOSINOPHIL","Infection only"
"328","CCL3L1","Infection",1,"Chemotaxis, Eosinophil","EOSINOPHIL CHEMOTAXIS","Infection only"
"329","CCL3L1","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"330","CCL3L1","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"331","CCL3L1","Infection",1,"Chemotaxis, Lymphocyte","LYMPHOCYTE CHEMOTAXIS","Infection only"
"332","CCL3L1","Infection",1,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Infection only"
"333","CCL3L1","Infection",1,"Monocytes","MONOCYTES","Infection only"
"334","CCL3L1","Infection",1,"Neutrophil","NEUTROPHIL","Infection only"
"335","CCL3L1","Infection",1,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Infection only"
"336","CCL4","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"337","CCL4","Infection",1,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"338","CCL4","Infection",1,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"339","CCL4","Infection",1,"Eosinophil","EOSINOPHIL","Infection only"
"340","CCL4","Infection",1,"Chemotaxis, Eosinophil","EOSINOPHIL CHEMOTAXIS","Infection only"
"341","CCL4","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"342","CCL4","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"343","CCL4","Infection",1,"Chemotaxis, Lymphocyte","LYMPHOCYTE CHEMOTAXIS","Infection only"
"344","CCL4","Infection",1,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Infection only"
"345","CCL4","Infection",1,"Monocytes","MONOCYTES","Infection only"
"346","CCL4","Infection",1,"Neutrophil","NEUTROPHIL","Infection only"
"347","CCL4","Infection",1,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Infection only"
"348","CCL5","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"349","CCL5","Infection",3,"Antiviral and inteferon","ANTIVIRAL AND INTERFERON","Infection only"
"350","CCL5","Infection",3,"Cellular response to Interferon II","CELLULAR RESPONSE TO TYPE II INTERFERON","Infection only"
"351","CCL5","Infection",3,"Chemotaxis, Dendritic cell","DENDRITIC CELL CHEMOTAXIS","Infection only"
"352","CCL5","Infection",3,"Dendritic cells","DENDRITIC CELLS","Infection only"
"353","CCL5","Infection",3,"Eosinophil","EOSINOPHIL","Infection only"
"354","CCL5","Infection",3,"Chemotaxis, Eosinophil","EOSINOPHIL CHEMOTAXIS","Infection only"
"355","CCL5","Infection",3,"Immune response","IMMUNE RESPONSE","Infection only"
"356","CCL5","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"357","CCL5","Infection",3,"Chemotaxis, Lymphocyte","LYMPHOCYTE CHEMOTAXIS","Infection only"
"358","CCL5","Infection",3,"Chemotaxis, Macrophage","MACROPHAGE CHEMOTAXIS","Infection only"
"359","CCL5","Infection",3,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Infection only"
"360","CCL5","Infection",3,"Monocytes","MONOCYTES","Infection only"
"361","CCL5","Infection",3,"Neutrophil","NEUTROPHIL","Infection only"
"362","CCL5","Infection",3,"Activation, Neutrophil","NEUTROPHIL ACTIVATION","Infection only"
"363","CCL5","Infection",3,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Infection only"
"364","CCNB2","Infection",9,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"365","CCNB2","Infection",9,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"366","CCNB2","Infection",9,"Homeostasis, T cell","T CELL HOMEOSTASIS","Infection only"
"367","CCNB2","Infection",9,"T cells","T CELLS","Infection only"
"368","CCNB2","Infection",9,"Development, Thymocyte","THYMUS DEVELOPMENT","Infection only"
"369","CCND3","Infection",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"370","CCND3","Infection",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"371","CCND3","Infection",7,"Proliferation, T cell","T CELL PROLIFERATION","Infection only"
"372","CCND3","Infection",7,"T cells","T CELLS","Infection only"
"373","CCR1","Infection",1,"Chemotaxis, Dendritic cell","DENDRITIC CELL CHEMOTAXIS","Infection only"
"374","CCR1","Infection",1,"Dendritic cells","DENDRITIC CELLS","Infection only"
"375","CCR1","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"376","CCR1","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"377","CCR2","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"378","CCR2","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"379","CCR2","Infection",1,"Chemotaxis, Dendritic cell","DENDRITIC CELL CHEMOTAXIS","Infection only"
"380","CCR2","Infection",1,"Dendritic cells","DENDRITIC CELLS","Infection only"
"381","CCR2","Infection",1,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Infection only"
"382","CCR2","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"383","CCR2","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"384","CCR2","Infection",1,"Migration, Macrophage","MACROPHAGE MIGRATION","Infection only"
"385","CCR2","Infection",1,"Chemotaxis, Monocyte","MONOCYTE CHEMOTAXIS","Infection only"
"386","CCR2","Infection",1,"Extravasation, Monocyte","MONOCYTE EXTRAVASATION","Infection only"
"387","CCR2","Infection",1,"Monocytes","MONOCYTES","Infection only"
"388","CCR2","Infection",1,"Neutrophil","NEUTROPHIL","Infection only"
"389","CCR2","Infection",1,"Clearance, Neutrophil","NEUTROPHIL CLEARANCE","Infection only"
"390","CCR2","Infection",1,"Chemotaxis, Th17 cell","T-HELPER 17 CELL CHEMOTAXIS","Infection only"
"391","CCR7","Infection",10,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"392","CCR7","Infection",10,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"393","CCR7","Infection",10,"Chemotaxis, Dendritic cell","DENDRITIC CELL CHEMOTAXIS","Infection only"
"394","CCR7","Infection",10,"Dendritic cells","DENDRITIC CELLS","Infection only"
"395","CCR7","Infection",10,"Establishment of T cell polarity","ESTABLISHMENT OF T CELL POLARITY","Infection only"
"396","CCR7","Infection",10,"Immune response","IMMUNE RESPONSE","Infection only"
"397","CCR7","Infection",10,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"398","CCR7","Infection",10,"Migration, Lymphonode, Lymphocyte","LYMPHOCYTE MIGRATION INTO LYMPH NODE","Infection only"
"399","CCR7","Infection",10,"Chemotaxis, Dendritic cell, Myeloid","MYELOID DENDRITIC CELL CHEMOTAXIS","Infection only"
"400","CCR7","Infection",10,"Selection-, T cell, Thymic","NEGATIVE THYMIC T CELL SELECTION","Infection only"
"401","CCR7","Infection",10,"Regulation+, glyProtein, Immunological synapse","POSITIVE REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS INVOLVED IN IMMUNOLOGICAL SYNAPSE FORMATION","Infection only"
"402","CCR7","Infection",10,"T cells","T CELLS","Infection only"
"403","CD14","Infection",2,"Antigen recognition processing and presentation","ARPP","Infection only"
"404","CD14","Infection",2,"PRR, Cell surface, Pathway","CELL SURFACE PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY","Infection only"
"405","CD14","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"406","CD14","Infection",2,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"407","CD14","Infection",2,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"408","CD14","Infection",2,"PRR, TLR4, Pathway","TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","Infection only"
"409","CD160","Infection",3,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"410","CD160","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"411","CD160","Infection",3,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"412","CD160","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"413","CD160","Infection",3,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"414","CD160","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"415","CD160","Infection",3,"Immune response, Mucosa","MUCOSAL IMMUNE RESPONSE","Infection only"
"416","CD160","Infection",3,"Costimulation, T cell","T CELL COSTIMULATION","Infection only"
"417","CD160","Infection",3,"T cells","T CELLS","Infection only"
"418","CD177","Infection",9,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"419","CD177","Infection",9,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"420","CD177","Infection",9,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"421","CD177","Infection",9,"Neutrophil","NEUTROPHIL","Infection only"
"422","CD177","Infection",9,"Extravasation, Neutrophil","NEUTROPHIL EXTRAVASATION","Infection only"
"423","CD177","Infection",9,"Migration, Neutrophil","NEUTROPHIL MIGRATION","Infection only"
"424","CD19","Infection",3,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"425","CD19","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"426","CD19","Infection",3,"Signaling, Antigen receptor, Pathway","ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY","Infection only"
"427","CD19","Infection",3,"Immunity, B cell","B CELL MEDIATED IMMUNITY","Infection only"
"428","CD19","Infection",3,"Proliferation, Immune response, B cell","B CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"429","CD19","Infection",3,"Signaling, BCR, B cell","B CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"430","CD19","Infection",3,"B cells","B CELLS","Infection only"
"431","CD19","Infection",3,"Differentiation, B-1 B cell","B-1 B CELL DIFFERENTIATION","Infection only"
"432","CD19","Infection",3,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"433","CD19","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"434","CD19","Infection",3,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Infection only"
"435","CD19","Infection",3,"Ig, Immune response","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Infection only"
"436","CD1C","Infection",7,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"437","CD1C","Infection",7,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"438","CD1C","Infection",7,"APP, MHC IB, Endogenous lipid antigen","ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","Infection only"
"439","CD1C","Infection",7,"APP, MHC IB, Exogenous lipid antigen","ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","Infection only"
"440","CD1C","Infection",7,"Antigen recognition processing and presentation","ARPP","Infection only"
"441","CD1C","Infection",7,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"442","CD1C","Infection",7,"Immune response","IMMUNE RESPONSE","Infection only"
"443","CD1C","Infection",7,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"444","CD1C","Infection",7,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"445","CD1C","Infection",7,"Activation, Immune response, T cell","T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","Infection only"
"446","CD1C","Infection",7,"T cells","T CELLS","Infection only"
"447","CD1E","Infection",3,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"448","CD1E","Infection",3,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"449","CD1E","Infection",3,"APP, MHC IB, Endogenous lipid antigen","ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","Infection only"
"450","CD1E","Infection",3,"APP, MHC IB, Exogenous lipid antigen","ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","Infection only"
"451","CD1E","Infection",3,"Antigen recognition processing and presentation","ARPP","Infection only"
"452","CD1E","Infection",3,"Immune response","IMMUNE RESPONSE","Infection only"
"453","CD1E","Infection",3,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"454","CD1E","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"455","CD22","Infection",5,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"456","CD22","Infection",5,"Activation, B cell","B CELL ACTIVATION","Infection only"
"457","CD22","Infection",5,"B cells","B CELLS","Infection only"
"458","CD24","Infection",9,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"459","CD24","Infection",9,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
