Cond1	Cond2	Shared	NotShared_cond1	NotShared_cond2	Total_Genes_Cond1	Total_Genes_Cond2	Genes_Names	Percentage_Shared_Cond1	Percentage_Shared_Cond2	pvalue	qvalue	log_q
BNT (V2, D1)	ZF2001 (V3, D07)	10	104	220	114	230	TNFAIP6, HOXB6, IDO2, IFIH1, CD276, SOCS1, RIPK2, CCL8, CCRL2, SLIT2	8.77	4.35	1.5755314468107497e-75	7.938506511911409e-75	74.1002611946314
BNT (V2, D1)	ZF2001 (V3, D14)	3	111	30	114	33	IDO2, GEM, ORM2	2.63	9.09	6.632242578425449e-28	1.02149134106222e-27	26.9907653104264
BNT (V2, D1)	ZF2001 (V3, D28)	0	114	17	114	17	NA	0	0	1.06793791243865e-21	1.4213790174499701e-21	20.8472900999482
BNT (V3, D1)	BNT-I (D1)	5	134	156	139	161	FOSL1, MMP8, ICAM1, EGR3, LTF	3.6	3.11	4.67021255912557e-79	2.70032838670775e-78	77.568583418114
BNT (V3, D1)	BNT-I (D10, mild)	75	64	566	139	641	GBP1, IFITM3, CFB, IFITM1, RSAD2, HP, PML, PARP14, GBP2, FAS, IFI44L, CXCL11, MX1, OAS3, DDX60, IFIT1, IFI27, MAFB, CRISP3, IFI6, WDFY1, IFI35, TRIM6, TIFA, LAMP3, GCH1, CCL3L1, FCGR1A, PIK3AP1, USP18, FFAR3, OAS1, LCN2, BATF2, RAB20, BMX, OASL, OLR1, IFI30, EIF2AK2, FANCA, SERPING1, ADAMDEC1, C1QB, TRIM22, TAP1, GBP6, MMP8, TNFSF13B, PARP9, PLSCR1, IFIT3, ANXA3, ISG15, CEACAM1, IFIT5, ZBP1, IFI44, CD274, PSMB9, IFI16, HERC5, TRAFD1, RIPK2, LTF, STAT2, TNFAIP6, OAS2, CXCL10, C1QC, C3AR1, DTX3L, CEACAM8, IFIH1, AIM2	53.96	11.7	3.8479205392029e-52	1.00531484618305e-51	50.9976979038693
BNT (V3, D1)	BNT-I (D10, severe)	91	48	564	139	655	GBP1, IFITM3, TNFSF10, CFB, IFITM1, RSAD2, HP, PML, PARP14, GBP2, FAS, CTSL, IFI44L, CXCL11, MX1, OAS3, DDX60, APOBEC3B, IFIT1, IFI27, MAFB, ENPP1, IFIT2, CRISP3, C2, IFI6, WDFY1, IFI35, TRIM6, DHX58, PRTN3, TIFA, LAMP3, FCGR1A, PIK3AP1, APOL1, USP18, FFAR3, OAS1, LCN2, BATF2, GBP5, RAB20, BMX, OASL, OLR1, IFI30, EIF2AK2, SERPING1, CCRL2, C1QB, TRIM22, TAP1, GBP6, MMP8, C1QA, TNFSF13B, IL27, PARP9, PLSCR1, IFIT3, RNF213, ANXA3, ISG15, CEACAM1, EGR3, IFIT5, ZBP1, IFI44, CD274, PSMB9, IFI16, HERC5, EDNRB, TRAFD1, RIPK2, LTF, STAT2, TNFAIP6, OAS2, CXCL10, C1QC, C3AR1, DTX3L, CEACAM8, PDCD1LG2, STAT1, IFIH1, SFRP1, AIM2, IRF7	65.47	13.89	8.151633921355151e-38	1.64291989470316e-37	36.7843836113285
BNT (V3, D1)	BNT-I (D26, mild)	11	128	347	139	358	CCL2, HP, CRISP3, LCN2, OLR1, IFI30, MMP8, ANXA3, LTF, CEACAM8, MARCO	7.91	3.07	3.0907693692225902e-105	5.4506258728887e-104	103.263553626616
BNT (V3, D1)	BNT-I (D26, severe)	5	134	74	139	79	CRISP3, LCN2, MMP8, RIPK2, LTF	3.6	6.33	7.109808574446831e-52	1.80406789163011e-51	50.7437471228886
BNT (V3, D1)	BNT-I (D3)	17	122	93	139	110	HP, FOSL1, GBP2, FCGR1A, GBP5, RAB20, BMX, GBP6, MMP8, ICAM1, ANXA3, CEACAM1, EGR3, IRF1, EDNRB, SECTM1, SFRP1	12.23	15.45	1.03263886525638e-47	2.3961535666597203e-47	46.620485351969
BNT (V3, D1)	BNT-I (D4)	0	139	22	139	22	NA	0	0	1.42385717725252e-27	2.146151325141e-27	26.6683396591843
BNT (V3, D1)	BNT-I-BNT (D51, mild)	6	133	61	139	67	CRISP3, LCN2, OLR1, MMP8, LTF, CEACAM8	4.32	8.96	6.176035856933739e-45	1.3874582570609398e-44	43.8577800741518
BNT (V3, D1)	BNT-I-BNT (D51, severe)	0	139	15	139	15	NA	0	0	4.06963506213186e-21	5.23859317741177e-21	20.2807853270083
BNT (V3, D1)	BNT-MO (V3, D1)	114	25	81	139	195	GBP1, IFITM3, CCL2, TNFSF10, IFITM1, RSAD2, HP, PML, FOSL1, CXCL9, PARP14, GBP2, FAS, IFI44L, CXCL11, MX1, OAS3, DDX60, APOBEC3B, IFIT1, DEFA1, CCL8, TRIM5, IFIT2, C2, IFI6, WDFY1, IFI35, TAP2, TRIM6, RIGI, DHX58, CCL3, SOCS1, TIFA, LAMP3, GCH1, CCL3L1, CCL3L3, FCGR1A, PIK3AP1, APOL1, IDO2, USP18, FFAR3, OAS1, BATF2, IDO1, IL31RA, GBP5, CLEC6A, RAB20, GBP7, OASL, IFI30, EIF2AK2, FANCA, SERPING1, CCRL2, C1QB, TRIM22, XCR1, RHBDF2, TAP1, GBP6, FCN2, C1QA, ICAM1, TNFSF13B, IL27, PARP9, PLSCR1, IFIT3, RNF213, ACOD1, ISG15, CEACAM1, EGR3, IFIT5, FCGR1BP, ZBP1, IRF1, IFI44, CD274, PSMB9, ISG20, GBP4, DEFA1B, IFI16, HERC5, TRAFD1, CYBB, RIPK2, LIF, STAT2, TNFAIP6, SLIT2, FFAR2, SECTM1, OAS2, CXCL10, C1QC, NUB1, C3AR1, DTX3L, P2RX7, PDCD1LG2, STAT1, IFIH1, SFRP1, AIM2, SLAMF8, TRPV4, IRF7	82.01	58.46	8.00075452190266e-6	6.28484214576426e-6	5.20170562586736
BNT (V3, D1)	ChAd (V1, D3)	65	74	72	139	137	GBP1, IFITM3, CCL2, TNFSF10, CFB, IFITM1, RSAD2, CXCL9, CTSL, IFI44L, CXCL11, MX1, OAS3, DDX60, APOBEC3B, IFIT1, IFI27, TLR7, C2, IFI6, IFI35, LAMP3, CCL3L1, FCGR1A, IDO2, USP18, FFAR3, OAS1, BATF2, IDO1, IL31RA, GBP5, CLEC6A, GBP7, OASL, IFI30, SERPING1, C1QB, XCR1, FCN2, C1QA, IL27, PARP9, PLSCR1, IFIT3, ISG15, IFI44, PSMB9, GBP4, EDNRB, IL4I1, SLIT2, SECTM1, OAS2, CXCL10, C1QC, C3AR1, PDCD1LG2, STAT1, AIM2, MARCO, SLAMF8, TRPV4, COLEC12, IRF7	46.76	47.45	4.92383328142894e-18	5.53074277818536e-18	17.2572165390742
BNT (V3, D1)	ChAd (V1, D6)	1	138	84	139	85	IFI27	0.72	1.18	1.08408964866087e-61	3.8236221352278e-61	60.4175250328954
BNT (V3, D1)	ChAd (V1, D7)	5	134	32	139	37	APOBEC3B, IFI27, CCL3, PRTN3, CXCL10	3.6	13.51	8.88708788456368e-30	1.45116064941145e-29	28.8382845067277
BNT (V3, D1)	ChAd (V2, D1)	86	53	58	139	144	GBP1, IFITM3, CCL2, TNFSF10, CFB, IFITM1, RSAD2, PML, PARP14, GBP2, IFI44L, CXCL11, MX1, OAS3, DDX60, IFIT1, CCL8, IFI27, TLR7, TRIM5, IFIT2, C2, IFI6, WDFY1, IFI35, TAP2, TRIM6, RIGI, DHX58, SOCS1, LAMP3, GCH1, FCGR1A, APOL1, IDO2, USP18, OAS1, BATF2, IDO1, IL31RA, GBP5, CLEC6A, OASL, IFI30, EIF2AK2, SERPING1, C1QB, TRIM22, RHBDF2, TAP1, GBP6, TNFSF13B, IL27, PARP9, PLSCR1, IFIT3, RNF213, ISG15, CEACAM1, IFIT5, FCGR1BP, ZBP1, IFI44, CD274, ISG20, GBP4, IFI16, HERC5, TRAFD1, LIF, STAT2, TNFAIP6, FFAR2, OAS2, CXCL10, C1QC, NUB1, DTX3L, PDCD1LG2, STAT1, IFIH1, SFRP1, AIM2, MARCO, SLAMF8, IRF7	61.87	59.72	2.62798176572566e-10	2.26603027631396e-10	9.64473429184762
BNT (V3, D1)	ChAd (V2, D3)	0	139	11	139	11	NA	0	0	6.71806590688906e-17	7.24613259747169e-17	16.1398937230446
BNT (V3, D1)	ChAd (V2, D7)	0	139	1	139	1	NA	0	0	0.00714285714285715	0.00478047574026188	2.32052888140263
BNT (V3, D1)	ChAd-BNT (V2, D3)	79	60	103	139	182	GBP1, IFITM3, CCL2, TNFSF10, CFB, RSAD2, CXCL9, PARP14, GBP2, CTSL, IFI44L, CXCL11, MX1, OAS3, DDX60, APOBEC3B, IFIT1, CCL8, IFI27, TLR7, TRIM5, IFIT2, C2, IFI6, IFI35, DHX58, LAMP3, GCH1, FCGR1A, APOL1, IDO2, USP18, FFAR3, OAS1, BATF2, IDO1, IL31RA, GBP5, CLEC6A, GBP7, OASL, EIF2AK2, SERPING1, ADAMDEC1, C1QB, TRIM22, TAP1, TNFSF13B, IL27, PARP9, PLSCR1, IFIT3, RNF213, ISG15, ZBP1, IFI44, CD274, GBP4, IFI16, HERC5, CYBB, IL4I1, STAT2, SLIT2, SECTM1, OAS2, CXCL10, C1QC, DTX3L, P2RX7, PDCD1LG2, STAT1, IFIH1, AIM2, MARCO, SLAMF8, TRPV4, COLEC12, IRF7	56.83	43.41	4.52869292316104e-18	5.10314966438281e-18	17.2921616945597
BNT (V3, D1)	ChAd-BNT (V2, D7)	21	118	96	139	117	CCL2, RSAD2, CXCL11, APOBEC3B, IFIT1, CCL8, MAFB, IFIT2, CCL3, CCL3L1, FCGR1A, FFAR3, BATF2, SERPING1, CCRL2, ICAM1, IFIT3, EGR3, TNFAIP6, FFAR2, CXCL10	15.11	17.95	1.40248884901335e-45	3.19137242529935e-45	44.496022511753
BNT (V3, D1)	ChAd-BNT (V3, D1)	108	31	136	139	244	GBP1, IFITM3, CCL2, TNFSF10, CFB, IFITM1, RSAD2, PML, FOSL1, CXCL9, PARP14, GBP2, FAS, IFI44L, CXCL11, MX1, OAS3, DDX60, IFIT1, CCL8, MAFB, TLR7, TRIM5, IFIT2, C2, IFI6, WDFY1, IFI35, TAP2, TRIM6, RIGI, DHX58, CCL3, SOCS1, TIFA, LAMP3, GCH1, CCL3L1, CCL3L3, FCGR1A, PIK3AP1, APOL1, IDO2, USP18, FFAR3, OAS1, BATF2, IDO1, IL31RA, GBP5, CLEC6A, RAB20, OASL, IFI30, EIF2AK2, FANCA, SERPING1, C1QB, TRIM22, RHBDF2, TAP1, GBP6, C1QA, ICAM1, TNFSF13B, IL27, PARP9, PLSCR1, IFIT3, RNF213, ISG15, CEACAM1, EGR3, IFIT5, FCGR1BP, ZBP1, IRF1, IFI44, CD274, PSMB9, ISG20, GBP4, DEFA1B, IFI16, HERC5, TRAFD1, RIPK2, LIF, IL4I1, STAT2, TNFAIP6, SLIT2, SECTM1, OAS2, CXCL10, C1QC, NUB1, C3AR1, DTX3L, P2RX7, PDCD1LG2, STAT1, IFIH1, AIM2, MARCO, SLAMF8, TRPV4, IRF7	77.7	44.26	1.48202128783503e-10	1.29065208757187e-10	9.88919081180865
BNT (V3, D1)	I (D10, moderate)	81	58	403	139	484	GBP1, TNFSF10, CFB, IFITM1, RSAD2, HP, PML, PARP14, GBP2, CTSL, IFI44L, CXCL11, MX1, OAS3, DDX60, APOBEC3B, IFIT1, IFI27, IFIT2, CRISP3, C2, IFI6, IFI35, TRIM6, TIFA, LAMP3, GCH1, FCGR1A, PIK3AP1, USP18, FFAR3, OAS1, LCN2, BATF2, CLEC6A, RAB20, BMX, OASL, IFI30, EIF2AK2, SERPING1, ADAMDEC1, CCRL2, C1QB, TRIM22, TAP1, GBP6, MMP8, C1QA, ICAM1, TNFSF13B, PARP9, PLSCR1, IFIT3, ANXA3, ISG15, CEACAM1, EGR3, IFIT5, ZBP1, IFI44, CD274, IFI16, HERC5, EDNRB, TRAFD1, LTF, STAT2, TNFAIP6, OAS2, CXCL10, C1QC, C3AR1, DTX3L, CEACAM8, PDCD1LG2, IFIH1, SFRP1, AIM2, MARCO, TRPV4	58.27	16.74	1.05153064377534e-39	2.19454756532154e-39	38.6586550016803
BNT (V3, D1)	I (D10, severe)	29	110	506	139	535	CCL2, IFITM1, HP, IFI27, TLR7, CRISP3, LCN2, IDO1, IL31RA, RAB20, BMX, OASL, OLR1, EIF2AK2, TRIM22, MMP8, PARP9, PLSCR1, ANXA3, ZBP1, GBP4, IFI16, IL4I1, LTF, TNFAIP6, C3AR1, CEACAM8, SFRP1, AIM2	20.86	5.42	1.8685389455562497e-97	2.35371509357759e-96	95.6282461076674
BNT (V3, D1)	I (D26, moderate)	16	123	299	139	315	HP, MAFB, CRISP3, PRTN3, LCN2, CLEC6A, BMX, OLR1, MMP8, ANXA3, GBP4, EDNRB, LTF, CEACAM8, SFRP1, MARCO	11.51	5.08	1.02612002315106e-91	9.047903092625609e-91	90.0434520595595
BNT (V3, D1)	I (D26, severe)	32	107	495	139	527	HP, FAS, IFI44L, IFI27, TLR7, CRISP3, DHX58, TIFA, FCGR1A, LCN2, RAB20, BMX, OLR1, EIF2AK2, CCRL2, TRIM22, MMP8, C1QA, ICAM1, PARP9, PLSCR1, ANXA3, CEACAM1, IFI44, IL4I1, LTF, C3AR1, CEACAM8, SFRP1, AIM2, TRPV4, IRF7	23.02	6.07	7.274392969341651e-93	6.934334760837339e-92	91.1589951962425
BNT (V3, D1)	I (D51, moderate)	3	136	10	139	13	OLR1, MMP8, LTF	2.16	23.08	2.62004570368673e-13	2.4908336661875e-13	12.6036552729729
BNT (V3, D1)	I (D51, severe)	46	93	329	139	375	GBP1, IFITM1, FOSL1, PARP14, GBP2, FAS, CRISP3, SOCS1, TIFA, GCH1, FCGR1A, PIK3AP1, LCN2, BATF2, RAB20, BMX, OLR1, IFI30, EIF2AK2, TRIM22, RHBDF2, TAP1, GBP6, MMP8, ICAM1, IL27, PARP9, PLSCR1, RNF213, ANXA3, EGR3, ZBP1, IRF1, CD274, PSMB9, ISG20, RIPK2, LTF, TNFAIP6, SECTM1, C3AR1, CEACAM8, STAT1, IFIH1, SFRP1, AIM2	33.09	12.27	1.48039333785171e-63	5.866740582128971e-63	62.2316031151654
BNT (V3, D1)	I-BNT-I (D2)	0	139	1	139	1	NA	0	0	0.00714285714285715	0.00478047574026188	2.32052888140263
BNT (V3, D1)	I-I (D1)	0	139	14	139	14	NA	0	0	4.17815866378874e-20	5.11684439152936e-20	19.2909977901664
BNT (V3, D1)	I-I (D5)	0	139	1	139	1	NA	0	0	0.00714285714285715	0.00478047574026188	2.32052888140263
BNT (V3, D1)	ZF2001 (V3, D07)	17	122	213	139	230	FOSL1, CCL8, MAFB, CCL3, SOCS1, IDO2, FFAR3, CPLX2, RAB20, CCRL2, ICAM1, HOXA3, RIPK2, TNFAIP6, SLIT2, FFAR2, IFIH1	12.23	7.39	1.37363735667814e-76	7.453641593710539e-76	75.1276314940099
BNT (V3, D1)	ZF2001 (V3, D14)	1	138	32	139	33	IDO2	0.72	3.03	6.728055026545339e-34	1.22320028703046e-33	32.9125024256862
BNT (V3, D1)	ZF2001 (V3, D28)	1	138	16	139	17	CCL3	0.72	5.88	7.1415531412895e-21	8.99589567571765e-21	20.0459555896662
BNT-I (D1)	BNT-I (D10, mild)	71	90	570	161	641	HMGB3, NFKBIA, GPR171, CXCL3, MIR221, FLT3, PRG2, SDC4, SLC4A1, JMJD6, JAG1, IL1R2, CD3G, TRIM32, AHSP, SPTA1, GPR15, VSIG4, F12, GAPDH, S1PR1, IRS2, SMPDL3B, CXCR6, FTH1, LAX1, MSH2, SLPI, C1R, IKZF3, BCL3, EREG, CD40LG, ZNF572, EOMES, PURA, GCSAM, ADAM9, CCR6, CDC42EP4, ITGA2, PELI1, THBS1, KLRC4, CAMP, LTF, GPR18, AHR, MMP8, FCER2, TRIB1, ADGRG3, KLF1, SIT1, CTSK, KYNU, ARG1, CD2, IL7R, KLRG1, TIGIT, SLAMF6, XCL2, CR2, FUT4, CCR8, CD22, NFIL3, HOXB4, TLR3, CXCR5	44.1	11.08	4.79726541032882e-71	2.28650310974445e-70	69.6408282036234
BNT-I (D1)	BNT-I (D10, severe)	81	80	574	161	655	HMGB3, NFKBIA, GPR171, CXCL2, CXCL3, EGR3, FLT3, PRG2, SDC4, PRR7, PTX3, IGFBP2, FOXO3, JMJD6, JAG1, IL1R2, CD3G, TRIM32, ITGA9, GPR15, VSIG4, FCAR, F12, LYVE1, GAPDH, S1PR1, IRS2, SMPDL3B, ITGB3, HIF1A, FTH1, LAX1, SLPI, C1R, IKZF3, BCL3, EREG, CD40LG, ZNF572, EOMES, PURA, GCSAM, ADAM9, CCR6, CDC42EP4, PADI4, PELI1, THBS1, KLRC4, CAMP, LTF, GPR18, MIR146A, MMP8, FCER2, TRIB1, ACVR1B, SIT1, CHGA, ARG1, ATP1B1, CD2, IL7R, SMAD6, KLRG1, CEACAM4, TIGIT, SLAMF6, CR2, FUT4, PGLYRP1, DUSP1, CCR8, NFIL3, INHBA, CLEC5A, HRH2, TNF, HOXB4, TLR3, CXCR5	50.31	12.37	5.65546331736159e-62	2.03540990491227e-61	60.6913481164069
BNT-I (D1)	BNT-I (D26, mild)	63	98	295	161	358	HMGB3, NFKBIA, MIR221, MIR222, IGFBP2, MAPKAPK2, JMJD6, JAG1, IL1R2, CD3G, TRIM32, ITGA9, SLC11A1, VSIG4, LYVE1, GAPDH, S1PR1, IRS2, NFKBIZ, FTH1, LAX1, MSH2, SLPI, C1R, IKZF3, BCL3, CD40LG, ZNF572, EOMES, PURA, GCSAM, ADAM9, RAP1GAP, CCR6, PELI1, KLRC4, CAMP, LTF, GPR18, AHR, MMP8, FCER2, TRIB1, ADGRG3, SIT1, CTSK, ARG1, TUBB4B, CD2, SLC18A2, IL7R, KLRG1, TIGIT, SLAMF6, CR2, FUT4, DUSP1, CD22, NFIL3, STAP1, CLEC5A, TLR3, CXCR5	39.13	17.6	7.82601221563692e-57	2.40022773948678e-56	55.6197475494092
BNT-I (D1)	BNT-I (D26, severe)	24	137	55	161	79	NFKBIA, CXCL2, MIR221, MIR222, FOXO3, MAPKAPK2, JMJD6, JAG1, TRIM32, F12, LYVE1, S1PR1, IRS2, ITGB3, PELI1, LTF, MMP8, TRIB1, TUBB4B, JUN, SLC18A2, XKR8, CR2, NFIL3	14.91	30.38	1.09226410837984e-32	1.9456837074607e-32	31.710927757731
BNT-I (D1)	BNT-I (D3)	42	119	68	161	110	NFKBIA, FOSL1, MIR221, EGR3, PRR7, ADORA2A, MIR222, APOA2, JMJD6, JAG1, IL1R2, ICAM1, GPR15, VSIG4, SLC15A3, FCAR, F12, TREM1, TNFAIP3, NFKBIZ, C1R, BCL3, NR4A3, CXCL16, RAP1GAP, PELI1, TNFSF9, RAB43, SH2B2, MMP8, FCER2, TRIB1, ADGRG3, CHGA, ARG1, SLC18A2, NFKBID, RGS1, NFIL3, IL13, CLEC5A, IFNL2	26.09	38.18	2.54370492513423e-29	4.09668324364602e-29	28.3875676144835
BNT-I (D1)	BNT-I (D4)	10	151	12	161	22	EPB42, ADORA2A, SLC4A1, FOXO3, JMJD6, AHSP, RAP1GAP, PELI1, ALAS2, KLF1	6.21	45.45	6.36697318810818e-13	5.9884099429168e-13	12.2226884772247
BNT-I (D1)	BNT-I-BNT (D51, mild)	19	142	48	161	67	ITGA9, GAPDH, S1PR1, IRS2, MSH2, CD40LG, GCSAM, CAMP, LTF, AHR, MMP8, FCER2, IL7R, TIGIT, SLAMF6, CR2, FUT4, CD22, CXCR5	11.8	28.36	4.51620001147144e-32	7.88554233303095e-32	31.1031684324374
BNT-I (D1)	BNT-I-BNT (D51, severe)	2	159	13	161	15	AHR, OSM	1.24	13.33	7.72413451976988e-18	8.54021718023098e-18	17.0685310849343
BNT-I (D1)	BNT-MO (V3, D1)	15	146	180	161	195	NFKBIA, CXCL2, FOSL1, EGR3, ICAM1, TNFAIP3, HOXA5, NR4A3, PELI1, TRIB1, DUSP1, RGS1, NFIL3, OSM, JUNB	9.32	7.69	8.64972742852387e-80	5.0846485651570806e-79	78.2937390587663
BNT-I (D1)	ChAd (V1, D3)	7	154	130	161	137	CD34, CXCL2, CXCL3, IL1R2, LYVE1, CD276, ADGRG3	4.35	5.11	4.3014342471493003e-75	2.10712627012588e-74	73.6763094383949
BNT-I (D1)	ChAd (V1, D6)	2	159	83	161	85	EPB42, VSIG4	1.24	2.35	7.60077374328549e-64	3.0463857986938e-63	62.5162150978371
BNT-I (D1)	ChAd (V1, D7)	6	155	31	161	37	EPB42, SLC4A1, AHSP, SLPI, ALAS2, PGLYRP1	3.73	16.22	4.0875404513709394e-30	6.7684968266028e-30	29.169507770369002
BNT-I (D1)	ChAd (V2, D1)	3	158	141	161	144	CD34, CXCL2, SIT1	1.86	2.08	2.5238896303789096e-84	1.61851764825897e-83	82.790882560704
BNT-I (D1)	ChAd (V2, D3)	2	159	9	161	11	RAB43, CHGA	1.24	18.18	2.08749692423769e-13	2.0061783968967499e-13	12.6976304505065
BNT-I (D1)	ChAd (V2, D7)	0	161	1	161	1	NA	0	0	0.00617283950617284	0.00419495587569307	2.37727260290293
BNT-I (D1)	ChAd-BNT (V2, D3)	12	149	170	161	182	CXCL3, MIR222, APOA2, IL1R2, ITGB3, NFKBIZ, EREG, RAB43, ADGRG3, XCL2, CCL24, JUNB	7.45	6.59	1.12191728852545e-80	6.70685007634176e-80	79.1734814016876
BNT-I (D1)	ChAd-BNT (V2, D7)	20	141	97	161	117	EPB42, CXCL2, CXCL3, EGR3, SLC4A1, PTX3, IL1R2, ICAM1, AHSP, TREM1, ITGB3, MPL, NR4A3, CD83, RAP1GAP, ALAS2, ADGRG3, CD300LD, TAL1, TNF	12.42	17.09	2.17767598459075e-51	5.44733292116914e-51	50.2638160814171
BNT-I (D1)	ChAd-BNT (V3, D1)	17	144	227	161	244	CXCL2, CXCL3, FOSL1, EGR3, FLT3, ICAM1, VSIG4, TNFAIP3, NFKBIZ, EREG, CD83, TRIB1, KYNU, ATP1B1, EPS8, CD300LD, RGS1	10.56	6.97	6.658266750687299e-88	4.79264079117728e-87	86.3194251201957
BNT-I (D1)	I (D10, moderate)	61	100	423	161	484	HMGB3, NFKBIA, GPR171, CXCL2, CXCL3, MIR221, EGR3, FLT3, SDC4, MIR222, PTX3, APOA2, FOXO3, JMJD6, JAG1, IL1R2, ICAM1, CD3G, TRIM32, GPR15, VSIG4, FCAR, F12, LYVE1, S1PR1, IRS2, ITGB3, NFKBIZ, SLPI, C1R, BCL3, EREG, CD40LG, EOMES, GCSAM, ADAM9, CCR6, PELI1, THBS1, KLRC4, CAMP, LTF, MIR146A, AHR, MMP8, TRIB1, ACVR1B, SIT1, CTSK, ARG1, JUN, CD2, IL7R, KLRG1, CEACAM4, TIGIT, FUT4, DUSP1, NFIL3, CLEC5A, CXCR5	37.89	12.6	2.77655963779398e-70	1.28855566122658e-69	68.8898968166618
BNT-I (D1)	I (D10, severe)	72	89	463	161	535	HMGB3, NFKBIA, GPR171, CXCL2, SLC22A13, FLT3, SDC4, FOXO3, MAPKAPK2, JMJD6, JAG1, IL1R2, CD3G, TRIM32, GPR15, SLC11A1, VSIG4, FCAR, F12, TREM1, LYVE1, GAPDH, S1PR1, IRS2, TNFAIP3, NFKBIZ, NR1H2, HOXA5, HIF1A, FTH1, SLPI, C1R, BCL3, EREG, CD40LG, ZNF572, PURA, CXCL16, GCSAM, ADAM9, RAP1GAP, CCR6, PADI4, PELI1, THBS1, RAB43, CAMP, LTF, GPR18, MMP8, TRIB1, ADGRG3, ACVR1B, SIT1, CHGA, ARG1, ATP1B1, TUBB4B, CD2, SLC18A2, IL7R, KLRG1, XKR8, CEACAM4, TIGIT, PGLYRP1, DUSP1, CCR8, NFIL3, INHBA, HRH2, TLR3	44.72	13.46	1.53524888044267e-63	6.01652948535666e-63	62.2206539505996
BNT-I (D1)	I (D26, moderate)	63	98	252	161	315	HMGB3, NFKBIA, CXCL2, CXCL3, FLT3, SDC4, SLC4A1, IGFBP2, FOXO3, JMJD6, JAG1, IL1R2, CD3G, TRIM32, AHSP, SPTA1, ITGA9, GPR15, SLC11A1, VSIG4, FCAR, F12, LYVE1, GAPDH, S1PR1, IRS2, ITGB3, LAX1, SLPI, C1R, EREG, CD40LG, EOMES, GCSAM, ADAM9, CCR6, PADI4, PELI1, THBS1, KLRC4, CAMP, LTF, AHR, MMP8, TRIB1, ACVR1B, SIT1, CTSK, ARG1, CD2, SLC18A2, IL7R, KLRG1, TIGIT, CR2, FUT4, PGLYRP1, DUSP1, NFIL3, INHBA, CLEC5A, HRH2, CXCR5	39.13	20	4.62982998430833e-52	1.19193959154012e-51	50.9237457544327
BNT-I (D1)	I (D26, severe)	69	92	458	161	527	HMGB3, NFKBIA, CXCL2, CXCL3, SLC22A13, FLT3, PRG2, SDC4, PRR7, PTX3, APOA2, FOXO3, JMJD6, JAG1, KCNQ1, IL1R2, TRPM4, ICAM1, CD3G, TRIM32, SPTA1, ITGA9, GPR15, VSIG4, FCAR, F12, LYVE1, S1PR1, IRS2, TNFAIP3, ITGB3, NFKBIZ, HIF1A, FTH1, SLPI, BCL3, EREG, CD40LG, ZNF572, EOMES, CXCL16, GCSAM, ADAM9, PELI1, KLRC4, RAB43, CAMP, LTF, MIR146A, MMP8, TRIB1, SIT1, CTSK, ARG1, JUN, CD2, SLC18A2, IL7R, CD14, EPS8, KLRG1, TIGIT, XCL2, FUT4, DUSP1, NFIL3, INHBA, CLEC5A, TLR3	42.86	13.09	8.03193378674955e-66	3.4973964929515e-65	64.4562551297897
BNT-I (D1)	I (D51, moderate)	5	156	8	161	13	EPB42, SLC4A1, AHSP, LTF, MMP8	3.11	38.46	9.2267364051306e-11	8.135755561855229e-11	10.0896021082333
BNT-I (D1)	I (D51, severe)	76	85	299	161	375	NFKBIA, CXCL2, FOSL1, MIR221, EGR3, SLC22A13, FLT3, SDC4, ADORA2A, MIR222, SLC4A1, PTX3, IGFBP2, APOA2, FOXO3, MAPKAPK2, ZC3H12A, JMJD6, JAG1, IL1R2, ICAM1, CD3G, TRIM32, AHSP, GPR15, SLC15A3, FCGRT, FCAR, F12, TREM1, GAPDH, S1PR1, IRS2, TNFAIP3, NFKBIZ, NINJ1, NR1H2, HOXA5, HIF1A, FTH1, SLPI, C1R, BCL3, NR4A3, EREG, CD40LG, ZNF572, GCSAM, ADAM9, RAP1GAP, CDC42EP4, SPHK1, PELI1, THBS1, DUSP10, KLRC4, SLC7A5, TNFSF9, SH2B2, CAMP, LTF, MMP8, TRIB1, ADGRG3, CHGA, ARG1, TUBB4B, IL7R, CEACAM4, FUT4, PGLYRP1, NFKBID, RAPGEF3, NFIL3, INHBA, JUNB	47.2	20.27	7.39035223278229e-48	1.7262272182756702e-47	46.7629020399368
BNT-I (D1)	I-BNT-I (D2)	1	160	0	161	1	EREG	0.62	100	1	0.55984682558178	0.251930779965426
BNT-I (D1)	I-I (D1)	2	159	12	161	14	FCER2, CD22	1.24	14.29	8.959996042933051e-17	9.57643019809899e-17	16.0187963525281
BNT-I (D1)	I-I (D5)	0	161	1	161	1	NA	0	0	0.00617283950617284	0.00419495587569307	2.37727260290293
BNT-I (D1)	ZF2001 (V3, D07)	39	122	191	161	230	NFKBIA, CXCL2, CXCL3, FOSL1, SLC22A13, SDC4, PRR7, ADORA2A, PTX3, ZC3H12A, ICAM1, SBDS, LYVE1, CD276, IRS2, TNFAIP3, NFKBIZ, NINJ1, FTH1, BCL3, NR4A3, EREG, CD83, SPHK1, PELI1, DUSP10, SLC7A5, AHR, TRIB1, CEACAM4, FUT4, PGLYRP1, RGS1, NFIL3, IL13, INHBA, OSM, TNF, JUNB	24.22	16.96	1.8908439798669698e-60	6.35149799879366e-60	59.1971238344111
