Source,Target,Type,Id,Label,Weight,value
NPAS1,"ChAd-BNT (V2, D3)",Undirected,453,NA,2,
STN1,"ChAd-BNT (V3, D1)",Undirected,454,NA,2,
Immune system,IL5RA,Undirected,455,NA,2,1
"ZF2001 (V3, D14)",CSRNP1,Undirected,456,NA,2,-1
Reg. of BP,HYAL2,Undirected,457,NA,3,1
IFIH1,"BNT (V3, D1)",Undirected,458,NA,2,
SNORA11,INFLUENZA (D1),Undirected,459,NA,2,
ETS2,BNT-I (D3),Undirected,460,NA,2,
JAK3,ADAPTIVE IMMUNE SYSTEM,Undirected,461,NA,2,
LRRC4,"ChAd (V1, D3)",Undirected,462,NA,2,
Metabolism,EXOSC3,Undirected,463,NA,2,1
STAMARIL (D7),HERC6,Undirected,464,NA,2,1
STAMARIL (D7),HERC5,Undirected,465,NA,2,1
SORT1,FLUARIX FLUVIRIN (D3),Undirected,466,NA,2,
"ChAd-BNT (V2, D7)",BDKRB2,Undirected,467,NA,2,-1
STAMARIL (D3),BANK1,Undirected,468,NA,2,-1
TICRR,"ChAd (V1, D7)",Undirected,469,NA,2,
Reg. of BP,LAX1,Undirected,470,NA,3,1
INNATE IMMUNE SYSTEM,BAG6,Undirected,471,NA,2,1
ESCO2,"ChAd-BNT (V2, D7)",Undirected,472,NA,2,
GBP1,"BNT-MO (V3, D1)",Undirected,473,NA,2,
Immune system,IGHV3-13,Undirected,474,NA,3,1
ZC3H12A,Cellular,Undirected,475,NA,3,
Immune system,IGHV3-11,Undirected,476,NA,2,1
NLRC4,FLUARIX FLUVIRIN (D3),Undirected,477,NA,2,
UBE2T,MONOV INFLUENZA A (D3),Undirected,478,NA,2,
TLR4,LVS F TULARENSIS (H18),Undirected,479,NA,2,
DDX60,"ChAd (V1, D3)",Undirected,480,NA,2,
PDCD1LG2,Cellular,Undirected,481,NA,2,
Reg. of BP,MSN,Undirected,482,NA,2,1
EFNA1,"BNT (V3, D1)",Undirected,483,NA,2,
DNTT,"ChAd (V1, D3)",Undirected,484,NA,2,
MONOCYTES,CALCA,Undirected,485,NA,2,1
"ZF2001 (V3, D07)",TAMALIN,Undirected,486,NA,2,-1
XRCC6,Immune system,Undirected,487,NA,2,
LIMK1,ADAPTIVE IMMUNE SYSTEM,Undirected,488,NA,2,
MTX3,FLUARIX FLUVIRIN (D3),Undirected,489,NA,2,
RBPJ,INFLAMMATION,Undirected,490,NA,2,
FBXO33,BNT-I (D1),Undirected,491,NA,2,
Reg. of BP,RFPL3,Undirected,492,NA,2,1
Immune system,IGHV3-23,Undirected,493,NA,3,1
PANDEMRIX (D7),MZB1,Undirected,494,NA,2,1
"ChAd-BNT (V3, D1)",CMPK2,Undirected,495,NA,2,1
Reg. of BP,MR1,Undirected,496,NA,3,1
MONOV INFLUENZA A (D1),C19orf12,Undirected,497,NA,2,1
PHF24,"ChAd-BNT (V2, D3)",Undirected,498,NA,2,
PSMB9,FLUMIST (D3),Undirected,499,NA,2,
Immune system,ACKR3,Undirected,500,NA,3,1
"ZF2001 (V3, D07)",ULBP2,Undirected,501,NA,2,-1
SCARNA20,BNT-I (D3),Undirected,502,NA,2,
"ZF2001 (V3, D07)",NALCN,Undirected,503,NA,2,1
TLR3,Cellular,Undirected,504,NA,3,
"ZF2001 (V3, D07)",ULBP1,Undirected,505,NA,2,1
FLUARIX FLUVIRIN (D3),DGLUCY,Undirected,506,NA,2,1
Immune system,ACKR2,Undirected,507,NA,2,1
MONOV INFLUENZA A (D1),CUL1,Undirected,508,NA,2,1
HPV-VLP (M2),CD2BP2,Undirected,509,NA,2,-1
ZNF441,"ZF2001 (V3, D07)",Undirected,510,NA,2,
PLEKHM2,NK CELL,Undirected,511,NA,2,
LILRB1,Immune system,Undirected,512,NA,3,
"ZF2001 (V3, D07)",ULBP3,Undirected,513,NA,2,1
Immune system,IGLV10-54,Undirected,514,NA,3,1
"ZF2001 (V3, D07)",ATP4A,Undirected,515,NA,2,1
TNFSF15,OTHER,Undirected,516,NA,2,
Immune system,CFHR5,Undirected,517,NA,2,1
KLRC4,Interspecies interaction,Undirected,518,NA,2,
VAV3,Immune system,Undirected,519,NA,3,
SNORD16,"ChAd-BNT (V2, D3)",Undirected,520,NA,2,
OPTN,Metabolism,Undirected,521,NA,2,
Reg. of BP,MPO,Undirected,522,NA,3,1
TXK,Interspecies interaction,Undirected,523,NA,3,
Immune system,IGHV3-33,Undirected,524,NA,2,1
TULP2,"ChAd-BNT (V3, D1)",Undirected,525,NA,2,
Immune system,IGHV3-30,Undirected,526,NA,2,1
SORT1,MONOV INFLUENZA A (D1),Undirected,527,NA,2,
PANDEMRIX (D7),PAG1,Undirected,528,NA,2,-1
SBDS,Immune system,Undirected,529,NA,3,
WNK4,Immune system,Undirected,530,NA,2,
ZNFX1,HIV-1 GAG-POL NEF (D3),Undirected,531,NA,2,
NAT8,"ChAd-BNT (V2, D3)",Undirected,532,NA,2,
SUPV3L1,FLUMIST (D3),Undirected,533,NA,2,
FLUARIX FLUVIRIN (D3),ABCD3,Undirected,534,NA,2,1
Cellular,CAMK4,Undirected,535,NA,3,1
IRF8,ADAPTIVE IMMUNE SYSTEM,Undirected,536,NA,2,
"ZF2001 (V3, D14)",CHRNB2,Undirected,537,NA,2,1
Cellular,CAMLG,Undirected,538,NA,3,1
ZFP36L1,FLUMIST (D3),Undirected,539,NA,2,
Immune system,IGHV3-48,Undirected,540,NA,2,1
KAT7,Immune system,Undirected,541,NA,3,
Interspecies interaction,EDNRB,Undirected,542,NA,3,1
"ZF2001 (V3, D07)",SORCS1,Undirected,543,NA,2,1
HUMORAL ADAPTIVE IMMUNE SYSTEM,FCRL1,Undirected,544,NA,2,1
RIGI,FLUARIX FLUVIRIN (D3),Undirected,545,NA,2,
IL27,"BNT-MO (V3, D1)",Undirected,546,NA,2,
RSPH9,"BNT (V2, D1)",Undirected,547,NA,2,
"ZF2001 (V3, D07)",BARHL1,Undirected,548,NA,2,1
"ZF2001 (V3, D14)",CHRNA2,Undirected,549,NA,2,1
"ZF2001 (V3, D07)",NALF1,Undirected,550,NA,2,1
RAB29,Cellular,Undirected,551,NA,2,
MIR215,"ChAd-BNT (V2, D7)",Undirected,552,NA,2,
PYHIN1,Interspecies interaction,Undirected,553,NA,3,
Metabolism,FZD5,Undirected,554,NA,2,1
Reg. of BP,MPL,Undirected,555,NA,3,1
NK CELL,MERTK,Undirected,556,NA,2,1
SCN2B,BNT-I (D3),Undirected,557,NA,2,
"ZF2001 (V3, D07)",GPRC5C,Undirected,558,NA,2,1
SLC18A2,INNATE IMMUNE SYSTEM,Undirected,559,NA,2,
NQO2,BNT-I (D3),Undirected,560,NA,2,
NR2E1,BNT-I (D3),Undirected,561,NA,2,
LILRA1,Immune system,Undirected,562,NA,3,
MICA,Interspecies interaction,Undirected,563,NA,2,
TUBB,FLUARIX FLUVIRIN (D3),Undirected,564,NA,2,
SLIT2,"ChAd (V1, D3)",Undirected,565,NA,2,
FLUARIX FLUVIRIN (D3),APLP2,Undirected,566,NA,2,1
Immune system,IGHV3-53,Undirected,567,NA,3,1
Metabolism,IFNA14,Undirected,568,NA,3,1
Reg. of BP,MOG,Undirected,569,NA,2,1
PBX1,NK CELL,Undirected,570,NA,2,
"ZF2001 (V3, D07)",IHH,Undirected,571,NA,2,1
"ZF2001 (V3, D07)",PDIA2,Undirected,572,NA,2,1
Metabolism,IFNA10,Undirected,573,NA,3,1
SNCA,HPV-VLP (M2),Undirected,574,NA,2,
ZNFX1,WETVAX (D2-4),Undirected,575,NA,2,
SLC23A1,"BNT (V3, D1)",Undirected,576,NA,2,
Immune system,IGHG1,Undirected,577,NA,3,1
LGALS1,Cellular,Undirected,578,NA,3,
Immune system,IGHG2,Undirected,579,NA,2,1
USB1,FLUARIX FLUVIRIN (D3),Undirected,580,NA,2,
FLUZONE (D7),CTBP2,Undirected,581,NA,2,-1
HES4,"ChAd-BNT (V3, D1)",Undirected,582,NA,2,
Immune system,IGHG3,Undirected,583,NA,3,1
INNATE IMMUNE SYSTEM,BAK1,Undirected,584,NA,2,1
Immune system,IGHG4,Undirected,585,NA,2,1
OR56B1,"ChAd (V2, D1)",Undirected,586,NA,2,
SYAP1,FLUMIST (D3),Undirected,587,NA,2,
Metabolism,IFNA17,Undirected,588,NA,3,1
Metabolism,IFNA16,Undirected,589,NA,3,1
IL36A,Cellular,Undirected,590,NA,3,
NRROS,Metabolism,Undirected,591,NA,3,
NMI,Cellular,Undirected,592,NA,2,
STAMARIL (D3),DHX58,Undirected,593,NA,2,1
INNATE IMMUNE SYSTEM,ADAM10,Undirected,594,NA,2,1
PRKCQ,Cellular,Undirected,595,NA,3,
PRKD2,Cellular,Undirected,596,NA,3,
WETVAX (D5-7),SMPDL3A,Undirected,597,NA,2,1
STAMARIL (D7),FIS1,Undirected,598,NA,2,-1
TNFSF11,MONOCYTES,Undirected,599,NA,2,
TLR4,Cellular,Undirected,600,NA,3,
INNATE IMMUNE SYSTEM,ADAM15,Undirected,601,NA,2,1
MONOV INFLUENZA A (D1),DUSP5,Undirected,602,NA,2,1
SMPDL3B,BNT-I (D1),Undirected,603,NA,2,
TRIM40,Interspecies interaction,Undirected,604,NA,2,
MONOV INFLUENZA A (D1),DUSP6,Undirected,605,NA,2,1
INNATE IMMUNE SYSTEM,ADAM17,Undirected,606,NA,2,1
MONOV INFLUENZA A (D1),DUSP1,Undirected,607,NA,2,1
PHF24,"ChAd-BNT (V2, D7)",Undirected,608,NA,2,
PIK3CA,Metabolism,Undirected,609,NA,3,
LVS F TULARENSIS (H48),CD209,Undirected,610,NA,2,1
MONOV INFLUENZA A (D1),DUSP3,Undirected,611,NA,2,1
PAN2,MONOV INFLUENZA A (D1),Undirected,612,NA,2,
HP,BNT-I (D3),Undirected,613,NA,2,
SOCS3,"BNT-MO (V3, D1)",Undirected,614,NA,2,
STAMARIL (D10),PLSCR1,Undirected,615,NA,2,1
Reg. of BP,CHD7,Undirected,616,NA,3,1
Metabolism,IFNA21,Undirected,617,NA,3,1
LONRF3,BNT-I (D1),Undirected,618,NA,2,
STT3B,FLUMIST (D3),Undirected,619,NA,2,
TRIM34,Metabolism,Undirected,620,NA,2,
IL23A,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,621,NA,2,
T CELLS,PKNOX1,Undirected,622,NA,2,1
SNORD16,"ChAd-BNT (V2, D7)",Undirected,623,NA,2,
PREP,HPV-VLP (M2),Undirected,624,NA,2,
MONOV INFLUENZA A (D1),CMAHP,Undirected,625,NA,2,1
LVS F TULARENSIS (H48),IFNA17,Undirected,626,NA,2,-1
OAS2,FLUMIST (D3),Undirected,627,NA,2,
USP51,"BNT-MO (V3, D1)",Undirected,628,NA,2,
ANTIMICROBIAL RESPONSE,ADM,Undirected,629,NA,2,1
SFPQ,FLUMIST (D3),Undirected,630,NA,2,
ERMAP,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,631,NA,2,
OR52H1,"ChAd-BNT (V3, D1)",Undirected,632,NA,2,
TAP2,HPV-VLP (M2),Undirected,633,NA,2,
IL9,Cellular,Undirected,634,NA,2,
RAB29,Interspecies interaction,Undirected,635,NA,2,
GBP5,"BNT (V2, D1)",Undirected,636,NA,2,
YF VAX (ANY),ICAM3,Undirected,637,NA,2,-1
NK CELL,KIR3DL1,Undirected,638,NA,2,1
KIF14,"ChAd (V1, D7)",Undirected,639,NA,2,
WETVAX (D5-7),PFKFB3,Undirected,640,NA,2,1
SLC40A1,Immune system,Undirected,641,NA,3,
Cellular,ADAM9,Undirected,642,NA,2,1
"ZF2001 (V3, D07)",PPP1R15A,Undirected,643,NA,2,-1
Cellular,ADAM8,Undirected,644,NA,3,1
"ZF2001 (V3, D07)",PPP1R15B,Undirected,645,NA,2,-1
GBP3,"ChAd (V2, D1)",Undirected,646,NA,2,
GPR84,"BNT (V2, D1)",Undirected,647,NA,2,
"ZF2001 (V3, D07)",IL2,Undirected,648,NA,2,-1
TRAPPC3L,"ChAd-BNT (V2, D7)",Undirected,649,NA,2,
HYDIN,"ChAd-BNT (V3, D1)",Undirected,650,NA,2,
MRC1,Immune system,Undirected,651,NA,3,
YTHDF2,INNATE IMMUNE SYSTEM,Undirected,652,NA,2,
FLUARIX FLUVIRIN (D3),ABCA7,Undirected,653,NA,2,1
NCOA2,FLUMIST (D3),Undirected,654,NA,2,
IL5RA,Cellular,Undirected,655,NA,2,
PGAP1,"ChAd-BNT (V2, D3)",Undirected,656,NA,2,
TRBJ1-4,Immune system,Undirected,657,NA,2,
NR4A3,"BNT-MO (V3, D1)",Undirected,658,NA,2,
LVS F TULARENSIS (H48),IFNA10,Undirected,659,NA,2,-1
NFAM1,B CELLS,Undirected,660,NA,2,
TGFBR1,Reg. of BP,Undirected,661,NA,3,
HNRNPA0,FLUMIST (D3),Undirected,662,NA,2,
CR1,BNT-I (D3),Undirected,663,NA,2,
Interspecies interaction,ANKRD17,Undirected,664,NA,3,1
RPL13A,Cellular,Undirected,665,NA,2,
MAVS,Immune system,Undirected,666,NA,2,
LVS F TULARENSIS (H336),HLA-DQB1,Undirected,667,NA,2,1
INFLUENZA (D1),CIAO3,Undirected,668,NA,2,-1
C1QBP,ADAPTIVE IMMUNE SYSTEM,Undirected,669,NA,2,
STK39,Reg. of BP,Undirected,670,NA,3,
SLAMF7,Cellular,Undirected,671,NA,3,
NCAPH2,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,672,NA,2,
Interspecies interaction,FCER2,Undirected,673,NA,3,1
SOCS1,FLUENZ (D6-7),Undirected,674,NA,2,
SNORD53,"ChAd-BNT (V2, D3)",Undirected,675,NA,2,
SCRIB,Cellular,Undirected,676,NA,2,
TICAM2,FLUMIST (D3),Undirected,677,NA,2,
"ZF2001 (V3, D14)",SBDS,Undirected,678,NA,2,-1
KLHL13,"ChAd (V2, D3)",Undirected,679,NA,2,
SLC25A16,FLUARIX FLUVIRIN (D3),Undirected,680,NA,2,
Reg. of BP,CHGA,Undirected,681,NA,3,1
LILRB1,FLUARIX FLUVIRIN (D3),Undirected,682,NA,2,
VPS45,FLUARIX FLUVIRIN (D3),Undirected,683,NA,2,
Interspecies interaction,CARD9,Undirected,684,NA,3,1
Interspecies interaction,CARD8,Undirected,685,NA,2,1
IFI35,FLUMIST (D3),Undirected,686,NA,2,
MX1,ANTIVIRAL AND INTERFERON,Undirected,687,NA,2,
"ZF2001 (V3, D07)",TUBB3,Undirected,688,NA,2,1
KCNJ14,HPV-VLP (M2),Undirected,689,NA,2,
"ZF2001 (V3, D07)",TUBB8,Undirected,690,NA,2,1
MAP3K8,ADAPTIVE IMMUNE SYSTEM,Undirected,691,NA,2,
FLUMIST (D3),ALDH9A1,Undirected,692,NA,2,1
BTNL8,ADAPTIVE IMMUNE SYSTEM,Undirected,693,NA,2,
PPM1A,FLUMIST (D3),Undirected,694,NA,2,
SDAD1,FLUARIX FLUVIRIN (D3),Undirected,695,NA,2,
SCN3A,BNT-I (D1),Undirected,696,NA,2,
MYO7B,"ChAd-BNT (V2, D3)",Undirected,697,NA,2,
Reg. of BP,MST1R,Undirected,698,NA,2,1
STAMARIL (D7),KYNU,Undirected,699,NA,2,1
"ZF2001 (V3, D14)",IL6,Undirected,700,NA,2,-1
EFR3B,"ChAd-BNT (V3, D1)",Undirected,701,NA,2,
Reg. of BP,MYB,Undirected,702,NA,3,1
SLAMF7,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,703,NA,2,
TNFAIP8L2,ADAPTIVE IMMUNE SYSTEM,Undirected,704,NA,2,
GLYATL2,"ChAd-BNT (V2, D7)",Undirected,705,NA,2,
IDO1,"ChAd-BNT (V2, D3)",Undirected,706,NA,2,
RAB17,HPV-VLP (M2),Undirected,707,NA,2,
FBXO33,BNT-I (D4),Undirected,708,NA,2,
TNIP2,Interspecies interaction,Undirected,709,NA,2,
RNU6-1,"BNT (V2, D1)",Undirected,710,NA,2,
SIDT2,HIV-1 GAG-POL NEF (D3),Undirected,711,NA,2,
Immune system,IGHA1,Undirected,712,NA,3,1
STAMARIL (D3),HK3,Undirected,713,NA,2,1
Immune system,IGHA2,Undirected,714,NA,3,1
NCKAP1L,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,715,NA,2,
WETVAX (D2-4),BCL6,Undirected,716,NA,2,1
NDN,"ChAd (V1, D3)",Undirected,717,NA,2,
TNFSF9,BNT-I (D3),Undirected,718,NA,2,
Cellular,CRCP,Undirected,719,NA,2,1
WETVAX (D5-7),S100A9,Undirected,720,NA,2,1
SLAMF6,Immune system,Undirected,721,NA,3,
RRAD,"ChAd-BNT (V2, D3)",Undirected,722,NA,2,
SKIL,ADAPTIVE IMMUNE SYSTEM,Undirected,723,NA,2,
STAMARIL (D10),CYP27A1,Undirected,724,NA,2,-1
Immune system,AZU1,Undirected,725,NA,3,1
TAX1BP1,Metabolism,Undirected,726,NA,2,
Reg. of BP,MEFV,Undirected,727,NA,3,1
SNORA11,"ChAd (V2, D1)",Undirected,728,NA,2,
FBXO33,BNT-I (D3),Undirected,729,NA,2,
HOXA3,"BNT (V3, D1)",Undirected,730,NA,2,
FOSL1,"BNT-MO (V3, D1)",Undirected,731,NA,2,
UBD,Immune system,Undirected,732,NA,2,
PLD4,Cellular,Undirected,733,NA,2,
PHF5A,FLUARIX FLUVIRIN (D3),Undirected,734,NA,2,
"ChAd-BNT (V2, D7)",BASP1,Undirected,735,NA,2,-1
STAMARIL (D10),GADD45B,Undirected,736,NA,2,1
LDB2,"ChAd (V1, D3)",Undirected,737,NA,2,
SIT1,Reg. of BP,Undirected,738,NA,2,
WETVAX (D2-4),MCL1,Undirected,739,NA,2,1
HERC5,"BNT (V3, D1)",Undirected,740,NA,2,
TRAPPC3L,"ChAd-BNT (V2, D3)",Undirected,741,NA,2,
"ZF2001 (V3, D14)",ESRP2,Undirected,742,NA,2,1
RBM19,FLUARIX FLUVIRIN (D3),Undirected,743,NA,2,
NF1,Cellular,Undirected,744,NA,3,
SNRNP25,MONOV INFLUENZA A (D1),Undirected,745,NA,2,
DEFA1,Cellular,Undirected,746,NA,3,
PLEC,ADAPTIVE IMMUNE SYSTEM,Undirected,747,NA,2,
STAMARIL (D3),MPZL1,Undirected,748,NA,2,-1
SERPINB2,INFLUENZA (D1),Undirected,749,NA,2,
OASL,MONOV INFLUENZA A (D1),Undirected,750,NA,2,
Metabolism,EXOSC9,Undirected,751,NA,2,1
Interspecies interaction,CSF1R,Undirected,752,NA,3,1
Metabolism,LSM14A,Undirected,753,NA,2,1
PIK3R2,Cellular,Undirected,754,NA,2,
GEMIN7,FLUMIST (D3),Undirected,755,NA,2,
TREM1,Cellular,Undirected,756,NA,3,
WETVAX (D5-7),TMSB15A,Undirected,757,NA,2,1
GAS7,BNT-I (D3),Undirected,758,NA,2,
"ZF2001 (V3, D07)",TNNT2,Undirected,759,NA,2,1
SPI1,Immune system,Undirected,760,NA,3,
GPLD1,COMPLEMENT IMMUNE SYSTEM,Undirected,761,NA,2,
Reg. of BP,MX1,Undirected,762,NA,3,1
NKG7,Cellular,Undirected,763,NA,3,
Reg. of BP,MX2,Undirected,764,NA,3,1
STAMARIL (D7),ACTA2,Undirected,765,NA,2,1
TNFSF9,BNT-I (D1),Undirected,766,NA,2,
FLUARIX FLUVIRIN (D3),CTLA4,Undirected,767,NA,2,1
HADH,FLUARIX FLUVIRIN (D3),Undirected,768,NA,2,
NCK1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,769,NA,2,
PTS,FLUARIX FLUVIRIN (D3),Undirected,770,NA,2,
PDZD8,BNT-I (D3),Undirected,771,NA,2,
VIM,Immune system,Undirected,772,NA,2,
"ZF2001 (V3, D14)",PITX2,Undirected,773,NA,2,1
Metabolism,MMP2,Undirected,774,NA,2,1
YF17D (D3),HERC5,Undirected,775,NA,2,1
NR4A3,INNATE IMMUNE SYSTEM,Undirected,776,NA,2,
"ZF2001 (V3, D28)",CFAP20,Undirected,777,NA,2,-1
ZBTB7B,INNATE IMMUNE SYSTEM,Undirected,778,NA,2,
Metabolism,BMP6,Undirected,779,NA,3,1
"ZF2001 (V3, D14)",WNT4,Undirected,780,NA,2,1
NOCT,BNT-I (D1),Undirected,781,NA,2,
Reg. of BP,APOBEC3A,Undirected,782,NA,3,1
PMS2,Metabolism,Undirected,783,NA,3,
Reg. of BP,APOBEC3B,Undirected,784,NA,3,1
STAMARIL (D7),ALDH3B1,Undirected,785,NA,2,1
Reg. of BP,APOBEC3C,Undirected,786,NA,2,1
Reg. of BP,APOBEC3D,Undirected,787,NA,3,1
SELP,OTHER,Undirected,788,NA,2,
YWHAE,FLUARIX FLUVIRIN (D3),Undirected,789,NA,2,
"ChAd-BNT (V2, D3)",CREM,Undirected,790,NA,2,-1
Reg. of BP,APOBEC3F,Undirected,791,NA,3,1
INNATE IMMUNE SYSTEM,BATF,Undirected,792,NA,2,1
WFDC10A,Metabolism,Undirected,793,NA,2,
Reg. of BP,APOBEC3G,Undirected,794,NA,3,1
Reg. of BP,NEDD9,Undirected,795,NA,2,1
MICOS10,FLUMIST (D3),Undirected,796,NA,2,
EOSINOPHIL,CCL1,Undirected,797,NA,2,1
"ZF2001 (V3, D07)",TSHR,Undirected,798,NA,2,1
Reg. of BP,NEDD4,Undirected,799,NA,2,1
EOSINOPHIL,CCL3,Undirected,800,NA,2,1
EOSINOPHIL,CCL2,Undirected,801,NA,2,1
STAMARIL (D3),SEPTIN4,Undirected,802,NA,2,1
SNCA,Immune system,Undirected,803,NA,3,
EOSINOPHIL,CCL5,Undirected,804,NA,2,1
MONOV INFLUENZA A (D1),KLF4,Undirected,805,NA,2,1
EOSINOPHIL,CCL4,Undirected,806,NA,2,1
MONOV INFLUENZA A (D1),KLF5,Undirected,807,NA,2,1
T CELLS,IL7,Undirected,808,NA,2,1
EOSINOPHIL,CCL7,Undirected,809,NA,2,1
SPNS2,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,810,NA,2,
TMIGD2,Metabolism,Undirected,811,NA,2,
OASL,MONOV INFLUENZA A (D3),Undirected,812,NA,2,
JAK3,BNT-I (D3),Undirected,813,NA,2,
EOSINOPHIL,CCL8,Undirected,814,NA,2,1
MSH2,Cellular,Undirected,815,NA,3,
T CELLS,IL2,Undirected,816,NA,2,1
Metabolism,MNDA,Undirected,817,NA,3,1
POLR3E,Metabolism,Undirected,818,NA,2,
TOMM40L,BNT-I (D1),Undirected,819,NA,2,
MRPL41,"ChAd-BNT (V2, D3)",Undirected,820,NA,2,
MONOV INFLUENZA A (D1),LMO2,Undirected,821,NA,2,1
ERCC1,Cellular,Undirected,822,NA,3,
KIR3DL1,"ChAd (V2, D1)",Undirected,823,NA,2,
MMP12,MENACTRA (D3),Undirected,824,NA,3,
RASGRF1,"ChAd-BNT (V3, D1)",Undirected,825,NA,2,
IFIT1,"BNT-MO (V3, D1)",Undirected,826,NA,2,
ERCC1,ADAPTIVE IMMUNE SYSTEM,Undirected,827,NA,2,
Interspecies interaction,CASP1,Undirected,828,NA,2,1
Interspecies interaction,CASP4,Undirected,829,NA,3,1
Interspecies interaction,CASP3,Undirected,830,NA,2,1
LY96,LVS F TULARENSIS (H48),Undirected,831,NA,2,
WETVAX (D5-7),PDP1,Undirected,832,NA,2,1
Interspecies interaction,CASP6,Undirected,833,NA,3,1
MYD88,LVS F TULARENSIS (H336),Undirected,834,NA,2,
Interspecies interaction,CASP8,Undirected,835,NA,2,1
SLITRK5,"BNT-MO (V3, D1)",Undirected,836,NA,2,
UNC13A,"ChAd-BNT (V2, D7)",Undirected,837,NA,2,
MONOV INFLUENZA A (D1),LMNA,Undirected,838,NA,2,1
EXOC3L1,"BNT (V2, D1)",Undirected,839,NA,2,
"ChAd-BNT (V3, D1)",ARFGEF3,Undirected,840,NA,2,1
INFLUENZA (D1),FUNDC1,Undirected,841,NA,2,1
PERP,BNT-I (D1),Undirected,842,NA,2,
PRKCE,Interspecies interaction,Undirected,843,NA,2,
LCOR,FLUMIST (D3),Undirected,844,NA,2,
RNU6-9,"ChAd (V2, D1)",Undirected,845,NA,2,
"ZF2001 (V3, D07)",HRC,Undirected,846,NA,2,1
Reg. of BP,IL6ST,Undirected,847,NA,3,1
NDUFB3,FLUMIST (D3),Undirected,848,NA,2,
IFNK,Cellular,Undirected,849,NA,3,
STAT5B,Reg. of BP,Undirected,850,NA,3,
GJB6,"ChAd (V1, D3)",Undirected,851,NA,2,
PIK3CG,ADAPTIVE IMMUNE SYSTEM,Undirected,852,NA,2,
VWCE,BNT-I (D4),Undirected,853,NA,2,
SPRR2A,Immune system,Undirected,854,NA,2,
WETVAX (D5-7),CREG1,Undirected,855,NA,2,1
VNN1,Cellular,Undirected,856,NA,3,
RBM27,FLUMIST (D3),Undirected,857,NA,2,
IL9,ADAPTIVE IMMUNE SYSTEM,Undirected,858,NA,2,
HUMORAL ADAPTIVE IMMUNE SYSTEM,ABL1,Undirected,859,NA,2,1
Reg. of BP,LAT,Undirected,860,NA,3,1
GPX2,BNT-I (D4),Undirected,861,NA,2,
STAMARIL (D7),ASCL2,Undirected,862,NA,2,1
FLUMIST (D3),BAZ2A,Undirected,863,NA,2,1
STAMARIL (D3),MOV10,Undirected,864,NA,2,1
TRGV9,Interspecies interaction,Undirected,865,NA,3,
CD79A,B CELLS,Undirected,866,NA,2,
"ZF2001 (V3, D07)",LIN28B,Undirected,867,NA,2,1
"ZF2001 (V3, D07)",LIN28A,Undirected,868,NA,2,1
TRIM69,FLUARIX FLUVIRIN (D3),Undirected,869,NA,2,
T CELLS,EOMES,Undirected,870,NA,2,1
SHKBP1,BNT-I (D1),Undirected,871,NA,2,
RBM38,FLUMIST (D3),Undirected,872,NA,2,
Interspecies interaction,BLK,Undirected,873,NA,3,1
"BNT (V2, D1)",AIM2,Undirected,874,NA,2,1
OAS1,"BNT (V2, D1)",Undirected,875,NA,2,
S100A12,INFLUENZA (D1),Undirected,876,NA,2,
HPS5,FLUARIX FLUVIRIN (D3),Undirected,877,NA,2,
STAMARIL (D3),H4C3,Undirected,878,NA,2,-1
FGF13,"BNT-MO (V3, D1)",Undirected,879,NA,2,
"ZF2001 (V3, D07)",PDILT,Undirected,880,NA,2,1
RAB20,"BNT-MO (V3, D1)",Undirected,881,NA,2,
TLR7,"BNT (V2, D1)",Undirected,882,NA,2,
FRMD3,"BNT-MO (V3, D1)",Undirected,883,NA,2,
HPV-VLP (M2),HOXC11,Undirected,884,NA,2,1
INNATE IMMUNE SYSTEM,HRH1,Undirected,885,NA,2,1
FLUMIST (D3),FASTKD2,Undirected,886,NA,2,1
INPP5D,IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE,Undirected,887,NA,2,
STAMARIL (D3),GRN,Undirected,888,NA,2,1
"ZF2001 (V3, D14)",IDO2,Undirected,889,NA,2,1
"ZF2001 (V3, D07)",SEZ6L2,Undirected,890,NA,2,1
PIK3R6,Interspecies interaction,Undirected,891,NA,2,
STAMARIL (D7),SQOR,Undirected,892,NA,2,1
NEURL3,Interspecies interaction,Undirected,893,NA,3,
"ZF2001 (V3, D07)",LRIT3,Undirected,894,NA,2,1
IFNA4,Cellular,Undirected,895,NA,2,
EMILIN2,"ChAd-BNT (V3, D1)",Undirected,896,NA,2,
FCER2,Cellular,Undirected,897,NA,3,
CD1E,ADAPTIVE IMMUNE SYSTEM,Undirected,898,NA,2,
STAMARIL (D7),GNLY,Undirected,899,NA,2,1
DTX3L,"ChAd (V2, D1)",Undirected,900,NA,2,
S100A8,HPV-VLP (M2),Undirected,901,NA,2,
NEUTROPHIL,EMP2,Undirected,902,NA,2,1
Reg. of BP,ABL1,Undirected,903,NA,2,1
TIFA,"ChAd-BNT (V3, D1)",Undirected,904,NA,2,
