"","Cond1","Cond2","Shared","Percentage_Shared_Cond1","Genes_Names","pvalue","-log(p)"
"72","FLUAD_UP","PFALCIPARUM RTSS_UP",2,5,"IFI44L, SERPING1",1.19253001109101e-07,6.92353068273882
"73","FLUAD_UP","ATTENUVAX_UP",0,0,"",9.3607993114683e-27,26.028687065606
"74","FLUAD_UP","WETVAX_UP",21,52.5,"ANKRD22, ATF3, CEACAM1, CXCL10, ETV7, FCGR1A, GBP1, GK, ICAM1, IDO1, IFI35, IFI44L, IL15, LAP3, LHFPL2, RSAD2, SERPING1, SORT1, STAT1, TFEC, WARS1",2.94574489267588e-23,22.5308048666246
"75","FLUAD_UP","YF VAX_UP",5,12.5,"GBP5, IFI44L, LAP3, OAS3, SERPING1",6.1306079722204e-45,44.2124964543743
"76","FLUAD_UP","INACTIVATED INFLUENZA_UP",1,2.5,"GBP5",6.05378349767444e-73,72.2179731148374
"77","FLUAD_UP","RVSV ZEBOV_UP",3,7.5,"CXCL10, LAMP3, RSAD2",1.90804801774561e-06,5.7194107000829
"78","FLUAD_UP","LVS F TULARENSIS_UP",2,5,"FCGR1A, ICAM1",3.68911035175278e-27,26.4330783535993
"79","FLUAD_UP","CN54GP140_UP",1,2.5,"MYOF",4.61132800977491e-40,39.336173984749
"80","FLUAD_UP","HIV-1 GAG-POL NEF_UP",34,85,"ANKRD22, ATF3, BATF2, CALHM6, CD274, CEACAM1, CXCL10, EPSTI1, ETV7, FBXO6, GBP1, GBP4, GBP5, GK, ICAM1, IDO1, IFI35, IFI44L, IL15, LAMP3, LAP3, LHFPL2, MYOF, OAS3, PSTPIP2, RSAD2, SERPING1, SMCO4, SORT1, STAT1, TFEC, TYMP, VAMP5, WARS1",2.41826671765071e-09,8.61649580123544
"81","FLUAD_UP","HPV-VLP_UP",18,45,"CXCL10, EFCAB2, ETV7, FCGR1A, GBP1, ICAM1, IDO1, IFI44L, IL15, LAMP3, LAP3, MYOF, OAS3, SERPING1, TFEC, TYMP, VAMP5, WARS1",1.79225826851494e-28,27.7465994073363
"82","FLUAD_UP","FLUARIX FLUVIRIN_UP",4,10,"ATF3, CALHM6, ICAM1, SORT1",8.11470940902161e-72,71.0907270278178
"83","FLUAD_UP","FLUZONE_UP",5,12.5,"BATF2, FCGR1A, FCGR1BP, IDO1, SERPING1",4.88583724220575e-10,9.31106100440909
"84","FLUAD_UP","FLUMIST_UP",10,25,"CXCL10, FCGR1BP, GK, ICAM1, IFI35, MYOF, OAS3, SMCO4, STAT1, TFEC",4.26366662914124e-65,64.3702167596063
"85","FLUAD_UP","FLUENZ_UP",0,0,"",4.86746943302453e-10,9.31269676710335
"86","FLUAD_UP","MENACTRA_UP",1,2.5,"SERPING1",1.03696750008646e-22,21.984234854753
"87","FLUAD_UP","ZOSTAVAX_UP",1,2.5,"IFI44L",1.43135080313459e-14,13.844253913973
"88","FLUAD_UP","YF17D_UP",8,20,"CXCL10, IFI44L, LAMP3, MYOF, OAS3, RSAD2, SERPING1, STAT1",1.01859221218228e-14,13.9919996486185
"89","FLUAD_UP","STAMARIL_UP",28,70,"ANKRD22, ATF3, BATF2, CALHM6, CEACAM1, CXCL10, EPSTI1, FBXO6, GBP1, GBP4, GBP5, IDO1, IFI35, IFI44L, IL15, LAMP3, LAP3, LHFPL2, MYOF, OAS3, RSAD2, SERPING1, SMCO4, SORT1, STAT1, TYMP, VAMP5, WARS1",9.25524204006518e-13,12.0336122192352
"90","FLUAD_UP","MMR II_UP",28,70,"ANKRD22, ATF3, BATF2, CALHM6, CD274, CEACAM1, CXCL10, EPSTI1, ETV7, FBXO6, GBP1, GBP4, GBP5, ICAM1, IDO1, IFI35, IFI44L, IL15, LAMP3, LAP3, LHFPL2, OAS3, RSAD2, SERPING1, STAT1, TFEC, VAMP5, WARS1",3.38973204973067e-18,17.4698346303877
"91","FLUAD_UP","PREVNAR_UP",4,10,"CD274, GBP4, GBP5, SERPING1",1.08510081663613e-34,33.9645299096729
"92","FLUAD_UP","DRYVAX_UP",0,0,"",2.53035993612227e-31,30.5968176973407
"93","FLUAD_UP","BCG_UP",11,27.5,"CXCL10, EPSTI1, GBP1, GBP4, GBP5, IDO1, IFI44L, LAMP3, OAS3, STAT1, WARS1",8.24246439265066e-23,22.0839429203278
"94","FLUAD_UP","PPD_UP",5,12.5,"GBP1, GBP4, GBP5, IDO1, LAMP3",2.80723459898382e-26,25.5517212921084
"95","FLUAD_UP","TC-83_UP",22,55,"ANKRD22, BATF2, CALHM6, CD274, CEACAM1, CXCL10, EPSTI1, ETV7, FBXO6, GBP1, GBP4, GBP5, IFI35, IFI44L, LAMP3, LAP3, OAS3, RSAD2, SERPING1, STAT1, TFEC, WARS1",4.46191633595155e-26,25.3504785773008
"96","TIV INFLUENZA_UP","MENVEO ACWYVAX_UP",6,2.65,"LSM7, MICOS13, NOSIP, TMEM256, TRIM4, ZNF512B",5.05518121003163e-95,94.2962632719016
"97","TIV INFLUENZA_UP","MVA85A_UP",1,0.44,"CEP41",8.6237535289641e-128,127.064303664326
"98","TIV INFLUENZA_UP","INFLUENZA_UP",1,0.44,"DPP7",2.85391492142255e-77,76.5445589778603
"99","TIV INFLUENZA_UP","PANDEMRIX_UP",0,0,"",3.10476156851287e-56,55.5079717460366
"100","TIV INFLUENZA_UP","FLUARIX_UP",1,0.44,"GRPEL2",1.77867379012012e-59,58.7499036944913
"101","TIV INFLUENZA_UP","PFALCIPARUM RTSS_UP",0,0,"",8.21461855588363e-18,17.0854125981353
"102","TIV INFLUENZA_UP","ATTENUVAX_UP",0,0,"",5.71634801422962e-57,56.2428813390031
"103","TIV INFLUENZA_UP","WETVAX_UP",5,2.21,"CSNK1A1, DNAJC15, FCGR3A, SC5D, ZFP91",1.27495144059991e-175,174.894506356
"104","TIV INFLUENZA_UP","YF VAX_UP",3,1.33,"DOCK10, FCGR3A, HNRNPU",1.39159415036868e-160,159.856487405498
"105","TIV INFLUENZA_UP","CHAD63-KH_UP",6,2.65,"DNAJC15, FCGR3A, FEM1C, HCAR3, RO60, UBE2E1",3.91880982196695e-299,298.406845812121
"106","TIV INFLUENZA_UP","INACTIVATED INFLUENZA_UP",53,23.45,"ADO, C12orf57, CAMLG, CEBPZ, COIL, COX6C, CSE1L, DENND1B, DMAC1, DNAJC15, DPH5, EEF1B2, EIF2S1, EIF3E, GPR183, GTF3A, HACD3, HMGCS1, HSPE1, ICOS, INTS6, IPO11, ITM2A, LEPROTL1, LSM3, LYRM7, MAT2A, MRPL3, NAP1L1, NDUFAF2, NOSIP, PAICS, PPIL3, PRKAA1, RALA, RBM15, RO60, RPP40, RPS3A, RSBN1, SERBP1, SLC30A7, SRP72, STYX, SUZ12, TDG, TRAT1, UBE2E1, UBE2Q2, UBP1, ZBTB33, ZNF26, ZNF816",8.38416965440335e-172,171.076539942285
"107","TIV INFLUENZA_UP","RVSV ZEBOV_UP",0,0,"",8.21461855588363e-18,17.0854125981353
"108","TIV INFLUENZA_UP","LVS F TULARENSIS_UP",1,0.44,"FCGR3A",2.61768562640246e-67,66.5820825116878
"109","TIV INFLUENZA_UP","CN54GP140_UP",2,0.88,"CRB3, PTGR2",1.64667561032923e-105,104.783391946987
"110","TIV INFLUENZA_UP","HIV-1 GAG-POL NEF_UP",4,1.77,"FCGR3A, HCAR3, HMGCS1, NAIP",2.53129398451651e-244,243.596657412946
"111","TIV INFLUENZA_UP","HPV-VLP_UP",3,1.33,"CDC40, HCAR3, PAICS",3.60620635816476e-189,188.442949425243
"112","TIV INFLUENZA_UP","FLUARIX FLUVIRIN_UP",34,15.04,"ADO, ARMC8, ATXN1L, CCDC59, CLDND1, COMMD3, DYNC1LI2, EIF2S1, FEM1C, GOLGA8B, GPR183, HACD3, HCAR3, H1-3, ICOS, IL11RA, INTS6, NAIP, PAICS, PBX4, POLR2H, RALA, RBM15, SLC30A7, STMN3, STYX, TMEM126B, TMEM41B, TRIB2, TRIM73, USP16, ZBTB33, ZFC3H1, ZNF512B",1.80461760272021e-234,233.743614810724
"113","TIV INFLUENZA_UP","FLUZONE_UP",0,0,"",6.94395953932872e-31,30.1583928183468
"114","TIV INFLUENZA_UP","FLUMIST_UP",59,26.11,"ADO, ARMC8, ATP5PD, ATXN1L, CCDC59, CD28, CDC40, CEBPZ, CLDND1, COIL, COMMD3, CPM, CSNK1A1, CUL2, DENND1B, DMAC1, DOCK10, EIF2S1, FEM1C, GPR183, GRPEL2, HCAR3, H1-3, HMGCS1, ICOS, ITK, ITM2A, LEPROTL1, LYRM7, MAT2A, MIS12, NAIP, OXLD1, PAICS, PRKAA1, RALA, RASGRP1, RBM12, RBM15, RO60, RSBN1, SC5D, SECISBP2L, SERBP1, SLC30A7, SLC7A6, SRSF7, STYX, TARDBP, TMEM126B, TMEM41B, TMEM80, TRIM4, TRIM73, USP16, ZBTB33, ZFAND2A, ZFC3H1, ZFP91",2.12927918217672e-235,234.671767391953
"115","TIV INFLUENZA_UP","FLUENZ_UP",0,0,"",1.93864997918854e-16,15.7125005951652
"116","TIV INFLUENZA_UP","MENACTRA_UP",1,0.44,"IMPG2",1.87460286818476e-48,47.7270907228289
"117","TIV INFLUENZA_UP","ZOSTAVAX_UP",0,0,"",8.16741907721029e-30,29.087915159821
"118","TIV INFLUENZA_UP","YF17D_UP",0,0,"",3.18917286346725e-53,52.4963219399558
"119","TIV INFLUENZA_UP","STAMARIL_UP",1,0.44,"RGS12",1.19207337576623e-161,160.923697011618
"120","TIV INFLUENZA_UP","MMR II_UP",4,1.77,"ADM2, DENND1B, HCAR3, SOX8",2.15167310268432e-240,239.667223709067
"121","TIV INFLUENZA_UP","PREVNAR_UP",1,0.44,"MTFR2",3.54019968994874e-108,107.450972240291
"122","TIV INFLUENZA_UP","DRYVAX_UP",1,0.44,"H1-3",1.52215953705633e-68,67.8175398269136
"123","TIV INFLUENZA_UP","BCG_UP",0,0,"",1.59077974006543e-99,98.7983899487609
"124","TIV INFLUENZA_UP","PPD_UP",1,0.44,"HCAR3",5.4306841618548e-80,79.2651454542047
"125","TIV INFLUENZA_UP","TC-83_UP",34,15.04,"AK3, BCL11B, CD28, CEBPZ, CLDND1, COX6C, CSE1L, DENND1B, DENND4C, DNAJC15, DOCK10, EEF1B2, EIF3E, GRPEL2, HNRNPU, HSPE1, ITK, LEPROTL1, LSM7, MRPL3, NAE1, PLEKHA1, PPIL3, RASGRP1, RBM15, RPL17, RPL24, SRP72, TDG, TMEM126B, TRAT1, UBE2Q2, USP16, ZZZ3",3.73169929186922e-169,168.428093359873
"126","MENVEO ACWYVAX_UP","MVA85A_UP",2,1.37,"CUX1, TYMP",3.25827314547877e-99,98.487012511003
"127","MENVEO ACWYVAX_UP","INFLUENZA_UP",0,0,"",2.55634166094256e-66,65.592381102178
"128","MENVEO ACWYVAX_UP","PANDEMRIX_UP",0,0,"",7.03456997808251e-48,47.1527624457564
"129","MENVEO ACWYVAX_UP","FLUARIX_UP",1,0.68,"RALGPS2",4.24889810189476e-50,49.3717236841412
"130","MENVEO ACWYVAX_UP","PFALCIPARUM RTSS_UP",0,0,"",5.70712614438536e-16,15.2435825281511
"131","MENVEO ACWYVAX_UP","ATTENUVAX_UP",0,0,"",1.82113232935126e-48,47.7396584958201
"132","MENVEO ACWYVAX_UP","WETVAX_UP",3,2.05,"AIF1, APOL1, PPM1B",8.1253495263853e-137,136.090157947996
"133","MENVEO ACWYVAX_UP","YF VAX_UP",0,0,"",9.2335173544872e-131,130.034632830214
"134","MENVEO ACWYVAX_UP","CHAD63-KH_UP",18,12.33,"AIF1, APOBEC3C, APOL1, BRMS1, CARS1, CLASRP, GTF2F1, HAPLN3, HPS5, ILRUN, KDM2A, NFKB2, SASH3, TIMM17B, TM9SF2, TMEM219, TYMP, UBE2Z",1.46272368626194e-186,185.834837705908
"135","MENVEO ACWYVAX_UP","INACTIVATED INFLUENZA_UP",22,15.07,"AKAP8L, ARL6IP4, CCDC167, FKBP2, ITGA2B, NAA38, MARCHF6, NOSIP, OGDH, PPM1B, ROMO1, RPL13, SASH3, SIVA1, STIP1, TCEAL9, TM9SF2, TRIR, UBE2D2, UBE2Z, UBL5, VPS13C",1.65540173075283e-151,150.781096595074
"136","MENVEO ACWYVAX_UP","RVSV ZEBOV_UP",1,0.68,"NFKB2",8.90311678524119e-14,13.0504579297966
"137","MENVEO ACWYVAX_UP","LVS F TULARENSIS_UP",0,0,"",1.40460868678686e-58,57.852444650022
"138","MENVEO ACWYVAX_UP","CN54GP140_UP",1,0.68,"TAFAZZIN",6.90926117391567e-87,86.1605683904328
"139","MENVEO ACWYVAX_UP","HIV-1 GAG-POL NEF_UP",4,2.74,"APOL1, HAPLN3, SLC38A7, TYMP",2.45812369966775e-179,178.609396265985
"140","MENVEO ACWYVAX_UP","HPV-VLP_UP",4,2.74,"APOL1, GMEB1, MARCHF6, TYMP",7.12543587780852e-141,140.147188563805
"141","MENVEO ACWYVAX_UP","FLUARIX FLUVIRIN_UP",31,21.23,"ACAP1, AHCYL1, AIF1, ATP2B4, BATF, CPSF2, CUX1, EIF3B, FKBP2, HNMT, HPS5, KAT6B, KDM2A, NAA38, MARCHF6, MRPL41, MRPS16, NUDT22, OGDH, POLR3A, PPM1B, PSMC3, SIVA1, SPOP, SPTBN1, TRAPPC10, TTC17, UGGT1, USP21, WHAMM, ZNF512B",2.34214412229676e-157,156.630386384416
"142","MENVEO ACWYVAX_UP","FLUZONE_UP",0,0,"",3.99248835244712e-27,26.3987563421839
"143","MENVEO ACWYVAX_UP","FLUMIST_UP",45,30.82,"AHCYL1, AIF1, APOBEC3C, ATP2B4, ATP5MF, BATF, BRD3, CARS1, CPSF2, CROCC, DIAPH1, DIS3L2, EIF3B, FOXP1, HNMT, HUWE1, KDM2A, LNPK, LONP2, MAP4, MARCHF6, MRPS16, MYO1G, NUDT22, OGDH, PHKA2, POLR1B, PPM1B, RALGPS2, RPRD2, RRP7A, RTN4, SAMD4B, SIN3B, SNTB2, SPOP, STIP1, TMEM250, TNPO3, TRAPPC10, TRIM4, TTC17, UGGT1, USP21, WHAMM",3.97406187195411e-159,158.400765375666
"144","MENVEO ACWYVAX_UP","FLUENZ_UP",0,0,"",8.90311678524114e-15,14.0504579297966
"145","MENVEO ACWYVAX_UP","MENACTRA_UP",0,0,"",1.39330845064266e-43,42.8559527288143
"146","MENVEO ACWYVAX_UP","ZOSTAVAX_UP",0,0,"",3.17497883266027e-26,25.4982591657703
"147","MENVEO ACWYVAX_UP","YF17D_UP",0,0,"",1.82130255242111e-45,44.7396179037753
"148","MENVEO ACWYVAX_UP","STAMARIL_UP",1,0.68,"TYMP",1.72977061846564e-125,124.762011484004
"149","MENVEO ACWYVAX_UP","MMR II_UP",6,4.11,"APOL1, CPNE5, HAPLN3, MYO1G, TBC1D17, UBE2Z",4.08408490914681e-172,171.3889052374
"150","MENVEO ACWYVAX_UP","PREVNAR_UP",0,0,"",1.18620537433999e-89,88.9258401126405
"151","MENVEO ACWYVAX_UP","DRYVAX_UP",1,0.68,"HNMT",3.30892147781313e-57,56.4803135387202
"152","MENVEO ACWYVAX_UP","BCG_UP",2,1.37,"APOL1, BATF",9.80337473526992e-77,76.0086243960819
"153","MENVEO ACWYVAX_UP","PPD_UP",1,0.68,"BATF",4.90477666657354e-66,65.3093807629391
"154","MENVEO ACWYVAX_UP","TC-83_UP",1,0.68,"LSM7",5.19934345186995e-172,171.284051493525
"155","MVA85A_UP","INFLUENZA_UP",0,0,"",1.94808938564675e-77,76.7103911199407
"156","MVA85A_UP","PANDEMRIX_UP",8,3.45,"CXCL9, STAT1, TAP1, , IRF9, TLR1, TLR6, TLR8",3.90369884562248e-40,39.4085236937536
"157","MVA85A_UP","FLUARIX_UP",1,0.43,"",7.26763275727513e-58,57.138607026262
"158","MVA85A_UP","PFALCIPARUM RTSS_UP",4,1.72,"IFI27, IFI44L, IFI6, SERPING1",1.59679030491091e-09,8.79675211291572
"159","MVA85A_UP","ATTENUVAX_UP",0,0,"",1.64197361283451e-55,54.7846338264446
"160","MVA85A_UP","WETVAX_UP",57,24.57,"AIM2, ANKRD22, CXCL9, GBP1, PSME2, STAT1, TAP1, WARS1, ACP2, BCL2A1, C3AR1, CASP1, , CTSL, CXCL10, FCGR1A, FPR2, ICAM1, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IRF9, ISG15, LGALS9, MARCO, MX1, PSMB9, RSAD2, S100A9, SERPING1, TLR1, TLR8, TNFSF10, XAF1, ADM, ANXA5, AQP9, CD63, HLX, IER3, IL1RN, KLF4, LYN, NCF2, SLC43A3, SOD2, CASP4, ETV7, IDO1, UBE2L6",1.60892626400517e-96,95.7934638588652
"161","MVA85A_UP","YF VAX_UP",30,12.93,"GBP5, PSME2, TAP1, APOBEC3A, CCL8, EIF2AK2, FPR2, IFI27, IFI44, IFI44L, IFI6, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IRF9, ISG15, MX1, PARP9, PSMB9, SERPING1, SRC, TNFSF10, XAF1, FGR, IL1RN, PLEK, CTH, MT1G",1.47563188079675e-111,110.831021970479
"162","MVA85A_UP","CHAD63-KH_UP",99,42.67,"AIM2, ANKRD22, CXCL9, GBP1, GBP4, GBP5, PSME2, STAT1, TAP1, WARS1, ACP2, APOBEC3A, BID, BST2, C3AR1, CARD16, CASP1, CCL2, , CCL7, CCL8, CD68, CTSL, CXCL10, DRAM1, EIF2AK2, FCGR1A, FCGR1BP, FPR2, ICAM1, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IL4I1, IRF9, ISG15, LGALS9, MARCO, MX1, PARP9, PSMB9, PYCARD, RNASE2, RSAD2, SERPING1, SLC15A3, SRC, TICAM2, TLR1, TLR8, TNF, TNFSF10, TYMP, XAF1, ADM, AK4, ANXA5, CD14, DTNBP1, EXT1, FGR, FTL, HLX, IL1RN, ITPRIPL2, KLF4, KYNU, LYN, MFSD2A, MTMR11, NCF2, P2RX4, PLAUR, PLEK, RBM47, SLC43A3, SOD2, STAT3, LMTK2, RNASEH2B, TAF8, CALHM6, CARD17P, CASP4, ETV7, IDO1, MRPL44, POMP, UBE2L6, XRN1, FBXO6",3.01520640981807e-126,125.520682952321
"163","MVA85A_UP","INACTIVATED INFLUENZA_UP",14,6.03,"GBP5, BST2, , TICAM2, AP2B1, BCL11A, IRF2BPL, CD8B, HAX1, SLC43A3, NACA4P, RNASEH2B, POMP, XRN1",1.13354076136746e-222,221.945562858318
"164","MVA85A_UP","RVSV ZEBOV_UP",5,2.16,"CCL2, CXCL10, IFIT1, ISG15, RSAD2",6.89813411721512e-08,7.16126836610081
"165","MVA85A_UP","LVS F TULARENSIS_UP",8,3.45,"TAP1, CD68, FCGR1A, ICAM1, TLR1, TLR6, TLR8, SOD2",6.40201762615312e-53,52.1936831344827
"166","MVA85A_UP","CN54GP140_UP",1,0.43,"RNASEH2B",4.07890614853123e-104,103.389456287241
"167","MVA85A_UP","HIV-1 GAG-POL NEF_UP",94,40.52,"AIM2, ANKRD22, GBP1, GBP4, GBP5, PSME2, STAT1, TAP1, WARS1, ACP2, BCL2A1, BID, BST2, C3AR1, CARD16, CASP1, CCL2, CCL3, CCL8, CD68, CFD, CTSL, CXCL10, DRAM1, EIF2AK2, FPR2, FPR3, GLMP, ICAM1, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IL4I1, IRF9, ISG15, LGALS9, MARCO, MX1, PARP9, PILRA, PSMB9, PYCARD, RNASE2, RSAD2, S100A9, SERPING1, SLC15A3, SRC, TLR1, TLR6, TLR8, TNFSF10, TYMP, XAF1, ADM, ANXA5, AQP9, CD14, CD63, EXT1, FGR, HLX, IL1RN, ITPRIPL2, KLF4, KYNU, LYN, MFSD2A, NCF2, P2RX4, PLAUR, PLEK, NECTIN2, RBM47, SLC43A3, STAT3, TAGLN, CALHM6, CASP4, ETV7, IDO1, MRPL44, POMP, UBE2L6, XRN1, FBXO6",1.78710537884139e-100,99.7478498380372
"168","MVA85A_UP","HPV-VLP_UP",48,20.69,"AIM2, CXCL9, GBP1, PSME2, WARS1, BST2, CASP1, CCL2, CCL3, CCL4, , CCL7, CCL8, CXCL10, EIF2AK2, FCGR1A, FPR2, ICAM1, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT3, IFITM2, IFITM3, IL6, ISG15, MX1, PSMB9, SERPING1, SRC, TLR1, TNF, TNFSF10, TYMP, XAF1, CXCL1, EZH2, HLX, IL1RN, PLEK, PREP, NECTIN2, ETV7, IDO1, UBE2L6",4.14936545844831e-113,112.382018312677
"169","MVA85A_UP","FLUARIX FLUVIRIN_UP",24,10.34,"BCL2A1, BID, C3AR1, CASP1, CCL3, CCL3L1, , CTSL, ICAM1, RNASE2, TLR8, AP2B1, CUX1, HAX1, KLF4, LYN, MTMR11, NR4A3, PLAUR, SLC43A3, THBS1, MPLKIP, RANBP2, CALHM6",2.1787613033908e-237,236.661790346761
"170","MVA85A_UP","FLUZONE_UP",5,2.16,"FCGR1A, FCGR1BP, IFIT3, SERPING1, IDO1",1.58302091046858e-20,19.8005133484092
"171","MVA85A_UP","FLUMIST_UP",55,23.71,"STAT1, BCL2A1, BST2, C3AR1, CARD16, CASP1, , CXCL10, DNASE2, FCGR1BP, FPR2, ICAM1, IFI35, IFI6, IFIT3, IFITM2, MARCO, MX1, PSMB9, PYCARD, RNASE2, TICAM2, TLR8, TNFSF10, XAF1, AQP9, BAG3, IRF2BPL, GET4, CD14, CXCL1, DTNBP1, EZH2, FGR, ITPRIPL2, KYNU, MTMR11, NOTCH2NLA, NR4A3, PLAUR, PPP3R1, PREP, RSPRY1, SLC43A3, SOD2, TGFBI, THBS1, ZNF395, APPBP2, MPLKIP, ICE2, LMTK2, RANBP2, SS18, XRN1",2.80906415601546e-223,222.551438341865
"172","MVA85A_UP","FLUENZ_UP",0,0,"",3.6991231206697e-16,15.4319012134974
"173","MVA85A_UP","MENACTRA_UP",4,1.72,", IL1A, SERPING1, TNF",2.06002104585661e-41,40.6861283427121
"174","MVA85A_UP","ZOSTAVAX_UP",2,0.86,"IFI44L, MX1",8.73892280518789e-25,24.058542096953
"175","MVA85A_UP","YF17D_UP",18,7.76,"STAT1, C3AR1, CXCL10, EIF2AK2, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, ISG15, MX1, PARP9, RSAD2, SERPING1, XAF1",1.2824833173548e-24,23.8919482755166
"176","MVA85A_UP","STAMARIL_UP",49,21.12,"AIM2, ANKRD22, GBP1, GBP4, GBP5, PSME2, STAT1, TAP1, WARS1, APOBEC3A, BST2, C3AR1, CASP1, CCL8, CD68, CTSL, CXCL10, EIF2AK2, GLMP, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM3, IRF9, ISG15, LGALS9, MARCO, MX1, PARP9, RSAD2, SERPING1, SRC, TNFSF10, TYMP, XAF1, ANPEP, IL1RN, KYNU, TAGLN, CALHM6, IDO1, UBE2L6, FBXO6",2.13911473486158e-87,86.6697659207202
"177","MVA85A_UP","MMR II_UP",72,31.03,"AIM2, ANKRD22, CXCL9, GBP1, GBP4, GBP5, STAT1, TAP1, WARS1, ACP2, APOBEC3A, BST2, CASP1, CCL2, CCL3, CCL4, , CCL7, CCL8, CTSL, CXCL10, DRAM1, EIF2AK2, ICAM1, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM2, IFITM3, IL4I1, IL6, ISG15, LGALS9, MX1, PARP9, PILRA, PSMB9, RNASE2, RSAD2, SERPING1, SRC, TICAM2, TNF, TNFSF10, XAF1, ADM, AK4, ARMCX1, C15orf48, CD200, HLX, IL1RN, LYN, NR4A3, P2RX4, PLEKHA4, NECTIN2, CALHM6, CARD17P, CASP4, ETV7, IDO1, MRPL44, UBE2L6, XRN1, FBXO6",5.36237911578197e-123,122.270642485006
"178","MVA85A_UP","PREVNAR_UP",4,1.72,"CXCL9, GBP4, GBP5, SERPING1",3.42033751868998e-98,97.4659310356772
"179","MVA85A_UP","DRYVAX_UP",5,2.16,"S100A8, S100A9, CD14, IFNB1, THBS1",6.99217409777569e-59,58.1553877667635
"180","MVA85A_UP","BCG_UP",28,12.07,"GBP1, GBP4, GBP5, PSME2, STAT1, WARS1, BCL2A1, CCL3, CCL3L1, CCL4, CXCL10, IFI44L, IFIH1, IFIT3, IL1A, IL6, IRF9, ISG15, MX1, PARP9, PSMB9, TNF, AQP9, CXCL1, IER3, SOD2, IDO1, UBE2L6",1.49634034196613e-55,54.8249696151433
"181","MVA85A_UP","PPD_UP",19,8.19,"GBP1, GBP4, GBP5, BCL2A1, CCL3, CCL3L1, CCL4, IL1A, IL6, PARP9, TNF, AQP9, C15orf48, CXCL1, IER3, SOD2, THBS1, IDO1, MT1G",2.87686241658185e-50,49.5410809073652
"182","MVA85A_UP","TC-83_UP",42,18.1,"ANKRD22, GBP1, GBP4, GBP5, STAT1, WARS1, APOBEC3A, BST2, CCL2, , CCL8, CXCL10, EIF2AK2, IFI27, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM2, ISG15, LGALS9, MX1, PARP9, RSAD2, SERPING1, TNFSF10, XAF1, GET4, IL1RN, CCAR1, C2orf69, ICE1, ICE2, RANBP2, CALHM6, ETV7, UBE2L6, FBXO6",1.28615785026879e-147,146.89070572714
"183","INFLUENZA_UP","PANDEMRIX_UP",6,6.52,"IFNG, TLR3, TLR4, TLR7, TLR9, IGHV1-69",1.05098986014184e-28,27.9784014739867
"184","INFLUENZA_UP","FLUARIX_UP",0,0,"",6.15613608514742e-42,41.2106917883897
"185","INFLUENZA_UP","PFALCIPARUM RTSS_UP",0,0,"",7.95135695202695e-14,13.0995587497726
"186","INFLUENZA_UP","ATTENUVAX_UP",0,0,"",4.72605201943569e-39,38.3255015024181
"187","INFLUENZA_UP","WETVAX_UP",3,3.26,"ARRB1, GRB2, RAB24",6.89646911507179e-96,95.1613732043821
"188","INFLUENZA_UP","YF VAX_UP",0,0,"",1.04551962626748e-94,93.980667810288
"189","INFLUENZA_UP","CHAD63-KH_UP",12,13.04,"ARPC4, DPP3, GRB2, MVP, PLEKHB2, RAB24, CLEC6A, TLR3, TLR4, TLR7, ZNG1E, MIR3671",3.69054025431435e-125,124.432910053274
"190","INFLUENZA_UP","INACTIVATED INFLUENZA_UP",2,2.17,"HBA1, NT5DC2",3.2247478589539e-131,130.491504236919
"191","INFLUENZA_UP","RVSV ZEBOV_UP",0,0,"",7.95135695202695e-14,13.0995587497726
"192","INFLUENZA_UP","LVS F TULARENSIS_UP",4,4.35,"TLR3, TLR4, TLR7, TLR9",5.24335205723731e-39,38.2803909812368
"193","INFLUENZA_UP","CN54GP140_UP",0,0,"",1.03957846177682e-67,66.9831427268897
"194","INFLUENZA_UP","HIV-1 GAG-POL NEF_UP",6,6.52,"MVP, RAB24, CLEC6A, TLR4, TLR7, IGLV4-69",2.66240630280268e-116,115.574725667268
"195","INFLUENZA_UP","HPV-VLP_UP",1,1.09,"IFNG",1.5270561463953e-104,103.816144994626
"196","INFLUENZA_UP","FLUARIX FLUVIRIN_UP",16,17.39,"ARRB1, DPP3, IGLV3-25, SLX1B, SULT1A3, HERC2P3, IGHG1, IGHG2, IGHG3, IGHG4, IGHV1-69, IGLC1, IGLL5, IGLV1-44, IGLV3-19, SLX1A",5.46133738053389e-114,113.262700993584
"197","INFLUENZA_UP","FLUZONE_UP",0,0,"",8.12954148526514e-23,22.0899339483831
