"","genes","process","gene_set_short","go_term","immune_system","immune_sub_system","immune_tissue","set_size"
"317","TRB,TRA,TRBC2,TRDC,TRGC1,TRBV16,TRAV8-3,TRBJ2-7,TRBV25-1,TRGV1,TRAV26-2,TRGV10,TRAV9-1,TRBV6-8,TRDV2,TRAV35,TRGV2,TRBJ2-6,TRBV11-1,TRAV39,TRAV13-1,TRBV6-6,TRBV27,TRBD1,TRAV25,TRAV40,TRBJ1-6,TRAV38-2DV8,TRBV6-3,TRBV10-2,TRBV9,TRBV4-1,TRBV6-5,TRAV2,TRBV10-1,TRAV22,TRBV5-3,TRAV38-1,TRBJ1-2,TRBV6-2,TRBV17,TRAV4,TRBJ1-1,TRAV19,TRBJ2-1,TRBV3-1,TRAV1-2,TRBJ2-2,TRBV5-5,TRAV12-1,TRBV5-6,TRBV10-3,TRAV8-6,TRBJ1-3,TRGV8,TRGV4,TRAV9-2,TRBV5-4,TRDV3,TRBJ2-3,TRBV4-2,TRBV30,TRAV23DV6,TRAJ42,TRAV5,TRBV13,TRBV7-6,TRDD1,TRBV5-7,TRAV26-1,TRBV24-1,TRBV20-1,TRBJ1-5,TRAV8-2,TRGV5,TRAV36DV7,TRBJ2-4,TRDJ1,TRBV7-7,TRBJ2-5,TRBV11-3,TRBV28,TRBV6-7,TRBV7-8,TRAV24,TRAV6,TRBV19,TRAV13-2,TRBV18,TRAV21,TRAJ31,TRBV7-1,TRBV23-1,TRAV27,TRAV7,TRAV1-1,TRGJ1,TRAV10,TRAJ3,TRBV5-8,TRAV14DV4,TRGV11,TRBV12-5,TRAV8-1,TRBV12-4,TRBV6-1,TRBV2,TRBV11-2,TRBV7-2,TRBV7-4,TRBV29-1,TRBV6-4,TRAV18,TRBJ1-4,TRBV4-3,TRAV3,TRAV34,TRAV16,TRBV7-3,TRAV41,TRAV17,TRAV30,TRAV12-2,TRAV12-3,TRAV20,TRBV14,TRAT1,TRBV6-9,TRBV5-1,TRDV1,TRB,TRA,TRBC2,TRDC,TRGC1","TCR REPERTOIRE","BCR REPERTOIRE","Manual","Adaptive","Cellular","T cell",NA
"318","ZAP70,ITPKB,GATA3","THYMIC T CELL SELECTION","Selection, T cell, Thymic","GO:0045061","Adaptive","Cellular","T cell",3
"319","CCL20,CORO1A","THYMOCYTE MIGRATION","Migration, Thymocyte","GO:0072679","Adaptive","Cellular","Thymocyte",2
"320","ABL1,ASXL1,MAP2K1,HAND2,BCL2,MAP2K2,FOXI3,SOD1,PSEN1,CACNB4,TGFBR1,CRKL,MAPK3,EPHB3,SRF,LMO4,GATA3,PBX1,CCNB2,MAPK1,CTNNB1,RAG1,PRDX2,BRAF,TYR","THYMUS DEVELOPMENT","Development, Thymocyte","GO:0048538","Adaptive","Cellular","Thymocyte",25
"321","TIRAP","TIRAP-DEPENDENT TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","PRR, TIRAP dep, TLR4","GO:0035665","Innate","PRR","All",1
"322","LILRB4","TOLERANCE INDUCTION","Tolerance, Induction","GO:0002507","Adaptive","Tolerance","Undefined",1
"323","PSG9","TOLERANCE INDUCTION DEPENDENT UPON IMMUNE RESPONSE","Tolerance, Induction, immune response","GO:0002461","Adaptive","Tolerance","Undefined",1
"324","TNFAIP3,ACOD1","TOLERANCE INDUCTION TO LIPOPOLYSACCHARIDE","Tolerance, Induction, LPS","GO:0072573","Adaptive","Tolerance","Undefined",2
"325","PIK3AP1,TNIP2","TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY","PRR, TLR2, Pathway","GO:0034134","Innate","PRR","All",2
"326","TNIP2,SCIMP,TICAM1","TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY","PRR, TLR3, Pathway","GO:0034138","Innate","PRR","All",3
"327","TLR4,CD14,NAGLU,PIK3AP1,TRIL,NFKBIA,SCIMP,TIRAP,RELA","TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","PRR, TLR4, Pathway","GO:0034142","Innate","PRR","All",9
"328","PIK3AP1,SCIMP","TOLL-LIKE RECEPTOR 7 SIGNALING PATHWAY","PRR, TLR7, Pathway","GO:0034154","Innate","PRR","All",2
"329","TNIP2,PIK3AP1","TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY","PRR, TLR9, Pathway","GO:0034162","Innate","PRR","All",2
"330","AP3B1,TLR4,FOSL1,RPS6KA3,MAPKAPK2,PLCG2,BCL10,TICAM1,CTSS","TOLL-LIKE RECEPTOR SIGNALING PATHWAY","PRR, TLR, Pathway","GO:0002224","Innate","PRR","All",9
"331","SCIMP","TOLL-LIKE RECEPTOR TLR1:TLR2 SIGNALING PATHWAY","PRR, TLR1:2, Pathway","GO:0038123","Innate","PRR","All",1
"332","PRKCE,TICAM2,RAB11FIP2","TRAM-DEPENDENT TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY","PRR, TLR4 TRAM dep, Pathway","GO:0035669","Innate","PRR","All",3
"333","ABL1","TRANSITIONAL ONE STAGE B CELL DIFFERENTIATION","Differentiation, B cell, Transitional one stage","GO:0002333","Adaptive","Humoral","B cell",1
"334","TICAM2,TICAM1,TLR4,CD40","TRIF-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","PRR, TLR TRIF dep, Pathway","GO:0035666","Innate","PRR","All",4
"335","BCL6,FCER1A,IL10,IL33","TYPE 2 IMMUNE RESPONSE","Immune response, Th2","GO:0042092","Adaptive","Cellular","T cell",4
"336","FCER1A","TYPE I HYPERSENSITIVITY","Hypersensitivity, Type I","GO:0016068","Adaptive","Humoral","Allergy",1
"337","IFNE,STAT2,HDAC4,STAT1,IFITM1,JAK1,OAS2,TYK2,IFNAR1,IFNAR2,IFI27,TRIM65,TBKBP1,IFITM3,SP100,C9JQL5,IFITM2,IFNA8,MAVS","TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","Signaling, Interferon I, Pathway","GO:0060337","Innate","Interferon","Undefined",19
"338","STAT1,IRF1,JAK1,IFNGR1,TYK2,HCK,IFNGR2,SP100","TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","Signaling, Interferon II, Pathway","GO:0060333","Innate","Interferon","Undefined",8
"339","IFNGR1,IFNLR1,IL10RB,IFNL1,TYK2,IFNL4,IFNGR2,IFNL3,JAK1,IFNL2","TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","Signaling, Interferon III, Pathway","GO:0038196","Innate","Interferon","Undefined",10
"340","HMGB1,RAG2,RAG1,LIG4,HMGB2,PRKDC","V(D)J RECOMBINATION","V(D)J Recombination","GO:0033151","Adaptive","General","Lymphocyte",6
