process,genes,immune_set,set_size,immune_system,immune_subsystem,cells
ADAPTIVE IMMUNE SYSTEM,CELSR1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,DENND5B,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PAWR,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD180,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC100130100,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,POU2AF1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,FAM30A,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KLF8,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC652493,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGKC,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC284749,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,FCRL3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TBC1D9,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ALOX5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD69,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,FAIM3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGLV1-44,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGL@,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DOA,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DQA1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BTK,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CPNE5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CIITA,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TLR10,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGHG1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR18,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LY9,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,INPP5D,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SYK,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PIK3CD,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,VAV1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PLCG2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PIK3R5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PIK3R3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,RAC2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,JAM3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NEDD4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GAB2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,DUSP6,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NR3C2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NRXN3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LY86,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HBEGF,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC144481,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NR4A1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,DLL1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC100288911,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NR4A3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGKV4-1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC100287723,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC100289053,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGKV1D-13,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ITM2C,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC96610,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGLV4-60,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGLV3-19,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC91316,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC100290557,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGLV2-23,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGJ,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,OSBPL10,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CYAT1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LOC100293440,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TNFRSF17,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GNG7,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGLL3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,MGC29506,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGLL5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TXNDC5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,DERL3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,MUTED,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGHV3-48,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IGKV1-5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SSPN,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,AVPR1A,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KCNE4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HEPACAM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GYPA,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SEMA4B,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,EGF,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR37,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,C11orf87,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,USH2A,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PPP1R3A,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,OR12D3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,POPDC3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,DCC,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC12A1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GP5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CDH5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLITRK6,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DPB1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDHA3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRHDE,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GHR,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TAS2R13,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,FLRT2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TPTE,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TMEM100,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GYPE,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PLD4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ADAM7,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KCNMB3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR6,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CSPG4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SYT2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ROBO2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,FREM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRPC1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR116,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TMEM47,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SCN3A,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NPY1R,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LPPR4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NOX4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PDZK1IP1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CCR9,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GABBR1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,EDNRB,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GJC1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LHCGR,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDHB8,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NT5E,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PDPN,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDHB4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CLDN8,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LRRTM4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HRH4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NMBR,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NCAM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GRM5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TM4SF20,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IL5RA,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,JAM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IL28RA,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,MC3R,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,F2RL3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ASTN1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,MOGAT2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC26A7,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC24A1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TACR3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IL13RA2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IMPG2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LRRC19,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TMEFF2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDH10,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BTC,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR98,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,AGTR1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TMEM133,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,UGT2A3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,OR11A1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CSMD1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRPC7,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CCR6,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GABRA5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PLP1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CLCA4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CNR1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,EPHA3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC30A10,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SGCE,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CHRNB4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDHB10,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDHB16,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDHB15,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDHB14,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CADM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR85,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC6A15,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR87,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NLGN1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC13A1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,OR1E1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GABRB1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TAAR2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HHLA2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC17A6,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CNTNAP3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC6A16,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DPA1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ABCA8,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,OR2J2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CHL1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TMEM156,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC5A7,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,OR2W1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LPHN3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LPHN2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LRP1B,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PCDH20,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KCND2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC44A5,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ITGB6,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NLGN4Y,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CHRM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PTH2R,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HEPH,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BAI3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PTPRR,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SELE,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,FAM26F,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SCN1A,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HTR1E,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DMA,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,PPAP2C,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KCNG2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC5A4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CAV1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TEK,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TMEM37,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GP1BB,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC16A14,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ICAM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC44A1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CCR10,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CHRM1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CLPTM1L,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KCNN3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HM13,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR25,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KCNH1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TXNDC15,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SDC1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,DRD4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KRTCAP2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRAM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SCARB2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,AMIGO3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LGR4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TRHR,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GHSR,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,P2RY14,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC38A11,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,C4orf34,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CXCR4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TMEM56,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KCNJ16,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SLC26A3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,MUC15,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,OR1G1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TAS2R7,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HVCN1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GABRE,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CLDN17,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SORCS3,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LINGO1,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NKAIN4,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TAS2R10,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GRAMD1C,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TNFRSF13B,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ADAM2,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GLP2R,BTM,588,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ABL1,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,STAT5B,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IL2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,FAS,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,RPS6,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,AKT1,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TAP2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DOB,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,FBXO38,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,P0DOX7,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,MYO1G,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BTN3A2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-E,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD19,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,OTUD7B,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-C,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CLEC6A,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD1B,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LILRB2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,RAG1,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,JAK3,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,EOMES,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,THEMIS,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DMB,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD1C,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,NLRP10,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,P0DOX6,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LAG3,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DRB3,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,P0DOX8,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,SYK,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CTSS,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,RAPGEF3,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CSK,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD247,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ITK,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CX3CR1,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LILRA6,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BCL10,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BTLA,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LILRB4,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,VTCN1,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KLRC1,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TEC,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,KLRC2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,RAP1GAP2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ZNF683,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,TAP1,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,C17orf99,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD3G,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD8B,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LAIR1,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,RAP1GAP,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD7,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ARG2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ZAP70,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD160,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CTSH,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,ERAP2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BTK,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,MCOLN2,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,LILRA3,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,GPR183,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,RNF19B,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD1E,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,P0DOX5,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,BTNL8,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CD6,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,HLA-DRB4,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,IFNA8,ImmuneGO,860,NA,NA,NA
ADAPTIVE IMMUNE SYSTEM,CTLA4,ImmuneGO,860,NA,NA,NA
