"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"101","MONOV INFLUENZA A (D1)","STAMARIL (D3)",37,96,25,133,62,"APOBEC3A,BCL6,SCIMP,CASP1,CCR1,DDX60,FCER1G,GBP1,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IL1RN,LILRB1,MX1,OAS2,PARP9,SRC,STAT1,STAT2,TAP1,TNFSF10,CX3CR1,NRROS,IFITM1,TAP2,APOBEC3F,BST2,RIGI,EIF2AK2,IRF9,PSME1,TRIM21,TRIM22,ZC3HAV1",27.82,59.68,1.83489150907768e-12,1.83489150907768e-12
"102","MONOV INFLUENZA A (D1)","STAMARIL (D60)",5,128,3,133,8,"SCIMP,IFI30,IL15,STAT2,TAP1",3.76,62.5,0.000136572041752024,0.000136572041752024
"103","MONOV INFLUENZA A (D1)","STAMARIL (D7)",46,87,38,133,84,"APOBEC3A,BATF2,BCL6,SCIMP,CCR1,CD38,DDX60,FCER1G,GBP1,GBP2,GCH1,IDO1,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IL15,IL1RN,LILRB1,MX1,OAS2,PARP9,S100A12,SRC,STAT1,STAT2,TAP1,TNFSF10,IL1R2,CX3CR1,NRROS,IFITM1,TAP2,APOBEC3F,PML,BST2,RIGI,EIF2AK2,IRF9,PIK3AP1,PSME1,TRIM21,TRIM22,ZC3HAV1",34.59,54.76,7.21815490786943e-15,7.21815490786943e-15
"104","MONOV INFLUENZA A (D1)","HPV-VLP (D0)",27,106,37,133,64,"CD38,FCGR1A,FPR2,GBP1,GCH1,IDO1,IFI6,IFIT1,IFITM3,IL15,IRF1,MNDA,MX1,OAS2,PSMB9,RGS1,SRC,TNFSF10,CFB,IFITM1,TAP2,CCL2,PML,BST2,RIGI,EIF2AK2,TRIM21",20.3,42.19,2.38804296108488e-20,2.38804296108488e-20
"105","MONOV INFLUENZA A (D1)","PREVNAR (M8)",1,132,6,133,7,"GBP6",0.75,14.29,7.79540363753566e-10,7.79540363753566e-10
"106","MONOV INFLUENZA A (D1)","PREVNAR (M9)",2,131,12,133,14,"CD14,GBP6",1.5,14.29,8.05534977476742e-16,8.05534977476742e-16
"107","MONOV INFLUENZA A (D1)","DRYVAX (M48)",2,131,9,133,11,"CD14,CXCL6",1.5,18.18,1.10128139063606e-12,1.10128139063606e-12
"108","MONOV INFLUENZA A (D1)","DRYVAX (M9-M34)",0,133,2,133,2,"",0,0,0.000110558319513543,0.000110558319513543
"109","MONOV INFLUENZA A (D1)","BCG (W10)",23,110,40,133,63,"AIF1,CCR1,CD38,CTSS,GBP1,GBP2,IDO1,IFI30,IGSF6,IL1RN,IRF1,LTBR,LYZ,MNDA,MX1,PARP9,PSMB9,STAT1,IL1R2,CXCL8,NRROS,IRF9,TRIM22",17.29,36.51,3.08872941201295e-23,3.08872941201295e-23
"110","MONOV INFLUENZA A (D1)","PPD (W10)",15,118,30,133,45,"AIF1,CCR1,CTSS,GBP1,GBP2,IDO1,IFI30,IGSF6,IL1RN,LYZ,MNDA,PARP9,IL1R2,CXCL8,NRROS",11.28,33.33,6.7876202757473e-22,6.7876202757473e-22
"111","MONOV INFLUENZA A (D1)","TC-83 (D14)",9,124,41,133,50,"DDX60,GBP1,GCH1,IFI6,IFIT1,LYZ,OAS2,ERAP2,TRIM22",6.77,18,1.93999209385673e-31,1.93999209385673e-31
"112","MONOV INFLUENZA A (D1)","TC-83 (D2)",28,105,7,133,35,"APOBEC3A,BATF2,DDX60,GBP1,GCH1,IFI35,IFI6,IFIT1,IFIT2,IL1RN,MX1,OAS2,PARP9,STAT1,STAT2,TNFSF10,FCER1A,CXCL8,IFITM1,RNF213,CCL2,PML,BST2,RIGI,EIF2AK2,LIPA,TRIM22,ZC3HAV1",21.05,80,3.74431054776295e-05,3.74431054776295e-05
"113","MONOV INFLUENZA A (D1)","TC-83 (D7)",18,115,6,133,24,"CCR1,DDX60,GBP1,IFI35,IFI6,IFIT1,IFIT2,IL1RN,MX1,OAS2,PARP9,STAT2,TNFSF10,IFITM1,RNF213,RIGI,EIF2AK2,TRIM22",13.53,75,1.49890021142536e-05,1.49890021142536e-05
"114","MONOV INFLUENZA A (D1)","MVA85A (D1)",3,130,2,133,5,"CASP1,IDO1,PARP9",2.26,60,0.00110558319513543,0.00110558319513543
"115","MONOV INFLUENZA A (D1)","MVA85A (D28)",4,129,2,133,6,"GBP1,IFI35,PARP9,STAT1",3.01,66.67,0.00165837479270315,0.00165837479270315
"116","MONOV INFLUENZA A (D1)","BBIBP (V3, D14)",0,133,4,133,4,"",0,0,7.12054440834329e-08,7.12054440834329e-08
"117","MONOV INFLUENZA A (D1)","BBIBP (V3, D28)",1,132,0,133,1,"CXCL8",0.75,100,1,1
"118","MONOV INFLUENZA A (D1)","BNT (V1, D6)",0,133,2,133,2,"",0,0,0.000110558319513543,0.000110558319513543
"119","MONOV INFLUENZA A (D1)","BNT (V2, D1)",35,98,13,133,48,"BATF2,CLEC6A,DDX60,FCGR1A,GBP1,GBP2,GCH1,IDO1,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IL27,IL31RA,IRF1,MX1,OAS2,PARP9,STAT1,STAT2,TAP1,TNFSF10,CFB,RNF213,TAP2,CCL2,PML,BST2,RIGI,EIF2AK2,GBP6,IRF9,TRIM21,TRIM22",26.32,72.92,1.52065022457221e-07,1.52065022457221e-07
"120","MONOV INFLUENZA A (D1)","BNT (V3, D1)",38,95,24,133,62,"BATF2,CLEC6A,DDX60,FCGR1A,GBP1,GBP2,GCH1,HP,IDO1,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IL27,IL31RA,IRF1,MX1,OAS2,PARP9,PSMB9,STAT1,STAT2,TAP1,TNFSF10,CFB,IFITM1,RNF213,TAP2,CCL2,PML,ANXA3,RIGI,EIF2AK2,GBP6,PIK3AP1,TRIM22",28.57,61.29,7.62928574827033e-12,7.62928574827033e-12
"121","MONOV INFLUENZA A (D1)","BNT-I (D1)",7,126,60,133,67,"BCL3,CD14,FCAR,NFAM1,RGS1,IL1R2,CD22",5.26,10.45,1.57082115272111e-42,1.57082115272111e-42
"122","MONOV INFLUENZA A (D1)","BNT-I (D10, mild)",59,74,218,133,277,"IL23R,ADM,APOBEC3A,BATF2,BCL3,BCL6,BST1,CASP1,DDX60,FCER1G,FCGR1A,GBP1,GBP2,GCH1,HCK,HP,IFI30,IFI35,IFI6,IFIT1,IFITM3,IFNGR2,IL15,IL1RN,LILRA5,LILRA6,MX1,OAS2,PARP9,PSMB9,S100A12,STAT2,TAP1,IL1R1,IL1R2,MAP2K6,AZU1,FCER1A,CRTC3,CX3CR1,SPNS2,CFB,IFITM1,ADARB1,CD1E,JAK3,PML,ANXA3,BPI,CD22,EIF2AK2,GBP6,IRF9,PIK3AP1,PSMB8,PSME1,TRIM21,TRIM22,ZC3HAV1",44.36,21.3,1.90928213428201e-39,1.90928213428201e-39
"123","MONOV INFLUENZA A (D1)","BNT-I (D10, severe)",66,67,203,133,269,"IL23R,ADM,APOBEC3A,BATF2,BCL3,BCL6,BST1,CASP1,CD38,DDX60,FCAR,FCER1G,FCGR1A,GBP1,GBP2,HP,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IFNGR2,IL15,IL1RN,IL27,LILRA5,LILRA6,MX1,OAS2,PARP9,PKHD1L1,PSMB9,S100A12,STAT1,STAT2,TAP1,TLR4,TNFSF10,IL1R1,IL1R2,MAP2K6,AZU1,FCER1A,CX3CR1,CXCL8,CD40,CFB,IFITM1,RNF213,ADARB1,CD1E,CLU,FCGR2B,JAK3,PML,ANXA3,BPI,EIF2AK2,GBP6,PIK3AP1,PSMB8,TRIM21,TRIM22,ZC3HAV1,CSF1",49.62,24.54,1.73518413727676e-33,1.73518413727676e-33
"124","MONOV INFLUENZA A (D1)","BNT-I (D26, mild)",28,105,132,133,160,"ADM,AIF1,APOBEC3A,BCL3,BCL6,BST1,FCER1G,HP,IFI30,IFNGR2,LILRA3,LILRA5,LILRA6,S100A12,IL1R1,IL1R2,MAP2K6,CD40,PTK2,ADARB1,APOBEC3F,CCL2,JAK3,ANXA3,BPI,BTLA,CD22,TMEM229B",21.05,17.5,5.77711944431028e-48,5.77711944431028e-48
"125","MONOV INFLUENZA A (D1)","BNT-I (D26, severe)",3,130,32,133,35,"S100A12,CD40,BPI",2.26,8.57,4.72235785152518e-31,4.72235785152518e-31
"126","MONOV INFLUENZA A (D1)","BNT-I (D3)",18,115,32,133,50,"ADM,BCL3,BCL6,FCAR,FCGR1A,FCGR2A,FPR1,GBP2,HP,IRF1,LILRA5,RGS1,S100A12,IL1R2,MAP2K6,JAK3,ANXA3,GBP6",13.53,36,1.30260082310208e-21,1.30260082310208e-21
"127","MONOV INFLUENZA A (D1)","BNT-I (D4)",1,132,5,133,6,"PDE4B",0.75,16.67,1.54794443659636e-08,1.54794443659636e-08
"128","MONOV INFLUENZA A (D1)","BNT-I-BNT (D51, mild)",5,128,30,133,35,"AZU1,CD40,PTK2,BPI,CD22",3.76,14.29,6.38935017311363e-28,6.38935017311363e-28
"129","MONOV INFLUENZA A (D1)","BNT-I-BNT (D51, severe)",0,133,7,133,7,"",0,0,5.56814545538262e-12,5.56814545538262e-12
"130","MONOV INFLUENZA A (D1)","BNT-MO (V3, D1)",49,84,42,133,91,"APOBEC3A,BATF2,CASP1,CCR1,CLEC4G,CLEC6A,DDX60,FCGR1A,GBP1,GBP2,GCH1,HP,IDO1,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IL1RN,IL27,IL31RA,IRF1,LILRA5,MX1,OAS2,PARP9,PSMB9,RGS1,STAT1,STAT2,TAP1,TNFSF10,IFITM1,RNF213,TAP2,CCL2,PML,BST2,RIGI,EIF2AK2,GBP6,GPR65,IRF9,MDK,PDE4B,PIK3AP1,TRIM21,TRIM22",36.84,53.85,5.74421120639843e-15,5.74421120639843e-15
"131","MONOV INFLUENZA A (D1)","ChAd (V1, D3)",37,96,36,133,73,"AIF1,APOBEC3A,BATF2,SCIMP,CLEC6A,DDX60,FCER1G,FCGR1A,GBP1,IDO1,IFI30,IFI35,IFI6,IFIT1,IFITM3,IL15,IL27,IL31RA,LILRA5,LILRB1,LILRB4,MX1,OAS2,PARP9,PSMB9,SRC,STAT1,TNFSF10,IL1R1,IL1R2,CX3CR1,CXCL6,CXCL8,CFB,IFITM1,CCL2,CD1E",27.82,50.68,1.13145899214576e-16,1.13145899214576e-16
"132","MONOV INFLUENZA A (D1)","ChAd (V1, D6)",0,133,40,133,40,"",0,0,3.28611257157061e-40,3.28611257157061e-40
"133","MONOV INFLUENZA A (D1)","ChAd (V1, D7)",2,131,16,133,18,"CD38,AZU1",1.5,11.11,1.24996800511259e-19,1.24996800511259e-19
"134","MONOV INFLUENZA A (D1)","ChAd (V2, D1)",43,90,16,133,59,"APOBEC3A,BATF2,CASP1,CCR1,CLEC6A,DDX60,FCGR1A,FCGR2C,GBP1,GBP2,GCH1,IDO1,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IL1RN,IL27,IL31RA,MX1,NCF1,OAS2,PARP9,STAT1,STAT2,TAP1,TNFSF10,CFB,IFITM1,RNF213,TAP2,CCL2,PML,BST2,RIGI,EIF2AK2,GBP6,IRF9,MDK,TRIM21,TRIM22",32.33,72.88,8.96323535627522e-08,8.96323535627522e-08
"135","MONOV INFLUENZA A (D1)","ChAd (V2, D3)",0,133,5,133,5,"",0,0,2.57990739432729e-09,2.57990739432729e-09
"136","MONOV INFLUENZA A (D1)","ChAd (V2, D7)",0,133,1,133,1,"",0,0,0.00746268656716418,0.00746268656716418
"137","MONOV INFLUENZA A (D1)","ChAd-BNT (V2, D3)",39,94,42,133,81,"APOBEC3A,BATF2,SCIMP,CD38,CLEC4G,CLEC6A,DDX60,FCGR1A,FCGR2C,GBP1,GBP2,GCH1,IDO1,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IL1RN,IL27,IL31RA,MX1,NCF1,OAS2,PARP9,STAT1,STAT2,TAP1,TNFSF10,IL1R1,IL1R2,CFB,RNF213,CCL2,CLU,BST2,EIF2AK2,GSDMD,TRIM22",29.32,48.15,3.7590468311855e-18,3.7590468311855e-18
"138","MONOV INFLUENZA A (D1)","ChAd-BNT (V2, D7)",15,118,41,133,56,"ADM,BATF2,CCR1,CD38,FCGR1A,FPR1,FPR2,IFIT1,IFIT2,IL1RN,IL1R2,CXCL6,CXCL8,CCL2,CLU",11.28,26.79,1.25851167112674e-27,1.25851167112674e-27
"139","MONOV INFLUENZA A (D1)","ChAd-BNT (V3, D1)",56,77,50,133,106,"APOBEC3A,BATF2,SCIMP,CASP1,CLEC6A,DDX60,FCGR1A,FCGR2C,GBP1,GBP2,GCH1,IDO1,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFITM3,IL15,IL1RN,IL27,IL31RA,IRF1,LILRB1,LILRB4,MX1,OAS2,PARP9,PSMB9,RGS1,STAT1,STAT2,TAP1,TNFSF10,CD40,CD7,CFB,IFITM1,NLRC5,RNF213,TAP2,CCL2,FCGR2B,PML,BST2,CIITA,RIGI,EIF2AK2,GBP6,HLA-DMA,HLA-DMB,IRF9,PDE4B,PIK3AP1,TRIM21,TRIM22",42.11,52.83,2.16057876051097e-15,2.16057876051097e-15
"140","MONOV INFLUENZA A (D1)","I (D10, moderate)",56,77,144,133,200,"IL23R,ADM,APOBEC3A,BATF2,BCL3,BCL6,BST1,CASP1,CD38,CLEC6A,DDX60,FCAR,FCER1G,FCGR1A,GBP1,GBP2,GCH1,HP,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFNGR2,IL15,IL1RN,LILRA5,LILRA6,LILRB4,MX1,OAS2,PARP9,PKHD1L1,S100A12,STAT2,TAP1,TLR4,TNFSF10,IL1R1,IL1R2,MAP2K6,FCER1A,FLT1,CXCL8,SPNS2,CD7,CFB,IFITM1,CD1E,PML,ANXA3,BPI,EIF2AK2,GBP6,PIK3AP1,TRIM22",42.11,28,2.13611637582363e-32,2.13611637582363e-32
"141","MONOV INFLUENZA A (D1)","I (D10, severe)",41,92,186,133,227,"IL23R,APOBEC3A,BCL3,BCL6,BST1,CCR1,CCR2,FCAR,FCER1G,FPR1,HP,IDO1,IFNGR2,IL31RA,LILRA5,LILRA6,LILRB1,PARP9,S100A12,SRC,IL1R1,IL1R2,MAP2K6,AZU1,FCER1A,CX3CR1,FLT1,CD40,IFITM1,ADARB1,CCL2,JAK3,ANXA3,BPI,CIITA,EIF2AK2,HLA-DMA,HLA-DMB,TMEM229B,TRIM22,ZC3HAV1",30.83,18.06,4.34368866342741e-48,4.34368866342741e-48
"142","MONOV INFLUENZA A (D1)","I (D26, moderate)",20,113,117,133,137,"BCL6,BST1,CLEC6A,FCAR,FCER1G,HP,LILRA5,LILRA6,S100A12,IL1R1,IL1R2,MAP2K6,AZU1,FCER1A,MYB,FLT1,CD7,CLU,ANXA3,BPI",15.04,14.6,9.57122926197915e-51,9.57122926197915e-51
"143","MONOV INFLUENZA A (D1)","I (D26, severe)",37,96,177,133,214,"APOBEC3A,BCL3,BCL6,BST1,CD14,FCAR,FCER1G,FCGR1A,HP,IL1RN,LILRA6,LILRB1,PARP9,PKHD1L1,S100A12,SRC,IL1R1,IL1R2,MAP2K6,FCER1A,CX3CR1,FLT1,NRROS,SPNS2,CD40,CD7,ADARB1,JAK3,ANXA3,BPI,CIITA,EIF2AK2,GSDMD,MDK,PSMB10,TMEM229B,TRIM22",27.82,17.29,1.0762774305271e-49,1.0762774305271e-49
"144","MONOV INFLUENZA A (D1)","I (D51, moderate)",1,132,4,133,5,"BPI",0.75,20,3.56027220417164e-07,3.56027220417164e-07
"145","MONOV INFLUENZA A (D1)","I (D51, severe)",45,88,126,133,171,"IL23R,ADM,APOBEC3A,BATF2,BCL3,BCL6,FCAR,FCGR1A,FPR1,GBP1,GBP2,GCH1,IFI30,IFNGR2,IL1RN,IL27,IRF1,NCF1,PARP9,PSMB9,S100A12,STAT1,TAP1,IL1R1,IL1R2,MAP2K6,AZU1,FCER1A,FLT1,CXCL8,IFITM1,NLRC5,RNF213,ANXA3,BPI,EIF2AK2,GBP6,GPR65,LIMK1,PIK3AP1,PSMB10,PSMB8,PSME1,TRIM22,ZC3HAV1",33.83,26.32,1.16243633079976e-35,1.16243633079976e-35
"146","MONOV INFLUENZA A (D1)","I-I (D1)",1,132,6,133,7,"CD22",0.75,14.29,7.79540363753566e-10,7.79540363753566e-10
"147","MONOV INFLUENZA A (D1)","ZF2001 (V3, D07)",12,121,71,133,83,"ADM,BCL3,BCL6,CCR2,IL1RN,RGS1,CX3CR1,CXCL8,IRF2BP2,SPNS2,PDE4B,CSF1",9.02,14.46,9.23837259261794e-43,9.23837259261794e-43
"148","MONOV INFLUENZA A (D1)","ZF2001 (V3, D14)",4,129,9,133,13,"ADM,IL1RN,CXCL8,CSF1",3.01,30.77,1.43166580782688e-11,1.43166580782688e-11
"149","MONOV INFLUENZA A (D1)","ZF2001 (V3, D28)",3,130,6,133,9,"FPR2,CXCL8,CSF1",2.26,33.33,9.35448436504278e-09,9.35448436504278e-09
"150","PANDEMRIX (D0)","PANDEMRIX (D1)",0,2,33,2,33,"",0,0,0.00168067226890756,0.00168067226890756
"151","PANDEMRIX (D0)","INACTIVATED INFLUENZA (D0)",0,2,1,2,1,"",0,0,0.333333333333333,0.333333333333333
"152","PANDEMRIX (D0)","HEPATITIS B SURFACE ANTIGEN (D0)",0,2,7,2,7,"",0,0,0.0277777777777778,0.0277777777777778
"153","PANDEMRIX (D0)","HEPATITIS B SURFACE ANTIGEN (D28)",0,2,9,2,9,"",0,0,0.0181818181818182,0.0181818181818182
"154","PANDEMRIX (D0)","HEPATITIS B SURFACE ANTIGEN (D3)",0,2,9,2,9,"",0,0,0.0181818181818182,0.0181818181818182
"155","PANDEMRIX (D0)","HEPATITIS B SURFACE ANTIGEN (D35)",0,2,7,2,7,"",0,0,0.0277777777777778,0.0277777777777778
"156","PANDEMRIX (D0)","TWINRIX (D0)",0,2,111,2,111,"",0,0,0.00015802781289507,0.00015802781289507
"157","PANDEMRIX (D0)","TWINRIX (D1)",0,2,14,2,14,"",0,0,0.00833333333333334,0.00833333333333334
"158","PANDEMRIX (D0)","TWINRIX (W2)",0,2,4,2,4,"",0,0,0.0666666666666666,0.0666666666666666
"159","PANDEMRIX (D0)","TWINRIX (W3)",0,2,3,2,3,"",0,0,0.1,0.1
"160","PANDEMRIX (D0)","CN54GP140 (D7)",0,2,3,2,3,"",0,0,0.1,0.1
"161","PANDEMRIX (D0)","CN54GP140 (H6)",0,2,5,2,5,"",0,0,0.0476190476190476,0.0476190476190476
"162","PANDEMRIX (D0)","HIV-1 GAG-POL NEF (D1)",1,1,312,2,313,"SIRPA",50,0.32,0.00636942675159234,0.00636942675159234
"163","PANDEMRIX (D0)","HIV-1 GAG-POL NEF (D3)",0,2,44,2,44,"",0,0,0.000966183574879226,0.000966183574879226
"164","PANDEMRIX (D0)","HPV-VLP (M12)",0,2,6,2,6,"",0,0,0.0357142857142857,0.0357142857142857
"165","PANDEMRIX (D0)","HPV-VLP (M7)",0,2,3,2,3,"",0,0,0.1,0.1
"166","PANDEMRIX (D0)","FLUAD (D1)",0,2,37,2,37,"",0,0,0.00134952766531714,0.00134952766531714
"167","PANDEMRIX (D0)","SANOFI INFLUENZA (D0)",0,2,4,2,4,"",0,0,0.0666666666666666,0.0666666666666666
"168","PANDEMRIX (D0)","SANOFI INFLUENZA (D1)",0,2,31,2,31,"",0,0,0.0018939393939394,0.0018939393939394
"169","PANDEMRIX (D0)","FLUARIX FLUVIRIN (D1-D3)",0,2,4,2,4,"",0,0,0.0666666666666666,0.0666666666666666
"170","PANDEMRIX (D0)","SANOFI INFLUENZA (D14)",0,2,5,2,5,"",0,0,0.0476190476190476,0.0476190476190476
"171","PANDEMRIX (D0)","FLUARIX FLUVIRIN (D3)",1,1,134,2,135,"SIRPA",50,0.74,0.0147058823529412,0.0147058823529412
"172","PANDEMRIX (D0)","SANOFI INFLUENZA (D3)",0,2,3,2,3,"",0,0,0.1,0.1
"173","PANDEMRIX (D0)","FLUARIX FLUVIRIN (D7)",0,2,191,2,191,"",0,0,5.3972366148532e-05,5.3972366148532e-05
"174","PANDEMRIX (D0)","FLUARIX (D0)",1,1,65,2,66,"LYZ",50,1.52,0.0298507462686566,0.0298507462686566
"175","PANDEMRIX (D0)","FLUARIX (D28 VS D3)",0,2,3,2,3,"",0,0,0.1,0.1
"176","PANDEMRIX (D0)","FLUARIX FLUVIRIN (D1)",1,1,14,2,15,"SIRPA",50,6.67,0.125,0.125
"177","PANDEMRIX (D0)","FLUMIST (D7)",2,0,335,2,337,"LYZ,SIRPA",100,0.59,1,1
"178","PANDEMRIX (D0)","MENACTRA (D3)",0,2,48,2,48,"",0,0,0.000816326530612245,0.000816326530612245
"179","PANDEMRIX (D0)","MMR II (Y7)",1,1,200,2,201,"LYZ",50,0.5,0.0099009900990099,0.0099009900990099
"180","PANDEMRIX (D0)","MVA85A (D0)",0,2,4,2,4,"",0,0,0.0666666666666666,0.0666666666666666
"181","PANDEMRIX (D0)","MVA85A (D2)",0,2,38,2,38,"",0,0,0.00128205128205128,0.00128205128205128
"182","PANDEMRIX (D0)","TICE BGC RBCG (D14)",0,2,9,2,9,"",0,0,0.0181818181818182,0.0181818181818182
"183","PANDEMRIX (D0)","IMUVAC (D1)",0,2,10,2,10,"",0,0,0.0151515151515152,0.0151515151515152
"184","PANDEMRIX (D0)","TIV INFLUENZA (M12-13)",0,2,42,2,42,"",0,0,0.00105708245243129,0.00105708245243129
"185","PANDEMRIX (D0)","MENVEO ACWYVAX (D7)",0,2,27,2,27,"",0,0,0.00246305418719212,0.00246305418719212
"186","PANDEMRIX (D0)","MVA85A (H6)",0,2,20,2,20,"",0,0,0.00432900432900433,0.00432900432900433
"187","PANDEMRIX (D0)","FLUVIRIN PANDEMRIX (D7)",0,2,6,2,6,"",0,0,0.0357142857142857,0.0357142857142857
"188","PANDEMRIX (D0)","FLUARIX (D28)",1,1,118,2,119,"LYZ",50,0.84,0.0166666666666666,0.0166666666666666
"189","PANDEMRIX (D0)","INFLUENZA (D28)",0,2,2,2,2,"",0,0,0.333333333333333,0.333333333333333
"190","PANDEMRIX (D0)","FLUARIX (D3)",0,2,44,2,44,"",0,0,0.000966183574879226,0.000966183574879226
"191","PANDEMRIX (D0)","INFLUENZA (D3)",2,0,75,2,77,"LYZ,SIRPA",100,2.6,1,1
"192","PANDEMRIX (D0)","FLUZONE (D1)",0,2,5,2,5,"",0,0,0.0476190476190476,0.0476190476190476
"193","PANDEMRIX (D0)","BCG (D56)",0,2,12,2,12,"",0,0,0.010989010989011,0.010989010989011
"194","PANDEMRIX (D0)","ZOSTAVAX (D1)",1,1,38,2,39,"SIRPA",50,2.56,0.05,0.05
"195","PANDEMRIX (D0)","ZOSTAVAX (D14)",0,2,15,2,15,"",0,0,0.00735294117647058,0.00735294117647058
"196","PANDEMRIX (D0)","ZOSTAVAX (D28)",0,2,56,2,56,"",0,0,0.000604960677555959,0.000604960677555959
"197","PANDEMRIX (D0)","YF17D (D7)",0,2,7,2,7,"",0,0,0.0277777777777778,0.0277777777777778
"198","PANDEMRIX (D0)","ZOSTAVAX (D9)",0,2,12,2,12,"",0,0,0.010989010989011,0.010989010989011
"199","PANDEMRIX (D0)","ZOSTAVAX (H72)",0,2,8,2,8,"",0,0,0.0222222222222222,0.0222222222222222
"200","PANDEMRIX (D0)","ZOSTAVAX (D3)",1,1,26,2,27,"LYZ",50,3.7,0.0714285714285714,0.0714285714285714
"201","PANDEMRIX (D0)","ZOSTAVAX (H6)",1,1,63,2,64,"LYZ",50,1.56,0.0307692307692308,0.0307692307692308
"202","PANDEMRIX (D0)","INFLUENZA (D0)",0,2,4,2,4,"",0,0,0.0666666666666666,0.0666666666666666
"203","PANDEMRIX (D0)","PANDEMRIX (D7)",0,2,33,2,33,"",0,0,0.00168067226890756,0.00168067226890756
"204","PANDEMRIX (D0)","PFALCIPARUM RTSS (D1)",0,2,3,2,3,"",0,0,0.1,0.1
"205","PANDEMRIX (D0)","ATTENUVAX (D14)",0,2,7,2,7,"",0,0,0.0277777777777778,0.0277777777777778
"206","PANDEMRIX (D0)","WETVAX (ANY)",0,2,23,2,23,"",0,0,0.00333333333333333,0.00333333333333333
"207","PANDEMRIX (D0)","YF VAX (ANY)",0,2,29,2,29,"",0,0,0.0021505376344086,0.0021505376344086
"208","PANDEMRIX (D0)","CHAD63-KH (H24)",1,1,318,2,319,"LYZ",50,0.31,0.00625,0.00625
"209","PANDEMRIX (D0)","INACTIVATED INFLUENZA (D28)",1,1,83,2,84,"LYZ",50,1.19,0.0235294117647059,0.0235294117647059
"210","PANDEMRIX (D0)","INACTIVATED INFLUENZA (D7)",0,2,122,2,122,"",0,0,0.0001311303435615,0.0001311303435615
"211","PANDEMRIX (D0)","INACTIVATED INFLUENZA (D2)",0,2,26,2,26,"",0,0,0.00264550264550265,0.00264550264550265
"212","PANDEMRIX (D0)","PFALCIPARUM RTSS (D56)",0,2,22,2,22,"",0,0,0.0036231884057971,0.0036231884057971
"213","PANDEMRIX (D0)","LVS F TULARENSIS (H336)",0,2,35,2,35,"",0,0,0.0015015015015015,0.0015015015015015
"214","PANDEMRIX (D0)","LVS F TULARENSIS (H48)",0,2,50,2,50,"",0,0,0.000754147812971343,0.000754147812971343
"215","PANDEMRIX (D0)","HIV LIPO 5 (D1)",0,2,1,2,1,"",0,0,0.333333333333333,0.333333333333333
"216","PANDEMRIX (D0)","HIV LIPO 5 (W14)",0,2,12,2,12,"",0,0,0.010989010989011,0.010989010989011
"217","PANDEMRIX (D0)","FLUMIST (D3)",0,2,101,2,101,"",0,0,0.000190367409099563,0.000190367409099563
"218","PANDEMRIX (D0)","TC-83 (H24)",0,2,20,2,20,"",0,0,0.00432900432900433,0.00432900432900433
"219","PANDEMRIX (D0)","RVSV ZEBOV (D7)",0,2,4,2,4,"",0,0,0.0666666666666666,0.0666666666666666
"220","PANDEMRIX (D0)","LVS F TULARENSIS (H18)",0,2,33,2,33,"",0,0,0.00168067226890756,0.00168067226890756
"221","PANDEMRIX (D0)","LVS F TULARENSIS (H192)",0,2,32,2,32,"",0,0,0.0017825311942959,0.0017825311942959
"222","PANDEMRIX (D0)","CN54GP140 (D1)",0,2,8,2,8,"",0,0,0.0222222222222222,0.0222222222222222
"223","PANDEMRIX (D0)","CN54GP140 (D3)",0,2,4,2,4,"",0,0,0.0666666666666666,0.0666666666666666
"224","PANDEMRIX (D0)","HPV-VLP (M2)",0,2,82,2,82,"",0,0,0.000286861732644865,0.000286861732644865
"225","PANDEMRIX (D0)","INFLUENZA (D1)",0,2,36,2,36,"",0,0,0.00142247510668563,0.00142247510668563
"226","PANDEMRIX (D0)","FLUARIX FLUVIRIN (D28)",0,2,20,2,20,"",0,0,0.00432900432900433,0.00432900432900433
"227","PANDEMRIX (D0)","MONOV INFLUENZA A (D28)",0,2,15,2,15,"",0,0,0.00735294117647058,0.00735294117647058
"228","PANDEMRIX (D0)","MONOV INFLUENZA A (D3)",0,2,21,2,21,"",0,0,0.00395256916996048,0.00395256916996048
"229","PANDEMRIX (D0)","PANDEMRIX (D3)",0,2,3,2,3,"",0,0,0.1,0.1
"230","PANDEMRIX (D0)","PANDEMRIX (D30)",0,2,3,2,3,"",0,0,0.1,0.1
"231","PANDEMRIX (D0)","FLUAD (D7)",0,2,30,2,30,"",0,0,0.00201612903225806,0.00201612903225806
