Source,Target,Type,Id,Label,Weight
PLEKHM2,NK CELL,Undirected,511,,1
LILRB1,Immune system,Undirected,512,,2
"ZF2001 (V3, D07)",ULBP3,Undirected,513,,1
Immune system,IGLV10-54,Undirected,514,,2
"ZF2001 (V3, D07)",ATP4A,Undirected,515,,1
TNFSF15,OTHER,Undirected,516,,1
Immune system,CFHR5,Undirected,517,,1
KLRC4,Interspecies interaction,Undirected,518,,1
VAV3,Immune system,Undirected,519,,2
SNORD16,"ChAd-BNT (V2, D3)",Undirected,520,,1
OPTN,Metabolism,Undirected,521,,1
Reg. of BP,MPO,Undirected,522,,2
TXK,Interspecies interaction,Undirected,523,,2
Immune system,IGHV3-33,Undirected,524,,1
TULP2,"ChAd-BNT (V3, D1)",Undirected,525,,1
Immune system,IGHV3-30,Undirected,526,,1
SORT1,MONOV INFLUENZA A (D1),Undirected,527,,1
PANDEMRIX (D7),PAG1,Undirected,528,,1
SBDS,Immune system,Undirected,529,,2
WNK4,Immune system,Undirected,530,,1
ZNFX1,HIV-1 GAG-POL NEF (D3),Undirected,531,,1
NAT8,"ChAd-BNT (V2, D3)",Undirected,532,,1
SUPV3L1,FLUMIST (D3),Undirected,533,,1
FLUARIX FLUVIRIN (D3),ABCD3,Undirected,534,,1
Cellular,CAMK4,Undirected,535,,2
IRF8,ADAPTIVE IMMUNE SYSTEM,Undirected,536,,1
"ZF2001 (V3, D14)",CHRNB2,Undirected,537,,1
Cellular,CAMLG,Undirected,538,,2
ZFP36L1,FLUMIST (D3),Undirected,539,,1
Immune system,IGHV3-48,Undirected,540,,1
KAT7,Immune system,Undirected,541,,2
Interspecies interaction,EDNRB,Undirected,542,,2
"ZF2001 (V3, D07)",SORCS1,Undirected,543,,1
HUMORAL ADAPTIVE IMMUNE SYSTEM,FCRL1,Undirected,544,,1
RIGI,FLUARIX FLUVIRIN (D3),Undirected,545,,1
IL27,"BNT-MO (V3, D1)",Undirected,546,,1
RSPH9,"BNT (V2, D1)",Undirected,547,,1
"ZF2001 (V3, D07)",BARHL1,Undirected,548,,1
"ZF2001 (V3, D14)",CHRNA2,Undirected,549,,1
"ZF2001 (V3, D07)",NALF1,Undirected,550,,1
RAB29,Cellular,Undirected,551,,1
MIR215,"ChAd-BNT (V2, D7)",Undirected,552,,1
PYHIN1,Interspecies interaction,Undirected,553,,2
Metabolism,FZD5,Undirected,554,,1
Reg. of BP,MPL,Undirected,555,,2
NK CELL,MERTK,Undirected,556,,1
SCN2B,BNT-I (D3),Undirected,557,,1
"ZF2001 (V3, D07)",GPRC5C,Undirected,558,,1
SLC18A2,INNATE IMMUNE SYSTEM,Undirected,559,,1
NQO2,BNT-I (D3),Undirected,560,,1
NR2E1,BNT-I (D3),Undirected,561,,1
LILRA1,Immune system,Undirected,562,,2
MICA,Interspecies interaction,Undirected,563,,1
TUBB,FLUARIX FLUVIRIN (D3),Undirected,564,,1
SLIT2,"ChAd (V1, D3)",Undirected,565,,1
FLUARIX FLUVIRIN (D3),APLP2,Undirected,566,,1
Immune system,IGHV3-53,Undirected,567,,2
Metabolism,IFNA14,Undirected,568,,2
Reg. of BP,MOG,Undirected,569,,1
PBX1,NK CELL,Undirected,570,,1
"ZF2001 (V3, D07)",IHH,Undirected,571,,1
"ZF2001 (V3, D07)",PDIA2,Undirected,572,,1
Metabolism,IFNA10,Undirected,573,,2
SNCA,HPV-VLP (M2),Undirected,574,,1
ZNFX1,WETVAX (D2-4),Undirected,575,,1
SLC23A1,"BNT (V3, D1)",Undirected,576,,1
Immune system,IGHG1,Undirected,577,,2
LGALS1,Cellular,Undirected,578,,2
Immune system,IGHG2,Undirected,579,,1
USB1,FLUARIX FLUVIRIN (D3),Undirected,580,,1
FLUZONE (D7),CTBP2,Undirected,581,,1
HES4,"ChAd-BNT (V3, D1)",Undirected,582,,1
Immune system,IGHG3,Undirected,583,,2
INNATE IMMUNE SYSTEM,BAK1,Undirected,584,,1
Immune system,IGHG4,Undirected,585,,1
OR56B1,"ChAd (V2, D1)",Undirected,586,,1
SYAP1,FLUMIST (D3),Undirected,587,,1
Metabolism,IFNA17,Undirected,588,,2
Metabolism,IFNA16,Undirected,589,,2
IL36A,Cellular,Undirected,590,,2
NRROS,Metabolism,Undirected,591,,2
NMI,Cellular,Undirected,592,,1
STAMARIL (D3),DHX58,Undirected,593,,1
INNATE IMMUNE SYSTEM,ADAM10,Undirected,594,,1
PRKCQ,Cellular,Undirected,595,,2
PRKD2,Cellular,Undirected,596,,2
WETVAX (D5-7),SMPDL3A,Undirected,597,,1
STAMARIL (D7),FIS1,Undirected,598,,1
TNFSF11,MONOCYTES,Undirected,599,,1
TLR4,Cellular,Undirected,600,,2
INNATE IMMUNE SYSTEM,ADAM15,Undirected,601,,1
MONOV INFLUENZA A (D1),DUSP5,Undirected,602,,1
SMPDL3B,BNT-I (D1),Undirected,603,,1
TRIM40,Interspecies interaction,Undirected,604,,1
MONOV INFLUENZA A (D1),DUSP6,Undirected,605,,1
INNATE IMMUNE SYSTEM,ADAM17,Undirected,606,,1
MONOV INFLUENZA A (D1),DUSP1,Undirected,607,,1
PHF24,"ChAd-BNT (V2, D7)",Undirected,608,,1
PIK3CA,Metabolism,Undirected,609,,2
LVS F TULARENSIS (H48),CD209,Undirected,610,,1
MONOV INFLUENZA A (D1),DUSP3,Undirected,611,,1
PAN2,MONOV INFLUENZA A (D1),Undirected,612,,1
HP,BNT-I (D3),Undirected,613,,1
SOCS3,"BNT-MO (V3, D1)",Undirected,614,,1
STAMARIL (D10),PLSCR1,Undirected,615,,1
Reg. of BP,CHD7,Undirected,616,,2
Metabolism,IFNA21,Undirected,617,,2
LONRF3,BNT-I (D1),Undirected,618,,1
STT3B,FLUMIST (D3),Undirected,619,,1
TRIM34,Metabolism,Undirected,620,,1
IL23A,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,621,,1
T CELLS,PKNOX1,Undirected,622,,1
SNORD16,"ChAd-BNT (V2, D7)",Undirected,623,,1
PREP,HPV-VLP (M2),Undirected,624,,1
MONOV INFLUENZA A (D1),CMAHP,Undirected,625,,1
LVS F TULARENSIS (H48),IFNA17,Undirected,626,,1
OAS2,FLUMIST (D3),Undirected,627,,1
USP51,"BNT-MO (V3, D1)",Undirected,628,,1
ANTIMICROBIAL RESPONSE,ADM,Undirected,629,,1
SFPQ,FLUMIST (D3),Undirected,630,,1
ERMAP,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,631,,1
OR52H1,"ChAd-BNT (V3, D1)",Undirected,632,,1
TAP2,HPV-VLP (M2),Undirected,633,,1
IL9,Cellular,Undirected,634,,1
RAB29,Interspecies interaction,Undirected,635,,1
GBP5,"BNT (V2, D1)",Undirected,636,,1
YF VAX (ANY),ICAM3,Undirected,637,,1
NK CELL,KIR3DL1,Undirected,638,,1
KIF14,"ChAd (V1, D7)",Undirected,639,,1
WETVAX (D5-7),PFKFB3,Undirected,640,,1
SLC40A1,Immune system,Undirected,641,,2
Cellular,ADAM9,Undirected,642,,1
"ZF2001 (V3, D07)",PPP1R15A,Undirected,643,,1
Cellular,ADAM8,Undirected,644,,2
"ZF2001 (V3, D07)",PPP1R15B,Undirected,645,,1
GBP3,"ChAd (V2, D1)",Undirected,646,,1
GPR84,"BNT (V2, D1)",Undirected,647,,1
"ZF2001 (V3, D07)",IL2,Undirected,648,,1
TRAPPC3L,"ChAd-BNT (V2, D7)",Undirected,649,,1
HYDIN,"ChAd-BNT (V3, D1)",Undirected,650,,1
MRC1,Immune system,Undirected,651,,2
YTHDF2,INNATE IMMUNE SYSTEM,Undirected,652,,1
FLUARIX FLUVIRIN (D3),ABCA7,Undirected,653,,1
NCOA2,FLUMIST (D3),Undirected,654,,1
IL5RA,Cellular,Undirected,655,,1
PGAP1,"ChAd-BNT (V2, D3)",Undirected,656,,1
TRBJ1-4,Immune system,Undirected,657,,1
NR4A3,"BNT-MO (V3, D1)",Undirected,658,,1
LVS F TULARENSIS (H48),IFNA10,Undirected,659,,1
NFAM1,B CELLS,Undirected,660,,1
TGFBR1,Reg. of BP,Undirected,661,,2
HNRNPA0,FLUMIST (D3),Undirected,662,,1
CR1,BNT-I (D3),Undirected,663,,1
Interspecies interaction,ANKRD17,Undirected,664,,2
RPL13A,Cellular,Undirected,665,,1
MAVS,Immune system,Undirected,666,,1
LVS F TULARENSIS (H336),HLA-DQB1,Undirected,667,,1
INFLUENZA (D1),CIAO3,Undirected,668,,1
C1QBP,ADAPTIVE IMMUNE SYSTEM,Undirected,669,,1
STK39,Reg. of BP,Undirected,670,,2
SLAMF7,Cellular,Undirected,671,,2
NCAPH2,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,672,,1
Interspecies interaction,FCER2,Undirected,673,,2
SOCS1,FLUENZ (D6-7),Undirected,674,,1
SNORD53,"ChAd-BNT (V2, D3)",Undirected,675,,1
SCRIB,Cellular,Undirected,676,,1
TICAM2,FLUMIST (D3),Undirected,677,,1
"ZF2001 (V3, D14)",SBDS,Undirected,678,,1
KLHL13,"ChAd (V2, D3)",Undirected,679,,1
SLC25A16,FLUARIX FLUVIRIN (D3),Undirected,680,,1
Reg. of BP,CHGA,Undirected,681,,2
LILRB1,FLUARIX FLUVIRIN (D3),Undirected,682,,1
VPS45,FLUARIX FLUVIRIN (D3),Undirected,683,,1
Interspecies interaction,CARD9,Undirected,684,,2
Interspecies interaction,CARD8,Undirected,685,,1
IFI35,FLUMIST (D3),Undirected,686,,1
MX1,ANTIVIRAL AND INTERFERON,Undirected,687,,1
"ZF2001 (V3, D07)",TUBB3,Undirected,688,,1
KCNJ14,HPV-VLP (M2),Undirected,689,,1
"ZF2001 (V3, D07)",TUBB8,Undirected,690,,1
MAP3K8,ADAPTIVE IMMUNE SYSTEM,Undirected,691,,1
FLUMIST (D3),ALDH9A1,Undirected,692,,1
BTNL8,ADAPTIVE IMMUNE SYSTEM,Undirected,693,,1
PPM1A,FLUMIST (D3),Undirected,694,,1
SDAD1,FLUARIX FLUVIRIN (D3),Undirected,695,,1
SCN3A,BNT-I (D1),Undirected,696,,1
MYO7B,"ChAd-BNT (V2, D3)",Undirected,697,,1
Reg. of BP,MST1R,Undirected,698,,1
STAMARIL (D7),KYNU,Undirected,699,,1
"ZF2001 (V3, D14)",IL6,Undirected,700,,1
EFR3B,"ChAd-BNT (V3, D1)",Undirected,701,,1
Reg. of BP,MYB,Undirected,702,,2
SLAMF7,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,703,,1
TNFAIP8L2,ADAPTIVE IMMUNE SYSTEM,Undirected,704,,1
GLYATL2,"ChAd-BNT (V2, D7)",Undirected,705,,1
IDO1,"ChAd-BNT (V2, D3)",Undirected,706,,1
RAB17,HPV-VLP (M2),Undirected,707,,1
FBXO33,BNT-I (D4),Undirected,708,,1
TNIP2,Interspecies interaction,Undirected,709,,1
RNU6-1,"BNT (V2, D1)",Undirected,710,,1
SIDT2,HIV-1 GAG-POL NEF (D3),Undirected,711,,1
Immune system,IGHA1,Undirected,712,,2
STAMARIL (D3),HK3,Undirected,713,,1
Immune system,IGHA2,Undirected,714,,2
NCKAP1L,HUMORAL ADAPTIVE IMMUNE SYSTEM,Undirected,715,,1
WETVAX (D2-4),BCL6,Undirected,716,,1
NDN,"ChAd (V1, D3)",Undirected,717,,1
TNFSF9,BNT-I (D3),Undirected,718,,1
Cellular,CRCP,Undirected,719,,1
WETVAX (D5-7),S100A9,Undirected,720,,1
SLAMF6,Immune system,Undirected,721,,2
RRAD,"ChAd-BNT (V2, D3)",Undirected,722,,1
SKIL,ADAPTIVE IMMUNE SYSTEM,Undirected,723,,1
STAMARIL (D10),CYP27A1,Undirected,724,,1
Immune system,AZU1,Undirected,725,,2
TAX1BP1,Metabolism,Undirected,726,,1
Reg. of BP,MEFV,Undirected,727,,2
SNORA11,"ChAd (V2, D1)",Undirected,728,,1
FBXO33,BNT-I (D3),Undirected,729,,1
HOXA3,"BNT (V3, D1)",Undirected,730,,1
FOSL1,"BNT-MO (V3, D1)",Undirected,731,,1
UBD,Immune system,Undirected,732,,1
PLD4,Cellular,Undirected,733,,1
PHF5A,FLUARIX FLUVIRIN (D3),Undirected,734,,1
"ChAd-BNT (V2, D7)",BASP1,Undirected,735,,1
STAMARIL (D10),GADD45B,Undirected,736,,1
LDB2,"ChAd (V1, D3)",Undirected,737,,1
SIT1,Reg. of BP,Undirected,738,,1
WETVAX (D2-4),MCL1,Undirected,739,,1
HERC5,"BNT (V3, D1)",Undirected,740,,1
TRAPPC3L,"ChAd-BNT (V2, D3)",Undirected,741,,1
"ZF2001 (V3, D14)",ESRP2,Undirected,742,,1
RBM19,FLUARIX FLUVIRIN (D3),Undirected,743,,1
NF1,Cellular,Undirected,744,,2
SNRNP25,MONOV INFLUENZA A (D1),Undirected,745,,1
DEFA1,Cellular,Undirected,746,,2
PLEC,ADAPTIVE IMMUNE SYSTEM,Undirected,747,,1
STAMARIL (D3),MPZL1,Undirected,748,,1
SERPINB2,INFLUENZA (D1),Undirected,749,,1
OASL,MONOV INFLUENZA A (D1),Undirected,750,,1
Metabolism,EXOSC9,Undirected,751,,1
Interspecies interaction,CSF1R,Undirected,752,,2
Metabolism,LSM14A,Undirected,753,,1
PIK3R2,Cellular,Undirected,754,,1
GEMIN7,FLUMIST (D3),Undirected,755,,1
TREM1,Cellular,Undirected,756,,2
WETVAX (D5-7),TMSB15A,Undirected,757,,1
GAS7,BNT-I (D3),Undirected,758,,1
"ZF2001 (V3, D07)",TNNT2,Undirected,759,,1
SPI1,Immune system,Undirected,760,,2
GPLD1,COMPLEMENT IMMUNE SYSTEM,Undirected,761,,1
Reg. of BP,MX1,Undirected,762,,2
NKG7,Cellular,Undirected,763,,2
Reg. of BP,MX2,Undirected,764,,2
STAMARIL (D7),ACTA2,Undirected,765,,1
TNFSF9,BNT-I (D1),Undirected,766,,1
FLUARIX FLUVIRIN (D3),CTLA4,Undirected,767,,1
HADH,FLUARIX FLUVIRIN (D3),Undirected,768,,1
NCK1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,769,,1
PTS,FLUARIX FLUVIRIN (D3),Undirected,770,,1
PDZD8,BNT-I (D3),Undirected,771,,1
VIM,Immune system,Undirected,772,,1
"ZF2001 (V3, D14)",PITX2,Undirected,773,,1
Metabolism,MMP2,Undirected,774,,1
YF17D (D3),HERC5,Undirected,775,,1
NR4A3,INNATE IMMUNE SYSTEM,Undirected,776,,1
"ZF2001 (V3, D28)",CFAP20,Undirected,777,,1
ZBTB7B,INNATE IMMUNE SYSTEM,Undirected,778,,1
Metabolism,BMP6,Undirected,779,,2
"ZF2001 (V3, D14)",WNT4,Undirected,780,,1
NOCT,BNT-I (D1),Undirected,781,,1
Reg. of BP,APOBEC3A,Undirected,782,,2
PMS2,Metabolism,Undirected,783,,2
Reg. of BP,APOBEC3B,Undirected,784,,2
STAMARIL (D7),ALDH3B1,Undirected,785,,1
Reg. of BP,APOBEC3C,Undirected,786,,1
Reg. of BP,APOBEC3D,Undirected,787,,2
SELP,OTHER,Undirected,788,,1
YWHAE,FLUARIX FLUVIRIN (D3),Undirected,789,,1
"ChAd-BNT (V2, D3)",CREM,Undirected,790,,1
Reg. of BP,APOBEC3F,Undirected,791,,2
INNATE IMMUNE SYSTEM,BATF,Undirected,792,,1
WFDC10A,Metabolism,Undirected,793,,1
Reg. of BP,APOBEC3G,Undirected,794,,2
Reg. of BP,NEDD9,Undirected,795,,1
MICOS10,FLUMIST (D3),Undirected,796,,1
EOSINOPHIL,CCL1,Undirected,797,,1
"ZF2001 (V3, D07)",TSHR,Undirected,798,,1
Reg. of BP,NEDD4,Undirected,799,,1
EOSINOPHIL,CCL3,Undirected,800,,1
EOSINOPHIL,CCL2,Undirected,801,,1
STAMARIL (D3),SEPTIN4,Undirected,802,,1
SNCA,Immune system,Undirected,803,,2
EOSINOPHIL,CCL5,Undirected,804,,1
MONOV INFLUENZA A (D1),KLF4,Undirected,805,,1
EOSINOPHIL,CCL4,Undirected,806,,1
MONOV INFLUENZA A (D1),KLF5,Undirected,807,,1
T CELLS,IL7,Undirected,808,,1
EOSINOPHIL,CCL7,Undirected,809,,1
SPNS2,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,810,,1
TMIGD2,Metabolism,Undirected,811,,1
OASL,MONOV INFLUENZA A (D3),Undirected,812,,1
JAK3,BNT-I (D3),Undirected,813,,1
EOSINOPHIL,CCL8,Undirected,814,,1
MSH2,Cellular,Undirected,815,,2
T CELLS,IL2,Undirected,816,,1
Metabolism,MNDA,Undirected,817,,2
POLR3E,Metabolism,Undirected,818,,1
TOMM40L,BNT-I (D1),Undirected,819,,1
MRPL41,"ChAd-BNT (V2, D3)",Undirected,820,,1
MONOV INFLUENZA A (D1),LMO2,Undirected,821,,1
ERCC1,Cellular,Undirected,822,,2
KIR3DL1,"ChAd (V2, D1)",Undirected,823,,1
MMP12,MENACTRA (D3),Undirected,824,,2
RASGRF1,"ChAd-BNT (V3, D1)",Undirected,825,,1
IFIT1,"BNT-MO (V3, D1)",Undirected,826,,1
ERCC1,ADAPTIVE IMMUNE SYSTEM,Undirected,827,,1
Interspecies interaction,CASP1,Undirected,828,,1
Interspecies interaction,CASP4,Undirected,829,,2
Interspecies interaction,CASP3,Undirected,830,,1
LY96,LVS F TULARENSIS (H48),Undirected,831,,1
WETVAX (D5-7),PDP1,Undirected,832,,1
Interspecies interaction,CASP6,Undirected,833,,2
MYD88,LVS F TULARENSIS (H336),Undirected,834,,1
Interspecies interaction,CASP8,Undirected,835,,1
SLITRK5,"BNT-MO (V3, D1)",Undirected,836,,1
UNC13A,"ChAd-BNT (V2, D7)",Undirected,837,,1
MONOV INFLUENZA A (D1),LMNA,Undirected,838,,1
EXOC3L1,"BNT (V2, D1)",Undirected,839,,1
"ChAd-BNT (V3, D1)",ARFGEF3,Undirected,840,,1
INFLUENZA (D1),FUNDC1,Undirected,841,,1
PERP,BNT-I (D1),Undirected,842,,1
PRKCE,Interspecies interaction,Undirected,843,,1
LCOR,FLUMIST (D3),Undirected,844,,1
RNU6-9,"ChAd (V2, D1)",Undirected,845,,1
"ZF2001 (V3, D07)",HRC,Undirected,846,,1
Reg. of BP,IL6ST,Undirected,847,,2
NDUFB3,FLUMIST (D3),Undirected,848,,1
IFNK,Cellular,Undirected,849,,2
STAT5B,Reg. of BP,Undirected,850,,2
GJB6,"ChAd (V1, D3)",Undirected,851,,1
PIK3CG,ADAPTIVE IMMUNE SYSTEM,Undirected,852,,1
VWCE,BNT-I (D4),Undirected,853,,1
SPRR2A,Immune system,Undirected,854,,1
WETVAX (D5-7),CREG1,Undirected,855,,1
VNN1,Cellular,Undirected,856,,2
RBM27,FLUMIST (D3),Undirected,857,,1
IL9,ADAPTIVE IMMUNE SYSTEM,Undirected,858,,1
HUMORAL ADAPTIVE IMMUNE SYSTEM,ABL1,Undirected,859,,1
Reg. of BP,LAT,Undirected,860,,2
GPX2,BNT-I (D4),Undirected,861,,1
STAMARIL (D7),ASCL2,Undirected,862,,1
FLUMIST (D3),BAZ2A,Undirected,863,,1
STAMARIL (D3),MOV10,Undirected,864,,1
TRGV9,Interspecies interaction,Undirected,865,,2
CD79A,B CELLS,Undirected,866,,1
"ZF2001 (V3, D07)",LIN28B,Undirected,867,,1
"ZF2001 (V3, D07)",LIN28A,Undirected,868,,1
TRIM69,FLUARIX FLUVIRIN (D3),Undirected,869,,1
T CELLS,EOMES,Undirected,870,,1
SHKBP1,BNT-I (D1),Undirected,871,,1
RBM38,FLUMIST (D3),Undirected,872,,1
Interspecies interaction,BLK,Undirected,873,,2
"BNT (V2, D1)",AIM2,Undirected,874,,1
OAS1,"BNT (V2, D1)",Undirected,875,,1
S100A12,INFLUENZA (D1),Undirected,876,,1
HPS5,FLUARIX FLUVIRIN (D3),Undirected,877,,1
STAMARIL (D3),H4C3,Undirected,878,,1
FGF13,"BNT-MO (V3, D1)",Undirected,879,,1
"ZF2001 (V3, D07)",PDILT,Undirected,880,,1
RAB20,"BNT-MO (V3, D1)",Undirected,881,,1
TLR7,"BNT (V2, D1)",Undirected,882,,1
FRMD3,"BNT-MO (V3, D1)",Undirected,883,,1
HPV-VLP (M2),HOXC11,Undirected,884,,1
INNATE IMMUNE SYSTEM,HRH1,Undirected,885,,1
FLUMIST (D3),FASTKD2,Undirected,886,,1
INPP5D,IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE,Undirected,887,,1
STAMARIL (D3),GRN,Undirected,888,,1
"ZF2001 (V3, D14)",IDO2,Undirected,889,,1
"ZF2001 (V3, D07)",SEZ6L2,Undirected,890,,1
PIK3R6,Interspecies interaction,Undirected,891,,1
STAMARIL (D7),SQOR,Undirected,892,,1
NEURL3,Interspecies interaction,Undirected,893,,2
"ZF2001 (V3, D07)",LRIT3,Undirected,894,,1
IFNA4,Cellular,Undirected,895,,1
EMILIN2,"ChAd-BNT (V3, D1)",Undirected,896,,1
FCER2,Cellular,Undirected,897,,2
CD1E,ADAPTIVE IMMUNE SYSTEM,Undirected,898,,1
STAMARIL (D7),GNLY,Undirected,899,,1
DTX3L,"ChAd (V2, D1)",Undirected,900,,1
S100A8,HPV-VLP (M2),Undirected,901,,1
NEUTROPHIL,EMP2,Undirected,902,,1
Reg. of BP,ABL1,Undirected,903,,1
TIFA,"ChAd-BNT (V3, D1)",Undirected,904,,1
"ChAd (V2, D1)",CARD16,Undirected,905,,1
BNT-I (D3),ADORA2A,Undirected,906,,1
ZBTB1,ADAPTIVE IMMUNE SYSTEM,Undirected,907,,1
MAEA,HPV-VLP (M2),Undirected,908,,1
OXR1,MONOV INFLUENZA A (D1),Undirected,909,,1
"ZF2001 (V3, D14)",TUBA4B,Undirected,910,,1
SLC39A3,Immune system,Undirected,911,,1
SCAND1,"ChAd-BNT (V2, D3)",Undirected,912,,1
"ZF2001 (V3, D07)",PRRX1,Undirected,913,,1
PROS1,MONOV INFLUENZA A (D1),Undirected,914,,1
POF1B,BNT-I (D3),Undirected,915,,1
SNORD15B,"BNT-MO (V3, D1)",Undirected,916,,1
TNFSF10,"ChAd (V2, D1)",Undirected,917,,1
LGALS9,Immune system,Undirected,918,,2
XBP1,Cellular,Undirected,919,,1
EXOC3L1,"ChAd-BNT (V2, D3)",Undirected,920,,1
MONOV INFLUENZA A (D1),LPCAT2,Undirected,921,,1
TAS2R1,HPV-VLP (M2),Undirected,922,,1
PALM,HPV-VLP (M2),Undirected,923,,1
TPO,"ChAd-BNT (V2, D7)",Undirected,924,,1
"ZF2001 (V3, D07)",CNKSR3,Undirected,925,,1
NRXN2,"ChAd (V2, D1)",Undirected,926,,1
GTF2H5,FLUARIX FLUVIRIN (D3),Undirected,927,,1
HBB,BNT-I (D4),Undirected,928,,1
PHB1,CELLULAR ADAPTIVE IMMUNE SYSTEM,Undirected,929,,1
MME,FLUMIST (D3),Undirected,930,,1
STAMARIL (D10),RGS12,Undirected,931,,1
RAB43,BNT-I (D3),Undirected,932,,1
RASGRP1,PANDEMRIX (D1),Undirected,933,,1
MONOV INFLUENZA A (D1),LPCAT4,Undirected,934,,1
UNC50,FLUMIST (D3),Undirected,935,,1
NCF2,Cellular,Undirected,936,,2
BNT-I (D3),ACKR3,Undirected,937,,1
TNF,Reg. of BP,Undirected,938,,2
PRTN3,INNATE IMMUNE SYSTEM,Undirected,939,,1
STAMARIL (D3),SORL1,Undirected,940,,1
TLR2,MONOV INFLUENZA A (D1),Undirected,941,,1
ZNF485,BNT-I (D1),Undirected,942,,1
T CELLS,PLCG1,Undirected,943,,1
T CELLS,PLCG2,Undirected,944,,1
"ZF2001 (V3, D07)",OLFM4,Undirected,945,,1
SPINK4,BNT-I (D1),Undirected,946,,1
"ZF2001 (V3, D07)",PPM1E,Undirected,947,,1
ZC3H12A,Interspecies interaction,Undirected,948,,2
CBX6,BNT-I (D4),Undirected,949,,1
VAMP7,NEUTROPHIL,Undirected,950,,1
SNORD3C,"BNT (V2, D1)",Undirected,951,,1
Interspecies interaction,CREBBP,Undirected,952,,2
COLEC12,"BNT (V3, D1)",Undirected,953,,1
LAMP3,HPV-VLP (M2),Undirected,954,,1
SUCLG1,FLUARIX FLUVIRIN (D3),Undirected,955,,1
IFNLR1,Cellular,Undirected,956,,1
MAPK10,"ChAd-BNT (V2, D7)",Undirected,957,,1
HSD11B1,BNT-I (D1),Undirected,958,,1
SPINK4,BNT-I (D3),Undirected,959,,1
RASSF5,Immune system,Undirected,960,,2
Metabolism,AKAP8,Undirected,961,,1
"ZF2001 (V3, D07)",CYP4F11,Undirected,962,,1
POU2AF1,Metabolism,Undirected,963,,1
STAMARIL (D7),DHRS9,Undirected,964,,1
PSME2,"ChAd-BNT (V3, D1)",Undirected,965,,1
PIK3AP1,MONOV INFLUENZA A (D1),Undirected,966,,1
HNRNPD,FLUARIX FLUVIRIN (D3),Undirected,967,,1
SWAP70,Metabolism,Undirected,968,,2
Immune system,HSP90AA1,Undirected,969,,1
BNT-I (D1),A3GALT2,Undirected,970,,1
Interspecies interaction,BPI,Undirected,971,,2
MONOV INFLUENZA A (D1),KIFC3,Undirected,972,,1
LONRF2,"BNT-MO (V3, D1)",Undirected,973,,1
WETVAX (D5-7),FGL2,Undirected,974,,1
Interspecies interaction,C1S,Undirected,975,,2
VWCE,BNT-I (D1),Undirected,976,,1
Interspecies interaction,C1R,Undirected,977,,2
Metabolism,MYD88,Undirected,978,,1
"ChAd (V2, D1)",BST2,Undirected,979,,1
RNU1-4,"BNT-MO (V3, D1)",Undirected,980,,1
RELA,Metabolism,Undirected,981,,2
INNATE IMMUNE SYSTEM,ARL8B,Undirected,982,,1
SLC15A4,Interspecies interaction,Undirected,983,,2
TRIM14,INNATE IMMUNE SYSTEM,Undirected,984,,1
POP7,"ChAd (V2, D3)",Undirected,985,,1
"ZF2001 (V3, D07)",NOVA1,Undirected,986,,1
TGFB1,Interspecies interaction,Undirected,987,,2
RAB43,BNT-I (D1),Undirected,988,,1
Reg. of BP,NTRK1,Undirected,989,,1
MONOV INFLUENZA A (D1),C1QA,Undirected,990,,1
Cellular,AKT1,Undirected,991,,1
MONOV INFLUENZA A (D1),C1QB,Undirected,992,,1
MONOV INFLUENZA A (D1),C1QC,Undirected,993,,1
TRIM22,STAMARIL (D7),Undirected,994,,1
RNU4-1,"BNT (V2, D1)",Undirected,995,,1
PAK3,Metabolism,Undirected,996,,1
PACSIN1,BNT-I (D3),Undirected,997,,1
YES1,ADAPTIVE IMMUNE SYSTEM,Undirected,998,,1
Immune system,IL27RA,Undirected,999,,2
IRF2,FLUARIX FLUVIRIN (D3),Undirected,1000,,1
MACROPHAGES,BCR,Undirected,1001,,1
"ZF2001 (V3, D07)",PER1,Undirected,1002,,1
TNFSF13,Reg. of BP,Undirected,1003,,2
PLIN3,BNT-I (D1),Undirected,1004,,1
PHF3,FLUMIST (D3),Undirected,1005,,1
"ChAd-BNT (V3, D1)",ADAMTS10,Undirected,1006,,1
FLUMIST (D3),CASP1,Undirected,1007,,1
C1QC,"BNT-MO (V3, D1)",Undirected,1008,,1
FLUMIST (D3),CASP3,Undirected,1009,,1
Interspecies interaction,CNR2,Undirected,1010,,2
MONOV INFLUENZA A (D1),CLEC6A,Undirected,1011,,1
HUMORAL ADAPTIVE IMMUNE SYSTEM,ERCC1,Undirected,1012,,1
LGMN,Immune system,Undirected,1013,,2
NAPA,MONOV INFLUENZA A (D1),Undirected,1014,,1
ITGA7,Cellular,Undirected,1015,,1
MBOAT7,FLUARIX FLUVIRIN (D3),Undirected,1016,,1
Reg. of BP,CHUK,Undirected,1017,,2
HBP1,FLUMIST (D3),Undirected,1018,,1
NRCAM,"BNT-MO (V3, D1)",Undirected,1019,,1
