"process","genes","go_term","immune_system","immune_sub_system","gene_set_short","immune_tissue","set_size"
"INNATE IMMUNE SYSTEM","HAMP","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ITPKB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FCGR3A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KLRF2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RAB27A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CORO1A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ADAM17","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ACE","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL6R","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KMT2E","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FCAR","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IRGM","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RELA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFI35","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","STAT1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IRF1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","JAK1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNGR1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TYK2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNGR2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SPI1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","BATF2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NOTCH2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","LTBR","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RELB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RBPJ","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PRDX1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","GATA3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KLRK1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","BAG6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RASGRP1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KAT7","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SP3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PBX1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PTPRC","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TYRO3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KLRC1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","EP300","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KLRC3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SRC","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NAGLU","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TRIL","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FOSL1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RPS6KA3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MAPKAPK2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCR1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CXCR4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CXCR1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL5","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL13","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CRTC3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","JMJD6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TMEM229B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ADGRF5","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","EDN2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL10RB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNL1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNL4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNL3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNL2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NOTCH1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PNMA1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL20RB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HMGB2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL5RA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL1RN","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CD68","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SFTPD","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","EDNRB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RPL13A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CXCL17","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SAA1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MMP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CXCL8","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","F2RL1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL18RAP","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CXCL6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PRKCD","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CAMP","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DNM2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CTSE","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SNCA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ITGAM","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","AIF1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TRPV1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","C5AR1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CX3CL1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MAPT","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NOS2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","FAU","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","H2BC12L","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DEFA3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DEFB1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","H2BC10","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DEFA1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RNASE3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RNASE2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DEFA6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DEFA5","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","DEFA4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RPL39","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CBL","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CLNK","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","GPR15LG","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PTGDS","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MILR1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ADORA2B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CPLX2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PTPN6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","GZMB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TUBB4B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PLEKHM2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CEBPG","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","RNF19B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KIF5B","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","KIR3DL1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CLEC2A","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NLRP10","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","XRCC5","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MNDA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CASP6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","XRCC6","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SFPQ","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PYHIN1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","MATR3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HEXIM1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","GBP2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PRKDC","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SCG2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL18","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL23","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL8","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL4L1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL7","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL3L1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CCL24","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","GCH1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","SLC30A8","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFITM2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","C9JQL5","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFITM1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","BST2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFITM3","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TRIM21","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IL23R","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","CIITA","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","ADAMTS13","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","TRIM65","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","UBE2N","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NMB","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NMBR","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","EIF2AK2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","NCK1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFIT2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","PDE12","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","STAT2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","HDAC4","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","OAS2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNAR1","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFNAR2","Manual","Innate","General","Innate immune system","General",549
"INNATE IMMUNE SYSTEM","IFI27","Manual","Innate","General","Innate immune system","General",549
