"","genes","infection_vaccination","n_conditions","gene_set_short","process","comparison"
"270","BAK1","Infection",3,NA,"B CELL HOMEOSTASIS","Infection only"
"271","BAK1","Infection",3,NA,"MYELOID CELL HOMEOSTASIS","Infection only"
"272","BAK1","Infection",3,NA,"B CELL NEGATIVE SELECTION","Infection only"
"273","BANK1","Infection",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"274","BANK1","Infection",4,"Activation, B cell","B CELL ACTIVATION","Infection only"
"275","BANK1","Infection",4,"Signaling, BCR, B cell","B CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"276","BANK1","Infection",4,"B cells","B CELLS","Infection only"
"277","BANK1","Infection",4,NA,"NEGATIVE REGULATION OF B CELL ACTIVATION","Infection only"
"278","BATF","Infection",4,NA,"MYELOID DENDRITIC CELL DIFFERENTIATION","Infection only"
"279","BATF","Infection",4,NA,"T-HELPER 2 CELL DIFFERENTIATION","Infection only"
"280","BATF","Infection",4,NA,"ISOTYPE SWITCHING","Infection only"
"281","BATF","Infection",4,NA,"T-HELPER 17 CELL DIFFERENTIATION","Infection only"
"282","BATF","Infection",4,NA,"T-HELPER 17 CELL LINEAGE COMMITMENT","Infection only"
"283","BATF","Infection",4,NA,"REGULATION OF T-HELPER 17 CELL DIFFERENTIATION","Infection only"
"284","BATF2","Infection",4,"Dendritic cells","DENDRITIC CELLS","Infection only"
"285","BATF2","Infection",4,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"286","BATF2","Infection",4,"Differentiation, Myeloid Dendritic cell","MYELOID DENDRITIC CELL DIFFERENTIATION","Infection only"
"287","BCL10","Infection",6,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"288","BCL10","Infection",6,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"289","BCL10","Infection",6,"Antifungal innate immune response","ANTIFUNGAL INNATE IMMUNE RESPONSE","Infection only"
"290","BCL10","Infection",6,"Antigen recognition processing and presentation","ARPP","Infection only"
"291","BCL10","Infection",6,"B cells","B CELLS","Infection only"
"292","BCL10","Infection",6,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"293","BCL10","Infection",6,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"294","BCL10","Infection",6,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"295","BCL10","Infection",6,"IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Infection only"
"296","BCL10","Infection",6,"Ig, Immune response","IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE","Infection only"
"297","BCL10","Infection",6,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"298","BCL10","Infection",6,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"299","BCL10","Infection",6,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"300","BCL10","Infection",6,"T cells","T CELLS","Infection only"
"301","BCL10","Infection",6,"PRR, TLR, Pathway","TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection only"
"302","BCL10","Infection",6,NA,"NEGATIVE REGULATION OF MATURE B CELL APOPTOTIC PROCESS","Infection only"
"303","BCL10","Infection",6,NA,"POSITIVE REGULATION OF MAST CELL CYTOKINE PRODUCTION","Infection only"
"304","BCL10","Infection",6,NA,"POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"305","BCL10","Infection",6,NA,"POSITIVE REGULATION OF T CELL ACTIVATION","Infection only"
"306","BCL11B","Infection",5,NA,"T CELL DIFFERENTIATION IN THYMUS","Infection only"
"307","BCL11B","Infection",5,NA,"T CELL RECEPTOR V(D)J RECOMBINATION","Infection only"
"308","BCL11B","Infection",5,NA,"POSITIVE T CELL SELECTION","Infection only"
"309","BCL11B","Infection",5,NA,"ALPHA-BETA T CELL DIFFERENTIATION","Infection only"
"310","BCL11B","Infection",5,NA,"THYMUS DEVELOPMENT","Infection only"
"311","BCL2","Infection",4,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"312","BCL2","Infection",4,"Differentiation, B cell","B CELL DIFFERENTIATION","Infection only"
"313","BCL2","Infection",4,"Homeostasis, B cell","B CELL HOMEOSTASIS","Infection only"
"314","BCL2","Infection",4,"Lineage commitment, B cell","B CELL LINEAGE COMMITMENT","Infection only"
"315","BCL2","Infection",4,"Proliferation, B cell","B CELL PROLIFERATION","Infection only"
"316","BCL2","Infection",4,"Signaling, BCR, B cell","B CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"317","BCL2","Infection",4,"B cells","B CELLS","Infection only"
"318","BCL2","Infection",4,"Lineage commitment, CD8+, abT cell","CD8-POSITIVE, ALPHA-BETA T CELL LINEAGE COMMITMENT","Infection only"
"319","BCL2","Infection",4,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"320","BCL2","Infection",4,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"321","BCL2","Infection",4,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Infection only"
"322","BCL2","Infection",4,"Immune system, Development","IMMUNE SYSTEM DEVELOPMENT","Infection only"
"323","BCL2","Infection",4,"Homeostasis, Leukocyte","LEUKOCYTE HOMEOSTASIS","Infection only"
"324","BCL2","Infection",4,"Homeostasis, Lymphocyte","LYMPHOCYTE HOMEOSTASIS","Infection only"
"325","BCL2","Infection",4,"Development, Spleen","SPLEEN DEVELOPMENT","Infection only"
"326","BCL2","Infection",4,"Differentiation, T cell","T CELL DIFFERENTIATION","Infection only"
"327","BCL2","Infection",4,"Differentiation, T cell, Thymus","T CELL DIFFERENTIATION IN THYMUS","Infection only"
"328","BCL2","Infection",4,"Homeostasis, T cell","T CELL HOMEOSTASIS","Infection only"
"329","BCL2","Infection",4,"Lineage commitment, T cell","T CELL LINEAGE COMMITMENT","Infection only"
"330","BCL2","Infection",4,"T cells","T CELLS","Infection only"
"331","BCL2","Infection",4,"Development, Thymocyte","THYMUS DEVELOPMENT","Infection only"
"332","BCL2","Infection",4,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection only"
"333","BCL3","Infection",9,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"334","BCL3","Infection",9,"Antimicrobial humoral response","ANTIMICROBIAL HUMORAL RESPONSE","Infection only"
"335","BCL3","Infection",9,"B cells","B CELLS","Infection only"
"336","BCL3","Infection",9,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"337","BCL3","Infection",9,"Formation, Germinal center","GERMINAL CENTER FORMATION","Infection only"
"338","BCL3","Infection",9,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"339","BCL3","Infection",9,"Ig, Humoral immune response","HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN","Infection only"
"340","BCL3","Infection",9,"Differentiation, B cell, Marginal zone","MARGINAL ZONE B CELL DIFFERENTIATION","Infection only"
"341","BCL3","Infection",9,"Development, Spleen","SPLEEN DEVELOPMENT","Infection only"
"342","BCL3","Infection",9,"Immune response, Th1","T-HELPER 1 TYPE IMMUNE RESPONSE","Infection only"
"343","BCL3","Infection",9,"Differentiation, Th2 cell","T-HELPER 2 CELL DIFFERENTIATION","Infection only"
"344","BCL6","Infection",9,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"345","BCL6","Infection",9,"Differentiation, B cell","B CELL DIFFERENTIATION","Infection only"
"346","BCL6","Infection",9,"Proliferation, B cell","B CELL PROLIFERATION","Infection only"
"347","BCL6","Infection",9,"B cells","B CELLS","Infection only"
"348","BCL6","Infection",9,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"349","BCL6","Infection",9,"Formation, Germinal center","GERMINAL CENTER FORMATION","Infection only"
"350","BCL6","Infection",9,"Humoral adaptive immune system","HUMORAL ADAPTIVE IMMUNE SYSTEM","Infection only"
"351","BCL6","Infection",9,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"352","BCL6","Infection",9,"Isotype switching, IgE","ISOTYPE SWITCHING TO IGE ISOTYPES","Infection only"
"353","BCL6","Infection",9,"Differentiation, Plasma cell","PLASMA CELL DIFFERENTIATION","Infection only"
"354","BCL6","Infection",9,"T cells","T CELLS","Infection only"
"355","BCL6","Infection",9,"Differentiation, Th2 cell","T-HELPER 2 CELL DIFFERENTIATION","Infection only"
"356","BCL6","Infection",9,"Immune response, Th2","TYPE 2 IMMUNE RESPONSE","Infection only"
"357","BCL6","Infection",9,NA,"REGULATION OF GERMINAL CENTER FORMATION","Infection only"
"358","BCL6","Infection",9,NA,"REGULATION OF IMMUNE SYSTEM PROCESS","Infection only"
"359","BCL6","Infection",9,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection only"
"360","BCL6","Infection",9,NA,"NEGATIVE REGULATION OF MAST CELL CYTOKINE PRODUCTION","Infection only"
"361","BCL6","Infection",9,NA,"REGULATION OF T CELL PROLIFERATION","Infection only"
"362","BCL6","Infection",9,NA,"REGULATION OF MEMORY T CELL DIFFERENTIATION","Infection only"
"363","BCL6","Infection",9,NA,"POSITIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION","Infection only"
"364","BCL6","Infection",9,NA,"NEGATIVE REGULATION OF T-HELPER 2 CELL DIFFERENTIATION","Infection only"
"365","BCL6","Infection",9,NA,"NEGATIVE REGULATION OF ISOTYPE SWITCHING TO IGE ISOTYPES","Infection only"
"366","BCL6","Infection",9,NA,"ERYTHROCYTE DEVELOPMENT","Infection only"
"367","BCL6","Infection",9,NA,"REGULATION OF IMMUNE RESPONSE","Infection only"
"368","BCL6","Infection",9,NA,"NEGATIVE REGULATION OF PLASMA CELL DIFFERENTIATION","Infection only"
"369","BCR","Infection",3,"Macrophages","MACROPHAGES","Infection only"
"370","BCR","Infection",3,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"371","BCR","Infection",3,"Migration, Macrophage","MACROPHAGE MIGRATION","Infection only"
"372","BCR","Infection",3,"Neutrophil","NEUTROPHIL","Infection only"
"373","BCR","Infection",3,"Degranulation, Neutrophil","NEUTROPHIL DEGRANULATION","Infection only"
"374","BCR","Infection",3,NA,"NEGATIVE REGULATION OF CELLULAR EXTRAVASATION","Infection only"
"375","BCR","Infection",3,NA,"NEGATIVE REGULATION OF NEUTROPHIL DEGRANULATION","Infection only"
"376","BCR","Infection",3,NA,"NEGATIVE REGULATION OF MACROPHAGE MIGRATION","Infection only"
"377","BID","Infection",1,NA,"REGULATION OF T CELL PROLIFERATION","Infection only"
"378","BIRC3","Infection",3,NA,"REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY","Infection only"
"379","BIRC3","Infection",3,NA,"REGULATION OF RIG-I SIGNALING PATHWAY","Infection only"
"380","BIRC3","Infection",3,NA,"REGULATION OF INNATE IMMUNE RESPONSE","Infection only"
"381","BIRC3","Infection",3,NA,"REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY","Infection only"
"382","BLK","Infection",3,NA,"INNATE IMMUNE RESPONSE","Infection only"
"383","BLK","Infection",3,NA,"B CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"384","BLNK","Infection",2,NA,"HUMORAL IMMUNE RESPONSE","Infection only"
"385","BLNK","Infection",2,NA,"B CELL DIFFERENTIATION","Infection only"
"386","BLNK","Infection",2,NA,"B CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"387","BLOC1S6","Infection",1,NA,"POSITIVE REGULATION OF NATURAL KILLER CELL ACTIVATION","Infection only"
"388","BMI1","Infection",1,NA,"OTHER","Infection only"
"389","BMI1","Infection",1,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Infection only"
"390","BMI1","Infection",1,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection only"
"391","BMI1","Infection",1,NA,"POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS","Infection only"
"392","BMPR1A","Infection",1,NA,"OTHER","Infection only"
"393","BMPR1A","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"394","BMX","Infection",8,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"395","BMX","Infection",8,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"396","BMX","Infection",8,"Signaling, BCR, B cell","B CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"397","BMX","Infection",8,"B cells","B CELLS","Infection only"
"398","BPGM","Infection",2,NA,"ERYTHROCYTE DEVELOPMENT","Infection only"
"399","BPI","Infection",11,"Antibacterial humoral response","ANTIBACTERIAL HUMORAL RESPONSE","Infection only"
"400","BPI","Infection",11,"Antimicrobial peptide-mediated immune response","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Infection only"
"401","BPI","Infection",11,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"402","BPI","Infection",11,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"403","BPI","Infection",11,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"404","BPI","Infection",11,NA,"NEGATIVE REGULATION OF MACROPHAGE ACTIVATION","Infection only"
"405","BRD1","Infection",2,NA,"ERYTHROCYTE MATURATION","Infection only"
"406","BRD1","Infection",2,NA,"POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION","Infection only"
"407","BRD1","Infection",2,NA,"REGULATION OF HEMOPOIESIS","Infection only"
"408","BSG","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"409","BSG","Infection",1,"Neutrophil","NEUTROPHIL","Infection only"
"410","BSG","Infection",1,"Chemotaxis, Neutrophil","NEUTROPHIL CHEMOTAXIS","Infection only"
"411","BST1","Infection",7,NA,"OTHER","Infection only"
"412","BST1","Infection",7,"Humoral immune response","HUMORAL IMMUNE RESPONSE","Infection only"
"413","BST1","Infection",7,NA,"REGULATION OF CELLULAR EXTRAVASATION","Infection only"
"414","BST1","Infection",7,NA,"POSITIVE REGULATION OF B CELL PROLIFERATION","Infection only"
"415","BST1","Infection",7,NA,"REGULATION OF NEUTROPHIL CHEMOTAXIS","Infection only"
"416","BTLA","Infection",1,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"417","BTLA","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"418","BTLA","Infection",1,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"419","BTLA","Infection",1,NA,"IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY","Infection only"
"420","BTN1A1","Infection",3,NA,"T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"421","BTN2A1","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"422","BTN2A1","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"423","BTN2A1","Infection",1,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"424","BTN2A1","Infection",1,"T cells","T CELLS","Infection only"
"425","BTN2A2","Infection",2,NA,"POSITIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION","Infection only"
"426","BTN2A2","Infection",2,NA,"NEGATIVE REGULATION OF ACTIVATED T CELL PROLIFERATION","Infection only"
"427","BTN2A2","Infection",2,NA,"T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"428","BTN2A2","Infection",2,NA,"NEGATIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"429","BTN2A3P","Infection",3,NA,"T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"430","BTN3A1","Infection",3,NA,"ADAPTIVE IMMUNE RESPONSE","Infection only"
"431","BTN3A1","Infection",3,NA,"ACTIVATED T CELL PROLIFERATION","Infection only"
"432","BTN3A1","Infection",3,NA,"T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"433","BTN3A3","Infection",2,NA,"T CELL MEDIATED IMMUNITY","Infection only"
"434","BTN3A3","Infection",2,NA,"T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"435","BTNL8","Infection",2,"Adaptive Immune response","ADAPTIVE IMMUNE RESPONSE","Infection only"
"436","BTNL8","Infection",2,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"437","BTNL8","Infection",2,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"438","BTNL8","Infection",2,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"439","BTNL8","Infection",2,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"440","BTNL8","Infection",2,"T cells","T CELLS","Infection only"
"441","BTNL9","Infection",1,"Adaptive immune system","ADAPTIVE IMMUNE SYSTEM","Infection only"
"442","BTNL9","Infection",1,"Cellular adaptive immune system","CELLULAR ADAPTIVE IMMUNE SYSTEM","Infection only"
"443","BTNL9","Infection",1,"Signaling, T cell","T CELL RECEPTOR SIGNALING PATHWAY","Infection only"
"444","BTNL9","Infection",1,"T cells","T CELLS","Infection only"
"445","C1QA","Infection",3,NA,"MICROGLIAL CELL ACTIVATION","Infection only"
"446","C1QA","Infection",3,NA,"COMPLEMENT ACTIVATION","Infection only"
"447","C1QA","Infection",3,NA,"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"448","C1QA","Infection",3,NA,"INNATE IMMUNE RESPONSE","Infection only"
"449","C1QB","Infection",3,NA,"COMPLEMENT ACTIVATION","Infection only"
"450","C1QB","Infection",3,NA,"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"451","C1QB","Infection",3,NA,"INNATE IMMUNE RESPONSE","Infection only"
"452","C1QC","Infection",3,NA,"IMMUNE RESPONSE","Infection only"
"453","C1QC","Infection",3,NA,"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"454","C1QC","Infection",3,NA,"NEGATIVE REGULATION OF GRANULOCYTE DIFFERENTIATION","Infection only"
"455","C1QC","Infection",3,NA,"INNATE IMMUNE RESPONSE","Infection only"
"456","C1QC","Infection",3,NA,"NEGATIVE REGULATION OF MACROPHAGE DIFFERENTIATION","Infection only"
"457","C1R","Infection",9,"Activation, Complement","COMPLEMENT ACTIVATION","Infection only"
"458","C1R","Infection",9,"Complement, Classical pathway","COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"459","C1R","Infection",9,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection only"
"460","C1R","Infection",9,"Immune response","IMMUNE RESPONSE","Infection only"
"461","C1R","Infection",9,"Immune system, Process","IMMUNE SYSTEM PROCESS","Infection only"
"462","C1R","Infection",9,"Innate immune response","INNATE IMMUNE RESPONSE","Infection only"
"463","C1R","Infection",9,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"464","C1RL","Infection",4,NA,"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"465","C1RL","Infection",4,NA,"INNATE IMMUNE RESPONSE","Infection only"
"466","C2","Infection",2,NA,"COMPLEMENT ACTIVATION","Infection only"
"467","C2","Infection",2,NA,"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"468","C2","Infection",2,NA,"INNATE IMMUNE RESPONSE","Infection only"
"469","C3AR1","Infection",6,NA,"COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection only"
"470","C3AR1","Infection",6,NA,"POSITIVE REGULATION OF MACROPHAGE CHEMOTAXIS","Infection only"
"471","C3AR1","Infection",6,NA,"POSITIVE REGULATION OF NEUTROPHIL CHEMOTAXIS","Infection only"
"472","C4BPA","Infection",2,NA,"T CELL MEDIATED IMMUNITY","Infection only"
"473","C4BPA","Infection",2,NA,"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"474","C4BPA","Infection",2,NA,"INNATE IMMUNE RESPONSE","Infection only"
"475","C4BPA","Infection",2,NA,"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"476","C4BPA","Infection",2,NA,"REGULATION OF OPSONIZATION","Infection only"
"477","C5","Infection",2,NA,"COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY","Infection only"
"478","C5","Infection",2,NA,"COMPLEMENT ACTIVATION, CLASSICAL PATHWAY","Infection only"
"479","C5","Infection",2,NA,"NEGATIVE REGULATION OF MACROPHAGE CHEMOTAXIS","Infection only"
"480","C5AR1","Infection",1,"Complement, C5a pathway","COMPLEMENT COMPONENT C5A SIGNALING PATHWAY","Infection only"
"481","C5AR1","Infection",1,"Complement immune system","COMPLEMENT IMMUNE SYSTEM","Infection only"
"482","C5AR1","Infection",1,"Complement, Pathway","COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY","Infection only"
"483","C5AR1","Infection",1,"Immune response","IMMUNE RESPONSE","Infection only"
"484","C5AR1","Infection",1,"Innate immune system","INNATE IMMUNE SYSTEM","Infection only"
"485","C5AR1","Infection",1,"Activation, Microglial cell","MICROGLIAL CELL ACTIVATION","Infection only"
