"","genes","infection_vaccination","n_conditions","comparison"
"614","APOL4","Vaccination",8,"Vaccination only"
"615","C15orf48","Vaccination",8,"Vaccination only"
"616","EPSTI1","Vaccination",8,"Vaccination only"
"617","ETV7","Vaccination",8,"Vaccination only"
"618","LYPD5","Vaccination",8,"Vaccination only"
"619","TYMP","Vaccination",8,"Vaccination only"
"620","AGRN","Vaccination",8,"Infection and vaccination"
"621","APOL4","Vaccination",8,"Infection and vaccination"
"622","C15orf48","Vaccination",8,"Infection and vaccination"
"623","EPSTI1","Vaccination",8,"Infection and vaccination"
"624","ETV7","Vaccination",8,"Infection and vaccination"
"625","LYPD5","Vaccination",8,"Infection and vaccination"
"626","TYMP","Vaccination",8,"Infection and vaccination"
"627","DDX60L","Infection",8,"Infection and vaccination"
"628","SLC1A3","Infection",8,"Infection and vaccination"
"629","FLVCR2","Infection",8,"Infection and vaccination"
"630","GALNT14","Infection",8,"Infection and vaccination"
"631","HORMAD1","Infection",8,"Infection and vaccination"
"632","LPCAT2","Infection",8,"Infection and vaccination"
"633","RMI2","Infection",8,"Infection and vaccination"
"634","SNORD9","Infection",8,"Infection and vaccination"
"635","BIRC5","Infection",8,"Infection and vaccination"
"636","GSDMC","Infection",8,"Infection and vaccination"
"637","HTR3A","Infection",8,"Infection and vaccination"
"638","MARCKS","Infection",8,"Infection and vaccination"
"639","ARL4A","Infection",8,"Infection and vaccination"
"640","CDC20","Infection",8,"Infection and vaccination"
"641","CRYBA1","Infection",8,"Infection and vaccination"
"642","GSG1L","Infection",8,"Infection and vaccination"
"643","HTRA1","Infection",8,"Infection and vaccination"
"644","MIR181A1HG","Infection",8,"Infection and vaccination"
"645","RPS16P5","Infection",8,"Infection and vaccination"
"646","ZDHHC19","Infection",8,"Infection and vaccination"
"647","CDC25C","Infection",8,"Infection and vaccination"
"648","CDHR1","Infection",8,"Infection and vaccination"
"649","DMRTC2","Infection",8,"Infection and vaccination"
"650","DPYD-AS2","Infection",8,"Infection and vaccination"
"651","EPCAM","Infection",8,"Infection and vaccination"
"652","ESPL1","Infection",8,"Infection and vaccination"
"653","GGH","Infection",8,"Infection and vaccination"
"654","HJURP","Infection",8,"Infection and vaccination"
"655","HRASLS","Infection",8,"Infection and vaccination"
"656","KIAA0101","Infection",8,"Infection and vaccination"
"657","MIR4434","Infection",8,"Infection and vaccination"
"658","MMP1","Infection",8,"Infection and vaccination"
"659","PLAU","Infection",8,"Infection and vaccination"
"660","PLEKHF1","Infection",8,"Infection and vaccination"
"661","PPAP2B","Infection",8,"Infection and vaccination"
"662","SNX10","Infection",8,"Infection and vaccination"
"663","THCAT158","Infection",8,"Infection and vaccination"
"664","A3GALT2","Infection",8,"Infection and vaccination"
"665","ABHD12B","Infection",8,"Infection and vaccination"
"666","AP3B2","Infection",8,"Infection and vaccination"
"667","C5orf47","Infection",8,"Infection and vaccination"
"668","CCIN","Infection",8,"Infection and vaccination"
"669","CDCA8","Infection",8,"Infection and vaccination"
"670","COL6A2","Infection",8,"Infection and vaccination"
"671","COQ10B","Infection",8,"Infection and vaccination"
"672","CRISP2","Infection",8,"Infection and vaccination"
"673","DSC1","Infection",8,"Infection and vaccination"
"674","DUSP13","Infection",8,"Infection and vaccination"
"675","FAM8A1","Infection",8,"Infection and vaccination"
"676","FBXO33","Infection",8,"Infection and vaccination"
"677","FOXC1","Infection",8,"Infection and vaccination"
"678","GLIPR1L2","Infection",8,"Infection and vaccination"
"679","GLP2R","Infection",8,"Infection and vaccination"
"680","GOLGA6C","Infection",8,"Infection and vaccination"
"681","HIF1A-AS2","Infection",8,"Infection and vaccination"
"682","HMP19","Infection",8,"Infection and vaccination"
"683","KCNE1","Infection",8,"Infection and vaccination"
"684","LINC00482","Infection",8,"Infection and vaccination"
"685","LINC01506","Infection",8,"Infection and vaccination"
"686","LRRN1","Infection",8,"Infection and vaccination"
"687","LY6G6C","Infection",8,"Infection and vaccination"
"688","MYO16-AS1","Infection",8,"Infection and vaccination"
"689","NOCT","Infection",8,"Infection and vaccination"
"690","NPAS2","Infection",8,"Infection and vaccination"
"691","NR2E1","Infection",8,"Infection and vaccination"
"692","PFKFB3","Infection",8,"Infection and vaccination"
"693","PROS1","Infection",8,"Infection and vaccination"
"694","PTPRCAP","Infection",8,"Infection and vaccination"
"695","S100A11","Infection",8,"Infection and vaccination"
"696","S100P","Infection",8,"Infection and vaccination"
"697","SERTAD2","Infection",8,"Infection and vaccination"
"698","SPINK8","Infection",8,"Infection and vaccination"
"699","SRGN","Infection",8,"Infection and vaccination"
"700","TMEM132D","Infection",8,"Infection and vaccination"
"701","TULP2","Infection",8,"Infection and vaccination"
"702","WNT7A","Infection",8,"Infection and vaccination"
"703","AASS","Infection",7,"Infection only"
"704","ABCB8","Infection",7,"Infection only"
"705","ABCD2","Infection",7,"Infection only"
"706","ABLIM1","Infection",7,"Infection only"
"707","ACSS3","Infection",7,"Infection only"
"708","ADAM23","Infection",7,"Infection only"
"709","ADGRD1","Infection",7,"Infection only"
"710","AES","Infection",7,"Infection only"
"711","AGFG2","Infection",7,"Infection only"
"712","AJAP1","Infection",7,"Infection only"
"713","ALDH1A2","Infection",7,"Infection only"
"714","ANK3","Infection",7,"Infection only"
"715","ANKRD22","Infection",7,"Infection only"
"716","ANOS1","Infection",7,"Infection only"
"717","ANP32A","Infection",7,"Infection only"
"718","ANTXRLP1","Infection",7,"Infection only"
"719","APBA1","Infection",7,"Infection only"
"720","APBB1","Infection",7,"Infection only"
"721","APOM","Infection",7,"Infection only"
"722","ARHGAP29","Infection",7,"Infection only"
"723","ARHGAP32","Infection",7,"Infection only"
"724","ARMC12","Infection",7,"Infection only"
"725","ASAH2B","Infection",7,"Infection only"
"726","ASGR2","Infection",7,"Infection only"
"727","ASIC1","Infection",7,"Infection only"
"728","ATP6V0E2","Infection",7,"Infection only"
"729","ATP8A2","Infection",7,"Infection only"
"730","ATP8B2","Infection",7,"Infection only"
"731","AURKB","Infection",7,"Infection only"
"732","AXIN2","Infection",7,"Infection only"
"733","AZIN2","Infection",7,"Infection only"
"734","B3GALT2","Infection",7,"Infection only"
"735","B4GALT1-AS1","Infection",7,"Infection only"
"736","BCAT1","Infection",7,"Infection only"
"737","BCAT2","Infection",7,"Infection only"
"738","BEX1","Infection",7,"Infection only"
"739","BIN1","Infection",7,"Infection only"
"740","C14orf132","Infection",7,"Infection only"
"741","C17orf100","Infection",7,"Infection only"
"742","C1D","Infection",7,"Infection only"
"743","C1orf74","Infection",7,"Infection only"
"744","C21orf62-AS1","Infection",7,"Infection only"
"745","C2orf44","Infection",7,"Infection only"
"746","C6orf25","Infection",7,"Infection only"
"747","C7orf34","Infection",7,"Infection only"
"748","C7orf61","Infection",7,"Infection only"
"749","C9orf66","Infection",7,"Infection only"
"750","CACNA2D2","Infection",7,"Infection only"
"751","CAD","Infection",7,"Infection only"
"752","CAHM","Infection",7,"Infection only"
"753","CBS","Infection",7,"Infection only"
"754","CCDC173","Infection",7,"Infection only"
"755","CCDC64","Infection",7,"Infection only"
"756","CCDC78","Infection",7,"Infection only"
"757","CD163","Infection",7,"Infection only"
"758","CDC42EP3","Infection",7,"Infection only"
"759","CDC45","Infection",7,"Infection only"
"760","CDCA5","Infection",7,"Infection only"
"761","CDH1","Infection",7,"Infection only"
"762","CDK10","Infection",7,"Infection only"
"763","CDR2","Infection",7,"Infection only"
"764","CELSR2","Infection",7,"Infection only"
"765","CENPA","Infection",7,"Infection only"
"766","CENPU","Infection",7,"Infection only"
"767","CFAP58","Infection",7,"Infection only"
"768","CIDECP","Infection",7,"Infection only"
"769","CITED4","Infection",7,"Infection only"
"770","CLDN11","Infection",7,"Infection only"
"771","CLSPN","Infection",7,"Infection only"
"772","CMTR2","Infection",7,"Infection only"
"773","CNGB1","Infection",7,"Infection only"
"774","CNTLN","Infection",7,"Infection only"
"775","COLGALT2","Infection",7,"Infection only"
"776","CPEB1-AS1","Infection",7,"Infection only"
"777","CPSF1","Infection",7,"Infection only"
"778","CROCC","Infection",7,"Infection only"
"779","CSNK1A1L","Infection",7,"Infection only"
"780","CSRP2","Infection",7,"Infection only"
"781","CXorf57","Infection",7,"Infection only"
"782","CYP7A1","Infection",7,"Infection only"
"783","DAAM2","Infection",7,"Infection only"
"784","DACH1","Infection",7,"Infection only"
"785","DBH-AS1","Infection",7,"Infection only"
"786","DENND2D","Infection",7,"Infection only"
"787","DEPDC7","Infection",7,"Infection only"
"788","DOLK","Infection",7,"Infection only"
"789","DRC1","Infection",7,"Infection only"
"790","DST","Infection",7,"Infection only"
"791","DUOX1","Infection",7,"Infection only"
"792","DZIP3","Infection",7,"Infection only"
"793","E2F2","Infection",7,"Infection only"
"794","EFCAB12","Infection",7,"Infection only"
"795","ENG","Infection",7,"Infection only"
"796","EPB41L2","Infection",7,"Infection only"
"797","EPB41L5","Infection",7,"Infection only"
"798","EPHA2","Infection",7,"Infection only"
"799","EPHX2","Infection",7,"Infection only"
"800","ERLIN1","Infection",7,"Infection only"
"801","ESYT1","Infection",7,"Infection only"
"802","ETF1","Infection",7,"Infection only"
"803","EVL","Infection",7,"Infection only"
"804","EXPH5","Infection",7,"Infection only"
"805","FAAHP1","Infection",7,"Infection only"
"806","FAM153B","Infection",7,"Infection only"
"807","FAM169B","Infection",7,"Infection only"
"808","FASN","Infection",7,"Infection only"
"809","FASTKD5","Infection",7,"Infection only"
"810","FBLN7","Infection",7,"Infection only"
"811","FBXL14","Infection",7,"Infection only"
"812","FBXL16","Infection",7,"Infection only"
"813","FEM1C","Infection",7,"Infection only"
"814","FGF13","Infection",7,"Infection only"
"815","FGFR2","Infection",7,"Infection only"
"816","FGFRL1","Infection",7,"Infection only"
"817","FIGNL2","Infection",7,"Infection only"
"818","FLJ38122","Infection",7,"Infection only"
"819","FLT3LG","Infection",7,"Infection only"
"820","FMNL3","Infection",7,"Infection only"
"821","FNDC3B","Infection",7,"Infection only"
"822","FUT10","Infection",7,"Infection only"
"823","GABARAPL2","Infection",7,"Infection only"
"824","GADD45B","Infection",7,"Infection only"
"825","GAREML","Infection",7,"Infection only"
"826","GIPC1","Infection",7,"Infection only"
"827","GLDN","Infection",7,"Infection only"
"828","GLI4","Infection",7,"Infection only"
"829","GPR143","Infection",7,"Infection only"
"830","GRAP","Infection",7,"Infection only"
"831","GRPEL1","Infection",7,"Infection only"
"832","HEBP2","Infection",7,"Infection only"
"833","HECW2","Infection",7,"Infection only"
"834","HIST1H1C","Infection",7,"Infection only"
"835","HIST1H1E","Infection",7,"Infection only"
"836","IER3","Infection",7,"Infection only"
"837","IFITM10","Infection",7,"Infection only"
"838","IGIP","Infection",7,"Infection only"
"839","IL13RA1","Infection",7,"Infection only"
"840","IL21R-AS1","Infection",7,"Infection only"
"841","INHBE","Infection",7,"Infection only"
"842","INSC","Infection",7,"Infection only"
"843","INSL3","Infection",7,"Infection only"
"844","IQCK","Infection",7,"Infection only"
"845","IQGAP3","Infection",7,"Infection only"
"846","IRF2BPL","Infection",7,"Infection only"
"847","JDP2","Infection",7,"Infection only"
"848","KCNG1","Infection",7,"Infection only"
"849","KCNJ15","Infection",7,"Infection only"
"850","KIF4A","Infection",7,"Infection only"
"851","KLF4","Infection",7,"Infection only"
"852","KLF9","Infection",7,"Infection only"
"853","KLHDC4","Infection",7,"Infection only"
"854","KNOP1","Infection",7,"Infection only"
"855","KRT5","Infection",7,"Infection only"
"856","KRT72","Infection",7,"Infection only"
"857","LACTB","Infection",7,"Infection only"
"858","LAMTOR5","Infection",7,"Infection only"
"859","LDOC1L","Infection",7,"Infection only"
"860","LHFPL2","Infection",7,"Infection only"
"861","LINC-PINT","Infection",7,"Infection only"
"862","LINC00202-1","Infection",7,"Infection only"
"863","LINC01151","Infection",7,"Infection only"
"864","LINC01176","Infection",7,"Infection only"
"865","LINC01270","Infection",7,"Infection only"
"866","LINC01281","Infection",7,"Infection only"
"867","LINC01410","Infection",7,"Infection only"
"868","LMTK3","Infection",7,"Infection only"
"869","LOC101927851","Infection",7,"Infection only"
"870","LOC101928043","Infection",7,"Infection only"
"871","LOC101928140","Infection",7,"Infection only"
"872","LOC101928650","Infection",7,"Infection only"
"873","LOC101929241","Infection",7,"Infection only"
"874","LOC145474","Infection",7,"Infection only"
"875","LOC200772","Infection",7,"Infection only"
"876","LOC285766","Infection",7,"Infection only"
"877","LOC388813","Infection",7,"Infection only"
"878","LOC389906","Infection",7,"Infection only"
"879","LOC399815","Infection",7,"Infection only"
"880","LOC400927-CSNK1E","Infection",7,"Infection only"
"881","LOC643339","Infection",7,"Infection only"
"882","LOC728323","Infection",7,"Infection only"
"883","LOC728743","Infection",7,"Infection only"
"884","LOXHD1","Infection",7,"Infection only"
"885","LPL","Infection",7,"Infection only"
"886","LRP2","Infection",7,"Infection only"
"887","LSMEM1","Infection",7,"Infection only"
"888","LTBP4","Infection",7,"Infection only"
"889","LY6G5C","Infection",7,"Infection only"
"890","LYNX1","Infection",7,"Infection only"
"891","LYRM1","Infection",7,"Infection only"
"892","MAFA-AS1","Infection",7,"Infection only"
"893","MAN2A2","Infection",7,"Infection only"
"894","MAOB","Infection",7,"Infection only"
"895","MAP1LC3B2","Infection",7,"Infection only"
"896","MARC1","Infection",7,"Infection only"
"897","MCTP1","Infection",7,"Infection only"
"898","MIR103A2","Infection",7,"Infection only"
"899","MIR1255A","Infection",7,"Infection only"
"900","MIR29C","Infection",7,"Infection only"
"901","MIR3605","Infection",7,"Infection only"
"902","MIR4537","Infection",7,"Infection only"
"903","MIR4639","Infection",7,"Infection only"
"904","MIR497HG","Infection",7,"Infection only"
"905","MIR548AN","Infection",7,"Infection only"
"906","MIR5700","Infection",7,"Infection only"
"907","MIR628","Infection",7,"Infection only"
"908","MIR6503","Infection",7,"Infection only"
"909","MLK7-AS1","Infection",7,"Infection only"
"910","MMP9","Infection",7,"Infection only"
"911","MPC2","Infection",7,"Infection only"
"912","MSRB3","Infection",7,"Infection only"
"913","MTF1","Infection",7,"Infection only"
"914","MTFR2","Infection",7,"Infection only"
"915","MTMR3","Infection",7,"Infection only"
"916","MUC1","Infection",7,"Infection only"
"917","MYBBP1A","Infection",7,"Infection only"
"918","MYBPC1","Infection",7,"Infection only"
"919","NAMPT","Infection",7,"Infection only"
"920","NEK2","Infection",7,"Infection only"
"921","NLE1","Infection",7,"Infection only"
"922","NLGN2","Infection",7,"Infection only"
"923","NOS3","Infection",7,"Infection only"
"924","NOXRED1","Infection",7,"Infection only"
"925","NPL","Infection",7,"Infection only"
"926","NPTXR","Infection",7,"Infection only"
"927","NSG1","Infection",7,"Infection only"
"928","NTNG2","Infection",7,"Infection only"
"929","NUP62CL","Infection",7,"Infection only"
"930","OBSCN","Infection",7,"Infection only"
"931","OOSP1","Infection",7,"Infection only"
"932","OR52K2","Infection",7,"Infection only"
"933","OXNAD1","Infection",7,"Infection only"
"934","P2RY1","Infection",7,"Infection only"
"935","P2RY11","Infection",7,"Infection only"
